demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,_unnamed_33,_row_id,_source_file,_source_sheet,_staged_at
DEM-0003553,2024-12-29,2025-01-04,2024,18,KOL-LOC-031,Nagerbazar,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,83,28,111,668.63,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,100,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3553,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003554,2024-12-29,2025-01-04,2024,18,KOL-LOC-031,Nagerbazar,4,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,1 kg,Weekday,62,21,83,311.04,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,83,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3554,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003555,2024-12-29,2025-01-04,2024,18,KOL-LOC-031,Nagerbazar,5,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,50 g,Weekday,60,20,80,32.71,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3555,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003556,2024-12-29,2025-01-04,2024,18,KOL-LOC-032,Shyambazar,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,80,27,107,2387.81,1,20,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,120,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3556,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003557,2024-12-29,2025-01-04,2024,18,KOL-LOC-032,Shyambazar,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,1 kg,Weekday,55,18,73,575.05,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,81,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3557,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003558,2024-12-29,2025-01-04,2024,18,KOL-LOC-032,Shyambazar,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,100 g,Weekday,112,37,149,67.61,1,15,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,140,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3558,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003559,2024-12-29,2025-01-04,2024,18,KOL-LOC-032,Shyambazar,4,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,1 kg,Weekday,62,20,82,583.43,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,84,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3559,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003560,2024-12-29,2025-01-04,2024,18,KOL-LOC-032,Shyambazar,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,62,20,82,32.36,1,5,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,91,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3560,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003561,2024-12-29,2025-01-04,2024,18,KOL-LOC-033,Salt Lake,1,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,200 ml,Weekday,125,42,167,18.11,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,185,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3561,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003562,2024-12-29,2025-01-04,2024,18,KOL-LOC-033,Salt Lake,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,115,38,153,151.69,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,161,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3562,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003563,2024-12-29,2025-01-04,2024,18,KOL-LOC-033,Salt Lake,3,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,500 g,Weekday,93,31,124,300.94,1,20,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,130,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3563,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003564,2024-12-29,2025-01-04,2024,18,KOL-LOC-033,Salt Lake,4,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,76,26,102,591.01,1,8,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,102,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3564,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003565,2024-12-29,2025-01-04,2024,18,KOL-LOC-033,Salt Lake,5,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,108,36,144,658.23,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,156,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3565,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003566,2024-12-29,2025-01-04,2024,18,KOL-LOC-034,Sector V,1,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,500 ml,Weekday,109,36,145,45.22,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,130,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3566,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003567,2024-12-29,2025-01-04,2024,18,KOL-LOC-034,Sector V,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,110,37,147,153.87,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,156,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3567,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003568,2024-12-29,2025-01-04,2024,18,KOL-LOC-034,Sector V,3,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,1 kg,Weekday,60,20,80,561.82,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,78,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3568,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003569,2024-12-29,2025-01-04,2024,18,KOL-LOC-034,Sector V,4,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,91,30,121,32.37,1,12,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,130,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3569,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003570,2024-12-29,2025-01-04,2024,18,KOL-LOC-034,Sector V,5,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,64,21,85,2410.98,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,101,SYNTHETIC_TRAINING,2026-09-14 10:41:01.406,,3570,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003571,2024-12-29,2025-01-04,2024,18,KOL-LOC-035,New Town,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,98,32,130,303.1,1,5,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,134,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3571,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003572,2024-12-29,2025-01-04,2024,18,KOL-LOC-035,New Town,2,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,100 g,Weekday,127,42,169,281.39,1,10,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,186,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3572,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003573,2024-12-29,2025-01-04,2024,18,KOL-LOC-035,New Town,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,500 g,Weekday,86,28,114,292.62,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,104,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3573,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003574,2024-12-29,2025-01-04,2024,18,KOL-LOC-035,New Town,4,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,250 g,Weekday,118,40,158,79.2,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,169,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3574,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003575,2024-12-29,2025-01-04,2024,18,KOL-LOC-035,New Town,5,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,100 g,Weekday,91,30,121,65.19,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,131,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3575,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003576,2024-12-29,2025-01-04,2024,18,KOL-LOC-036,Rajarhat,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,90,30,120,297.45,1,5,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,112,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3576,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003577,2024-12-29,2025-01-04,2024,18,KOL-LOC-036,Rajarhat,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,500 g,Weekday,72,24,96,299.01,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,98,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3577,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003578,2024-12-29,2025-01-04,2024,18,KOL-LOC-036,Rajarhat,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,59,20,79,563.87,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,77,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3578,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003579,2024-12-29,2025-01-04,2024,18,KOL-LOC-036,Rajarhat,4,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,63,21,84,32.95,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,81,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3579,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003580,2024-12-29,2025-01-04,2024,18,KOL-LOC-036,Rajarhat,5,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,62,21,83,142.95,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,96,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3580,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003581,2024-12-29,2025-01-04,2024,18,KOL-LOC-037,Anandapur,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,100 g,Weekday,90,30,120,65.48,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,111,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3581,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003582,2024-12-29,2025-01-04,2024,18,KOL-LOC-037,Anandapur,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,88,29,117,64.04,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,127,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3582,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003583,2024-12-29,2025-01-04,2024,18,KOL-LOC-037,Anandapur,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,76,26,102,152.93,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,109,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3583,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003584,2024-12-29,2025-01-04,2024,18,KOL-LOC-037,Anandapur,4,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,45,15,60,2479.97,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,57,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3584,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003585,2024-12-29,2025-01-04,2024,18,KOL-LOC-037,Anandapur,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,500 g,Weekday,58,20,78,297.34,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,71,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3585,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003586,2024-12-29,2025-01-04,2024,18,KOL-LOC-038,Patuli,1,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,99,33,132,84.2,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,120,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3586,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003587,2024-12-29,2025-01-04,2024,18,KOL-LOC-038,Patuli,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,71,24,95,303.33,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,98,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3587,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003588,2024-12-29,2025-01-04,2024,18,KOL-LOC-038,Patuli,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,56,19,75,137.78,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,69,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3588,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003589,2024-12-29,2025-01-04,2024,18,KOL-LOC-038,Patuli,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,250 g,Weekday,93,31,124,151.28,1,5,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,136,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3589,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003590,2024-12-29,2025-01-04,2024,18,KOL-LOC-038,Patuli,5,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,500 g,Weekday,58,19,77,291.93,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,69,SYNTHETIC_TRAINING,2026-09-14 10:41:01.407,,3590,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003591,2024-12-29,2025-01-04,2024,18,KOL-LOC-039,Nayabad,1,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,2 L,Weekday,76,25,101,159.81,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,108,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3591,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003592,2024-12-29,2025-01-04,2024,18,KOL-LOC-039,Nayabad,2,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,500 g,Weekday,66,22,88,1234.06,1,12,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,93,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3592,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003593,2024-12-29,2025-01-04,2024,18,KOL-LOC-039,Nayabad,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,81,27,108,158.44,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,117,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3593,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003594,2024-12-29,2025-01-04,2024,18,KOL-LOC-039,Nayabad,4,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,64,22,86,33.75,1,8,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,92,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3594,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003595,2024-12-29,2025-01-04,2024,18,KOL-LOC-039,Nayabad,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,100 g,Weekday,77,26,103,65.38,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,111,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3595,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003596,2024-12-29,2025-01-04,2024,18,KOL-LOC-040,Chak Garia,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,61,20,81,32.18,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3596,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003597,2024-12-29,2025-01-04,2024,18,KOL-LOC-040,Chak Garia,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,68,23,91,32.02,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,99,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3597,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003598,2024-12-29,2025-01-04,2024,18,KOL-LOC-040,Chak Garia,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,88,30,118,654.81,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,114,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3598,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003599,2024-12-29,2025-01-04,2024,18,KOL-LOC-040,Chak Garia,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,1 kg,Weekday,54,18,72,565.43,0,0,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,66,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3599,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003600,2024-12-29,2025-01-04,2024,18,KOL-LOC-040,Chak Garia,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,58,20,78,32.41,1,5,1,Christmas,Winter,21.6,6.5,48.0,Clear/Partly Cloudy,0,2025-01-05,2025-01-11,95,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3600,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003601,2025-01-05,2025-01-11,2025,19,KOL-LOC-001,Lake Gardens,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,102,34,136,156.54,1,12,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,153,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3601,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003602,2025-01-05,2025-01-11,2025,19,KOL-LOC-001,Lake Gardens,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,80,27,107,291.44,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,102,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3602,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003603,2025-01-05,2025-01-11,2025,19,KOL-LOC-001,Lake Gardens,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,56,18,74,138.84,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,72,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3603,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003604,2025-01-05,2025-01-11,2025,19,KOL-LOC-001,Lake Gardens,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,50,17,67,67.19,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,1,2025-01-12,2025-01-18,69,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3604,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003605,2025-01-05,2025-01-11,2025,19,KOL-LOC-001,Lake Gardens,5,BIS-008,Oreo Original,Biscuits & Cookies,Oreo,50 g,Weekday,51,17,68,9.2,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,63,SYNTHETIC_TRAINING,2026-09-14 10:41:01.408,,3605,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003606,2025-01-05,2025-01-11,2025,19,KOL-LOC-002,Jadavpur,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,1 kg,Weekday,72,24,96,587.83,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,101,SYNTHETIC_TRAINING,2026-09-14 10:41:01.409,,3606,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003607,2025-01-05,2025-01-11,2025,19,KOL-LOC-002,Jadavpur,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,50 g,Weekday,74,25,99,32.97,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,89,SYNTHETIC_TRAINING,2026-09-14 10:41:01.409,,3607,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003608,2025-01-05,2025-01-11,2025,19,KOL-LOC-002,Jadavpur,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,100 g,Weekday,103,34,137,274.13,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,134,SYNTHETIC_TRAINING,2026-09-14 10:41:01.409,,3608,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0003609,2025-01-05,2025-01-11,2025,19,KOL-LOC-002,Jadavpur,4,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,500 g,Weekday,87,29,116,301.24,0,0,0,,Winter,22.8,11.1,63.5,Clear/Partly Cloudy,0,2025-01-12,2025-01-18,136,SYNTHETIC_TRAINING,2026-09-14 10:41:01.409,,3609,final_demand_agent_training_2_years_kolkata (1).xlsx,demand_training_data,2026-09-21T14:25:30.977573+00:00
