demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,region_week_key,region_product_week_key,assortment_size,rank_scope,rank_basis,selling_unit_workbook,selling_unit_sheet,selling_unit_source_row,selling_unit_lookup_hint,reference_layer,anchor_status,_row_id,_source_file,_source_sheet,_staged_at
DEM-0000001,2024-01-01 00:00:00,2024-01-07 00:00:00,2024,1,KOL-LOC-001,Lake Gardens,1,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,500 g,Weekday,111,35,146,52.79,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08 00:00:00,2024-01-14 00:00:00,152,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-001_20240101,KOL-LOC-001_20240101_DAI-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,3,'W001_2024-01-01'!A3,regional_selling_unit_reference,observed_top5_anchor,1,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000769,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-034,Sector V,4,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,100 g,Weekday,90,25,115,63.18,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,120,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-034_20240121,KOL-LOC-034_20240121_TEA-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6606,'W004_2024-01-21'!A6606,regional_selling_unit_reference,observed_top5_anchor,769,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000770,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-034,Sector V,5,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,400 ml,Weekday,77,26,103,35.86,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,107,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-034_20240121,KOL-LOC-034_20240121_DAI-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6607,'W004_2024-01-21'!A6607,regional_selling_unit_reference,observed_top5_anchor,770,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000771,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-035,New Town,1,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,99,35,134,65.81,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,131,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-035_20240121,KOL-LOC-035_20240121_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6803,'W004_2024-01-21'!A6803,regional_selling_unit_reference,observed_top5_anchor,771,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000772,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-035,New Town,2,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,90,28,118,32.58,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,112,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-035_20240121,KOL-LOC-035_20240121_TEA-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6804,'W004_2024-01-21'!A6804,regional_selling_unit_reference,observed_top5_anchor,772,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000773,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-035,New Town,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,83,28,111,139.87,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,117,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-035_20240121,KOL-LOC-035_20240121_TEA-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6805,'W004_2024-01-21'!A6805,regional_selling_unit_reference,observed_top5_anchor,773,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000774,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-035,New Town,4,VEG-003,Onion,Fresh Vegetables,Fresho,2 kg,Weekday,80,29,109,114.23,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,113,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-035_20240121,KOL-LOC-035_20240121_VEG-003,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6806,'W004_2024-01-21'!A6806,regional_selling_unit_reference,observed_top5_anchor,774,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000775,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-035,New Town,5,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,100 g,Weekday,82,26,108,32.4,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,111,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-035_20240121,KOL-LOC-035_20240121_INS-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,6807,'W004_2024-01-21'!A6807,regional_selling_unit_reference,observed_top5_anchor,775,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000776,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-036,Rajarhat,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,94,29,123,146.71,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,127,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-036_20240121,KOL-LOC-036_20240121_TEA-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7003,'W004_2024-01-21'!A7003,regional_selling_unit_reference,observed_top5_anchor,776,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000777,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-036,Rajarhat,2,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,500 g,Weekday,79,28,107,94.13,1,15,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,111,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-036_20240121,KOL-LOC-036_20240121_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7004,'W004_2024-01-21'!A7004,regional_selling_unit_reference,observed_top5_anchor,777,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000778,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-036,Rajarhat,3,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,74,21,95,86.12,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,87,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-036_20240121,KOL-LOC-036_20240121_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7005,'W004_2024-01-21'!A7005,regional_selling_unit_reference,observed_top5_anchor,778,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000779,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-036,Rajarhat,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,500 g,Weekday,71,23,94,286.86,1,5,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,1,2024-01-28 00:00:00,2024-02-03 00:00:00,90,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-036_20240121,KOL-LOC-036_20240121_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7006,'W004_2024-01-21'!A7006,regional_selling_unit_reference,observed_top5_anchor,779,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000780,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-036,Rajarhat,5,VEG-003,Onion,Fresh Vegetables,Fresho,2 kg,Weekday,60,23,83,118.93,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,79,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-036_20240121,KOL-LOC-036_20240121_VEG-003,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7007,'W004_2024-01-21'!A7007,regional_selling_unit_reference,observed_top5_anchor,780,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000781,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-037,Anandapur,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,100 g,Weekday,81,30,111,63.94,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,113,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-037_20240121,KOL-LOC-037_20240121_TEA-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7203,'W004_2024-01-21'!A7203,regional_selling_unit_reference,observed_top5_anchor,781,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000782,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-037,Anandapur,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,77,28,105,32.99,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,112,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-037_20240121,KOL-LOC-037_20240121_TEA-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7204,'W004_2024-01-21'!A7204,regional_selling_unit_reference,observed_top5_anchor,782,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000783,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-037,Anandapur,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,80,24,104,640.62,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,107,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-037_20240121,KOL-LOC-037_20240121_TEA-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7205,'W004_2024-01-21'!A7205,regional_selling_unit_reference,observed_top5_anchor,783,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000784,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-037,Anandapur,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,250 g,Weekday,77,25,102,153.01,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,106,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-037_20240121,KOL-LOC-037_20240121_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7206,'W004_2024-01-21'!A7206,regional_selling_unit_reference,observed_top5_anchor,784,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000785,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-037,Anandapur,5,SNK-010,Balaji Wafers Masala,Chips & Namkeen,Balaji,90 g,Weekday,62,20,82,35.29,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,78,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-037_20240121,KOL-LOC-037_20240121_SNK-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7207,'W004_2024-01-21'!A7207,regional_selling_unit_reference,observed_top5_anchor,785,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000786,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-038,Patuli,1,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,88,25,113,62.92,1,10,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,101,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-038_20240121,KOL-LOC-038_20240121_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7403,'W004_2024-01-21'!A7403,regional_selling_unit_reference,observed_top5_anchor,786,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000787,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-038,Patuli,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,79,27,106,150.85,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,110,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-038_20240121,KOL-LOC-038_20240121_TEA-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7404,'W004_2024-01-21'!A7404,regional_selling_unit_reference,observed_top5_anchor,787,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000788,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-038,Patuli,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,76,26,102,560.03,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,99,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-038_20240121,KOL-LOC-038_20240121_TEA-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7405,'W004_2024-01-21'!A7405,regional_selling_unit_reference,observed_top5_anchor,788,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000789,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-038,Patuli,4,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,250 g,Weekday,71,21,92,82.59,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,84,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-038_20240121,KOL-LOC-038_20240121_INS-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7406,'W004_2024-01-21'!A7406,regional_selling_unit_reference,observed_top5_anchor,789,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000790,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-038,Patuli,5,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,68,21,89,59.18,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,101,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-038_20240121,KOL-LOC-038_20240121_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7407,'W004_2024-01-21'!A7407,regional_selling_unit_reference,observed_top5_anchor,790,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000791,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-039,Nayabad,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,78,27,105,148.98,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,101,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-039_20240121,KOL-LOC-039_20240121_TEA-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7603,'W004_2024-01-21'!A7603,regional_selling_unit_reference,observed_top5_anchor,791,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000792,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-039,Nayabad,2,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,250 g,Weekday,79,25,104,152.48,1,5,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,116,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-039_20240121,KOL-LOC-039_20240121_TEA-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7604,'W004_2024-01-21'!A7604,regional_selling_unit_reference,observed_top5_anchor,792,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000793,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-039,Nayabad,3,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,500 g,Weekday,74,26,100,301.71,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,104,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-039_20240121,KOL-LOC-039_20240121_TEA-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7605,'W004_2024-01-21'!A7605,regional_selling_unit_reference,observed_top5_anchor,793,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000794,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-039,Nayabad,4,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,100 g,Weekday,70,21,91,20.75,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,89,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-039_20240121,KOL-LOC-039_20240121_INS-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7606,'W004_2024-01-21'!A7606,regional_selling_unit_reference,observed_top5_anchor,794,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000795,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-039,Nayabad,5,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,500 g,Weekday,69,22,91,310.04,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,104,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-039_20240121,KOL-LOC-039_20240121_TEA-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7607,'W004_2024-01-21'!A7607,regional_selling_unit_reference,observed_top5_anchor,795,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000796,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-040,Chak Garia,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,72,22,94,157.17,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,102,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-040_20240121,KOL-LOC-040_20240121_TEA-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7803,'W004_2024-01-21'!A7803,regional_selling_unit_reference,observed_top5_anchor,796,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
DEM-0000797,2024-01-21 00:00:00,2024-01-27 00:00:00,2024,4,KOL-LOC-040,Chak Garia,2,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,200 ml,Weekday,70,22,92,18.25,0,0,0,,Winter,19.4,5.0,56.1,Clear/Partly Cloudy,0,2024-01-28 00:00:00,2024-02-03 00:00:00,97,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-040_20240121,KOL-LOC-040_20240121_DAI-002,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W004_2024-01-21,7804,'W004_2024-01-21'!A7804,regional_selling_unit_reference,observed_top5_anchor,797,Demand of last 2 years.xlsx,demand_training_data,2026-09-23T17:43:31.849070+00:00
