warehouse_id,product_id,product_name,category_name,shelf_id,current_stock_units,available_stock_units,cost_price_rs,selling_price_rs,margin_per_unit_rs,stock_cost_value_rs,available_sales_value_rs,gross_margin_potential_rs,snapshot_date,_row_id,_source_file,_source_sheet,_staged_at
WH-KOL-005,VEG-009,Green Chilli,Fresh Vegetables,WH-KOL-005-Z03-R01-S04,38,35,107.8,124.0,16.2,,,,2026-08-31,919,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,VEG-010,Brinjal,Fresh Vegetables,WH-KOL-005-Z03-R01-S04,69,66,50.6,58.4,7.8,,,,2026-08-31,920,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-001,Parle-G,Biscuits & Cookies,WH-KOL-005-Z03-R01-S05,53,49,29.4,33.6,4.2,,,,2026-08-31,921,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-002,Britannia Good Day,Biscuits & Cookies,WH-KOL-005-Z03-R01-S05,45,42,32.2,36.8,4.6,,,,2026-08-31,922,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-003,Britannia Marie Gold,Biscuits & Cookies,WH-KOL-005-Z03-R01-S05,50,47,32.2,36.8,4.6,,,,2026-08-31,923,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-004,Britannia Bourbon,Biscuits & Cookies,WH-KOL-005-Z03-R01-S05,47,43,32.2,36.8,4.6,,,,2026-08-31,924,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-005,Parle Hide & Seek,Biscuits & Cookies,WH-KOL-005-Z03-R01-S05,76,71,32.2,36.8,4.6,,,,2026-08-31,925,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-006,Sunfeast Dark Fantasy,Biscuits & Cookies,WH-KOL-005-Z03-R02-S01,39,37,32.2,36.8,4.6,,,,2026-08-31,926,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-007,Sunfeast Marie Light,Biscuits & Cookies,WH-KOL-005-Z03-R02-S01,59,53,32.2,36.8,4.6,,,,2026-08-31,927,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-008,Oreo Original,Biscuits & Cookies,WH-KOL-005-Z03-R02-S01,66,61,32.2,36.8,4.6,,,,2026-08-31,928,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-009,Tiger Glucose Biscuits,Biscuits & Cookies,WH-KOL-005-Z03-R02-S01,47,42,29.4,33.6,4.2,,,,2026-08-31,929,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BIS-010,Jim Jam Sandwich Biscuits,Biscuits & Cookies,WH-KOL-005-Z03-R02-S01,42,39,32.2,36.8,4.6,,,,2026-08-31,930,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-001,Tata Tea Gold,Tea & Coffee,WH-KOL-005-Z03-R02-S02,105,101,196.0,225.4,29.4,,,,2026-08-31,931,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-002,Tata Tea Premium,Tea & Coffee,WH-KOL-005-Z03-R02-S02,103,95,196.0,225.4,29.4,,,,2026-08-31,932,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-003,Brooke Bond Red Label,Tea & Coffee,WH-KOL-005-Z03-R02-S02,75,72,196.0,225.4,29.4,,,,2026-08-31,933,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,WH-KOL-005-Z03-R02-S02,67,61,196.0,225.4,29.4,,,,2026-08-31,934,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-005,Society Tea,Tea & Coffee,WH-KOL-005-Z03-R02-S02,68,63,196.0,225.4,29.4,,,,2026-08-31,935,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,WH-KOL-005-Z03-R02-S03,87,84,196.0,225.4,29.4,,,,2026-08-31,936,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-007,Nescafé Classic,Tea & Coffee,WH-KOL-005-Z03-R02-S03,97,88,196.0,225.4,29.4,,,,2026-08-31,937,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-008,Nescafé Sunrise,Tea & Coffee,WH-KOL-005-Z03-R02-S03,88,81,196.0,225.4,29.4,,,,2026-08-31,938,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-009,Bru Instant Coffee,Tea & Coffee,WH-KOL-005-Z03-R02-S03,84,81,829.4,953.8,124.4,,,,2026-08-31,939,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,TEA-010,Tata Coffee Grand,Tea & Coffee,WH-KOL-005-Z03-R02-S03,86,82,622.2,715.6,93.4,,,,2026-08-31,940,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-001,Sunsilk Shampoo,Personal Care,WH-KOL-005-Z03-R02-S04,49,47,226.2,260.0,33.8,,,,2026-08-31,941,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-002,Clinic Plus Shampoo,Personal Care,WH-KOL-005-Z03-R02-S04,36,35,226.2,260.0,33.8,,,,2026-08-31,942,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-003,Dove Body Wash,Personal Care,WH-KOL-005-Z03-R02-S04,46,42,207.4,238.4,31.0,,,,2026-08-31,943,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-004,Lux Soap,Personal Care,WH-KOL-005-Z03-R02-S04,38,36,132.0,151.8,19.8,,,,2026-08-31,944,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-005,Pears Soap,Personal Care,WH-KOL-005-Z03-R02-S04,42,39,132.0,151.8,19.8,,,,2026-08-31,945,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-006,Dettol Body Wash,Personal Care,WH-KOL-005-Z03-R02-S05,47,44,207.4,238.4,31.0,,,,2026-08-31,946,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-007,Nivea Body Lotion,Personal Care,WH-KOL-005-Z03-R02-S05,49,45,196.0,225.4,29.4,,,,2026-08-31,947,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-008,Vaseline Body Lotion,Personal Care,WH-KOL-005-Z03-R02-S05,45,41,196.0,225.4,29.4,,,,2026-08-31,948,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-009,Himalaya Face Wash,Personal Care,WH-KOL-005-Z03-R02-S05,55,53,271.4,312.2,40.8,,,,2026-08-31,949,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,PCR-010,Mamaearth Face Wash,Personal Care,WH-KOL-005-Z03-R02-S05,51,47,393.4,452.4,59.0,,,,2026-08-31,950,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-001,Colgate Strong Teeth,Oral Care,WH-KOL-005-Z04-R01-S01,55,51,282.6,324.8,42.2,,,,2026-08-31,951,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-002,Colgate MaxFresh,Oral Care,WH-KOL-005-Z04-R01-S01,56,51,282.6,324.8,42.2,,,,2026-08-31,952,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-003,Colgate Visible White,Oral Care,WH-KOL-005-Z04-R01-S01,53,50,282.6,324.8,42.2,,,,2026-08-31,953,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-004,Closeup Ever Fresh,Oral Care,WH-KOL-005-Z04-R01-S01,52,50,282.6,324.8,42.2,,,,2026-08-31,954,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-005,Pepsodent Germicheck,Oral Care,WH-KOL-005-Z04-R01-S01,41,38,282.6,324.8,42.2,,,,2026-08-31,955,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-006,Sensodyne Fresh Mint,Oral Care,WH-KOL-005-Z04-R01-S02,55,51,1051.6,1209.4,157.8,,,,2026-08-31,956,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-007,Dabur Red Paste,Oral Care,WH-KOL-005-Z04-R01-S02,38,35,282.6,324.8,42.2,,,,2026-08-31,957,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-008,Meswak Toothpaste,Oral Care,WH-KOL-005-Z04-R01-S02,56,53,282.6,324.8,42.2,,,,2026-08-31,958,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-009,Colgate Kids,Oral Care,WH-KOL-005-Z04-R01-S02,38,35,396.0,455.4,59.4,,,,2026-08-31,959,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ORL-010,Oral-B Toothbrush Pack,Oral Care,WH-KOL-005-Z04-R01-S02,60,58,169.8,195.4,25.6,,,,2026-08-31,960,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-001,Surf Excel Matic,Home Cleaning,WH-KOL-005-Z04-R01-S03,53,49,869.4,999.8,130.4,,,,2026-08-31,961,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-002,Ariel Matic,Home Cleaning,WH-KOL-005-Z04-R01-S03,37,36,869.4,999.8,130.4,,,,2026-08-31,962,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-003,Tide Plus,Home Cleaning,WH-KOL-005-Z04-R01-S03,48,46,644.0,740.6,96.6,,,,2026-08-31,963,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-004,Vim Dishwash Liquid,Home Cleaning,WH-KOL-005-Z04-R01-S03,60,55,60.8,70.0,9.2,,,,2026-08-31,964,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-005,Vim Dishwash Bar,Home Cleaning,WH-KOL-005-Z04-R01-S03,41,38,75.4,86.8,11.4,,,,2026-08-31,965,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-006,Lizol Floor Cleaner,Home Cleaning,WH-KOL-005-Z04-R01-S04,54,50,75.4,86.8,11.4,,,,2026-08-31,966,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-007,Harpic Toilet Cleaner,Home Cleaning,WH-KOL-005-Z04-R01-S04,37,35,56.8,65.4,8.6,,,,2026-08-31,967,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-008,Colin Glass Cleaner,Home Cleaning,WH-KOL-005-Z04-R01-S04,48,44,56.8,65.4,8.6,,,,2026-08-31,968,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-009,Domex Toilet Cleaner,Home Cleaning,WH-KOL-005-Z04-R01-S04,53,50,56.8,65.4,8.6,,,,2026-08-31,969,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,CLN-010,Dettol Disinfectant Liquid,Home Cleaning,WH-KOL-005-Z04-R01-S04,40,37,56.8,65.4,8.6,,,,2026-08-31,970,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-001,Presto Garbage Bags,Household Essentials,WH-KOL-005-Z04-R01-S05,54,50,100.8,115.8,15.0,,,,2026-08-31,971,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-002,Origami Tissue Roll Pack,Household Essentials,WH-KOL-005-Z04-R01-S05,54,51,100.8,115.8,15.0,,,,2026-08-31,972,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-003,Freshwrap Aluminium Foil,Household Essentials,WH-KOL-005-Z04-R01-S05,58,55,100.8,115.8,15.0,,,,2026-08-31,973,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-004,Freshwrap Cling Film,Household Essentials,WH-KOL-005-Z04-R01-S05,56,51,100.8,115.8,15.0,,,,2026-08-31,974,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-005,Tupperware Storage Container,Household Essentials,WH-KOL-005-Z04-R01-S05,61,55,294.2,338.4,44.2,,,,2026-08-31,975,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-006,Milton Water Bottle,Household Essentials,WH-KOL-005-Z04-R02-S01,52,48,100.8,115.8,15.0,,,,2026-08-31,976,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-007,Cello Storage Container Set,Household Essentials,WH-KOL-005-Z04-R02-S01,49,45,100.8,115.8,15.0,,,,2026-08-31,977,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-008,Scotch-Brite Scrub Pad Pack,Household Essentials,WH-KOL-005-Z04-R02-S01,51,48,100.8,115.8,15.0,,,,2026-08-31,978,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-009,Gala Floor Wiper,Household Essentials,WH-KOL-005-Z04-R02-S01,54,50,294.2,338.4,44.2,,,,2026-08-31,979,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,HOU-010,Pigeon Kitchen Storage Set,Household Essentials,WH-KOL-005-Z04-R02-S01,54,52,100.8,115.8,15.0,,,,2026-08-31,980,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S02,99,91,60.8,70.0,9.2,,,,2026-08-31,981,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-002,Yippee Magic Masala Noodles,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S02,65,63,60.8,70.0,9.2,,,,2026-08-31,982,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-003,MTR Ready-to-Eat Poha,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S02,66,62,98.2,113.0,14.8,,,,2026-08-31,983,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-004,MTR Ready-to-Eat Upma,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S02,93,87,98.2,113.0,14.8,,,,2026-08-31,984,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-005,MTR Ready-to-Eat Rajma,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S02,63,57,98.2,113.0,14.8,,,,2026-08-31,985,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-006,Tata Sampann Poha,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S03,65,61,66.4,76.4,10.0,,,,2026-08-31,986,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-007,Saffola Masala Oats,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S03,61,56,71.0,81.6,10.6,,,,2026-08-31,987,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S03,104,94,98.2,113.0,14.8,,,,2026-08-31,988,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-009,Quaker Oats,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S03,94,89,105.6,121.4,15.8,,,,2026-08-31,989,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,INS-010,Ching's Schezwan Noodles,Instant & Packaged Foods,WH-KOL-005-Z04-R02-S03,108,101,60.8,70.0,9.2,,,,2026-08-31,990,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-001,Pampers Baby Dry Small,Baby Care & Family Care,WH-KOL-005-Z04-R02-S04,49,46,358.2,412.0,53.8,,,,2026-08-31,991,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-002,Pampers Baby Dry Medium,Baby Care & Family Care,WH-KOL-005-Z04-R02-S04,45,43,358.2,412.0,53.8,,,,2026-08-31,992,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-003,Huggies Wonder Pants Small,Baby Care & Family Care,WH-KOL-005-Z04-R02-S04,47,43,358.2,412.0,53.8,,,,2026-08-31,993,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-004,Huggies Wonder Pants Medium,Baby Care & Family Care,WH-KOL-005-Z04-R02-S04,53,49,358.2,412.0,53.8,,,,2026-08-31,994,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-005,Johnson's Baby Shampoo,Baby Care & Family Care,WH-KOL-005-Z04-R02-S04,59,53,414.8,477.0,62.2,,,,2026-08-31,995,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-006,Johnson's Baby Lotion,Baby Care & Family Care,WH-KOL-005-Z04-R02-S05,58,56,414.8,477.0,62.2,,,,2026-08-31,996,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-007,Himalaya Baby Wipes,Baby Care & Family Care,WH-KOL-005-Z04-R02-S05,41,39,301.6,346.8,45.2,,,,2026-08-31,997,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-008,Mamaearth Baby Lotion,Baby Care & Family Care,WH-KOL-005-Z04-R02-S05,52,49,601.4,691.6,90.2,,,,2026-08-31,998,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-009,Sebamed Baby Wash,Baby Care & Family Care,WH-KOL-005-Z04-R02-S05,48,43,787.8,906.0,118.2,,,,2026-08-31,999,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,BAB-010,Johnson's Baby Powder,Baby Care & Family Care,WH-KOL-005-Z04-R02-S05,39,35,301.6,346.8,45.2,,,,2026-08-31,1000,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-001,Amul Vanilla Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S01,95,88,101.6,116.8,15.2,,,,2026-08-31,1001,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-002,Amul Chocolate Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S01,94,89,101.6,116.8,15.2,,,,2026-08-31,1002,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-003,Kwality Wall's Cornetto,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S01,107,97,135.4,155.6,20.2,,,,2026-08-31,1003,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-004,Kwality Wall's Magnum Classic,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S01,68,66,220.0,253.2,33.2,,,,2026-08-31,1004,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S01,79,75,143.8,165.2,21.4,,,,2026-08-31,1005,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S02,100,94,143.8,165.2,21.4,,,,2026-08-31,1006,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S02,81,74,126.8,146.0,19.2,,,,2026-08-31,1007,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-008,Naturals Tender Coconut Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S02,67,64,186.2,214.2,28.0,,,,2026-08-31,1008,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S02,73,70,122.8,141.4,18.6,,,,2026-08-31,1009,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,ICE-010,Amul Rajbhog Ice Cream,Ice Cream & Frozen Desserts,WH-KOL-006-Z01-R01-S02,97,89,101.6,116.8,15.2,,,,2026-08-31,1010,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-001,Cadbury Dairy Milk,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S03,69,67,62.0,71.4,9.4,,,,2026-08-31,1011,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-002,Cadbury 5 Star,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S03,63,61,62.0,71.4,9.4,,,,2026-08-31,1012,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-003,Cadbury Silk,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S03,72,66,91.4,105.2,13.8,,,,2026-08-31,1013,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-004,Cadbury Perk,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S03,68,64,62.0,71.4,9.4,,,,2026-08-31,1014,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-005,Nestlé KitKat,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S03,65,61,62.0,71.4,9.4,,,,2026-08-31,1015,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-006,Nestlé Munch,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S04,48,46,62.0,71.4,9.4,,,,2026-08-31,1016,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-007,Amul Dark Chocolate,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S04,66,63,63.6,73.2,9.6,,,,2026-08-31,1017,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-008,Ferrero Rocher,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S04,44,41,468.0,538.2,70.2,,,,2026-08-31,1018,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-009,Cadbury Gems,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S04,47,44,62.0,71.4,9.4,,,,2026-08-31,1019,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,CHO-010,Parle Melody Toffee Pack,Chocolates & Confectionery,WH-KOL-006-Z01-R01-S04,48,44,62.0,71.4,9.4,,,,2026-08-31,1020,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-001,Lay's Classic Salted,Chips & Namkeen,WH-KOL-006-Z01-R01-S05,115,104,52.2,60.0,7.8,,,,2026-08-31,1021,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-002,Lay's Magic Masala,Chips & Namkeen,WH-KOL-006-Z01-R01-S05,81,74,52.2,60.0,7.8,,,,2026-08-31,1022,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-003,Lay's Cream & Onion,Chips & Namkeen,WH-KOL-006-Z01-R01-S05,75,72,52.2,60.0,7.8,,,,2026-08-31,1023,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-004,Bingo Original Style,Chips & Namkeen,WH-KOL-006-Z01-R01-S05,111,104,52.2,60.0,7.8,,,,2026-08-31,1024,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-005,Kurkure Masala Munch,Chips & Namkeen,WH-KOL-006-Z01-R01-S05,53,51,52.2,60.0,7.8,,,,2026-08-31,1025,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-006,Haldiram's Aloo Bhujia,Chips & Namkeen,WH-KOL-006-Z01-R02-S01,96,92,52.2,60.0,7.8,,,,2026-08-31,1026,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,SNK-007,Haldiram's Moong Dal,Chips & Namkeen,WH-KOL-006-Z01-R02-S01,58,54,52.2,60.0,7.8,,,,2026-08-31,1027,inventory_stock.xlsx,Inventory_Valuation,2026-09-21T14:25:30.977573+00:00
