demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,_unnamed_33,fact_source,pipeline_timestamp
DEM-0003952,2025-01-12,2025-01-18,2025,20,KOL-LOC-031,Nagerbazar,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,100 g,Weekday,107,36,143,67.55,1,10,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,169,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003953,2025-01-12,2025-01-18,2025,20,KOL-LOC-031,Nagerbazar,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,81,27,108,158.89,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,112,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003954,2025-01-12,2025-01-18,2025,20,KOL-LOC-031,Nagerbazar,4,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,50 g,Weekday,63,21,84,16.36,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,93,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003955,2025-01-12,2025-01-18,2025,20,KOL-LOC-031,Nagerbazar,5,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,2 L,Weekday,54,18,72,165.48,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,70,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003956,2025-01-12,2025-01-18,2025,20,KOL-LOC-032,Shyambazar,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,100 g,Weekday,88,29,117,64.74,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,107,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003957,2025-01-12,2025-01-18,2025,20,KOL-LOC-032,Shyambazar,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,250 g,Weekday,97,32,129,154.43,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,131,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003958,2025-01-12,2025-01-18,2025,20,KOL-LOC-032,Shyambazar,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,54,18,72,2411.75,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,88,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003959,2025-01-12,2025-01-18,2025,20,KOL-LOC-032,Shyambazar,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,500 g,Weekday,68,23,91,301.78,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,86,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003960,2025-01-12,2025-01-18,2025,20,KOL-LOC-032,Shyambazar,5,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,250 g,Weekday,74,24,98,77.86,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,104,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003961,2025-01-12,2025-01-18,2025,20,KOL-LOC-033,Salt Lake,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,100 g,Weekday,104,35,139,65.65,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,154,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003962,2025-01-12,2025-01-18,2025,20,KOL-LOC-033,Salt Lake,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,500 g,Weekday,106,36,142,301.94,1,20,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,155,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003963,2025-01-12,2025-01-18,2025,20,KOL-LOC-033,Salt Lake,3,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,104,35,139,64.86,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,154,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003964,2025-01-12,2025-01-18,2025,20,KOL-LOC-033,Salt Lake,4,VEG-008,Cucumber,Fresh Vegetables,Fresho,500 g,Weekday,85,28,113,35.06,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,120,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003965,2025-01-12,2025-01-18,2025,20,KOL-LOC-033,Salt Lake,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,250 g,Weekday,101,34,135,151.99,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,143,SYNTHETIC_TRAINING,2026-09-14 10:41:01.427,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003966,2025-01-12,2025-01-18,2025,20,KOL-LOC-034,Sector V,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,72,24,96,2480.14,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,103,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003967,2025-01-12,2025-01-18,2025,20,KOL-LOC-034,Sector V,2,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,100 g,Weekday,96,32,128,64.29,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,122,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003968,2025-01-12,2025-01-18,2025,20,KOL-LOC-034,Sector V,3,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,250 g,Weekday,86,28,114,157.96,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,107,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003969,2025-01-12,2025-01-18,2025,20,KOL-LOC-034,Sector V,4,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,500 ml,Weekday,91,30,121,43.53,1,20,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,113,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003970,2025-01-12,2025-01-18,2025,20,KOL-LOC-034,Sector V,5,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,250 g,Weekday,86,28,114,159.08,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,105,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003971,2025-01-12,2025-01-18,2025,20,KOL-LOC-035,New Town,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,69,23,92,32.06,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,95,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003972,2025-01-12,2025-01-18,2025,20,KOL-LOC-035,New Town,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,82,28,110,33.46,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,109,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003973,2025-01-12,2025-01-18,2025,20,KOL-LOC-035,New Town,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,250 g,Weekday,108,36,144,652.53,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,161,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003974,2025-01-12,2025-01-18,2025,20,KOL-LOC-035,New Town,4,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,50 g,Weekday,67,22,89,32.24,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,87,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003975,2025-01-12,2025-01-18,2025,20,KOL-LOC-035,New Town,5,VEG-008,Cucumber,Fresh Vegetables,Fresho,500 g,Weekday,87,29,116,34.0,1,15,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,114,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003976,2025-01-12,2025-01-18,2025,20,KOL-LOC-036,Rajarhat,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,68,23,91,33.47,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,92,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003977,2025-01-12,2025-01-18,2025,20,KOL-LOC-036,Rajarhat,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,76,26,102,32.16,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,100,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003978,2025-01-12,2025-01-18,2025,20,KOL-LOC-036,Rajarhat,3,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,250 g,Weekday,106,36,142,152.48,1,10,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,169,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003979,2025-01-12,2025-01-18,2025,20,KOL-LOC-036,Rajarhat,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,50 g,Weekday,64,21,85,33.76,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003980,2025-01-12,2025-01-18,2025,20,KOL-LOC-036,Rajarhat,5,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,100 g,Weekday,83,28,111,284.37,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,105,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003981,2025-01-12,2025-01-18,2025,20,KOL-LOC-037,Anandapur,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,500 g,Weekday,66,22,88,1275.2,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003982,2025-01-12,2025-01-18,2025,20,KOL-LOC-037,Anandapur,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,1 kg,Weekday,46,16,62,565.77,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,60,SYNTHETIC_TRAINING,2026-09-14 10:41:01.428,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003983,2025-01-12,2025-01-18,2025,20,KOL-LOC-037,Anandapur,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,500 g,Weekday,69,23,92,298.78,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,99,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003984,2025-01-12,2025-01-18,2025,20,KOL-LOC-037,Anandapur,4,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,100 g,Weekday,65,22,87,64.44,1,10,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,1,2025-01-19,2025-01-25,87,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003985,2025-01-12,2025-01-18,2025,20,KOL-LOC-037,Anandapur,5,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,1 kg,Weekday,50,17,67,572.81,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,73,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003986,2025-01-12,2025-01-18,2025,20,KOL-LOC-038,Patuli,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,68,22,90,142.37,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,96,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003987,2025-01-12,2025-01-18,2025,20,KOL-LOC-038,Patuli,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,84,28,112,64.4,1,10,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,131,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003988,2025-01-12,2025-01-18,2025,20,KOL-LOC-038,Patuli,3,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,500 g,Weekday,56,19,75,292.2,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003989,2025-01-12,2025-01-18,2025,20,KOL-LOC-038,Patuli,4,DAI-002,Amul Taaza Toned Milk,Dairy & Milk Products,Amul,500 ml,Weekday,57,19,76,42.83,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,85,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003990,2025-01-12,2025-01-18,2025,20,KOL-LOC-038,Patuli,5,VEG-008,Cucumber,Fresh Vegetables,Fresho,2 kg,Weekday,49,16,65,136.09,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,59,SYNTHETIC_TRAINING,2026-09-14 10:41:01.429,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003991,2025-01-12,2025-01-18,2025,20,KOL-LOC-039,Nayabad,1,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,58,20,78,587.06,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,74,SYNTHETIC_TRAINING,2026-09-14 10:41:01.430,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003992,2025-01-12,2025-01-18,2025,20,KOL-LOC-039,Nayabad,2,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,58,20,78,32.44,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,77,SYNTHETIC_TRAINING,2026-09-14 10:41:01.430,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003993,2025-01-12,2025-01-18,2025,20,KOL-LOC-039,Nayabad,3,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,100 g,Weekday,70,23,93,271.92,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,102,SYNTHETIC_TRAINING,2026-09-14 10:41:01.430,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003994,2025-01-12,2025-01-18,2025,20,KOL-LOC-039,Nayabad,4,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,70,23,93,64.69,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,87,SYNTHETIC_TRAINING,2026-09-14 10:41:01.430,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003995,2025-01-12,2025-01-18,2025,20,KOL-LOC-039,Nayabad,5,VEG-008,Cucumber,Fresh Vegetables,Fresho,250 g,Weekday,69,23,92,16.78,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,93,SYNTHETIC_TRAINING,2026-09-14 10:41:01.430,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003996,2025-01-12,2025-01-18,2025,20,KOL-LOC-040,Chak Garia,1,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,50 g,Weekday,66,22,88,33.76,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,96,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003997,2025-01-12,2025-01-18,2025,20,KOL-LOC-040,Chak Garia,2,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,50 g,Weekday,61,20,81,32.61,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,89,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003998,2025-01-12,2025-01-18,2025,20,KOL-LOC-040,Chak Garia,3,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,57,19,76,33.25,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,90,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0003999,2025-01-12,2025-01-18,2025,20,KOL-LOC-040,Chak Garia,4,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,250 g,Weekday,82,27,109,150.5,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,115,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004000,2025-01-12,2025-01-18,2025,20,KOL-LOC-040,Chak Garia,5,TEA-008,Nescafé Sunrise,Tea & Coffee,Nescafé,1 kg,Weekday,42,14,56,563.12,0,0,0,,Winter,23.9,9.0,59.7,Clear/Partly Cloudy,0,2025-01-19,2025-01-25,50,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004001,2025-01-19,2025-01-25,2025,21,KOL-LOC-001,Lake Gardens,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,50 g,Weekday,71,24,95,142.96,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,88,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004002,2025-01-19,2025-01-25,2025,21,KOL-LOC-001,Lake Gardens,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,50 g,Weekday,62,20,82,32.23,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,100,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004003,2025-01-19,2025-01-25,2025,21,KOL-LOC-001,Lake Gardens,3,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,59,20,79,301.01,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,93,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004004,2025-01-19,2025-01-25,2025,21,KOL-LOC-001,Lake Gardens,4,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,500 g,Weekday,61,20,81,299.93,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,72,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004005,2025-01-19,2025-01-25,2025,21,KOL-LOC-001,Lake Gardens,5,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,100 g,Weekday,84,28,112,64.75,1,12,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,109,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004006,2025-01-19,2025-01-25,2025,21,KOL-LOC-002,Jadavpur,1,TEA-009,Bru Instant Coffee,Tea & Coffee,Bru,1 kg,Weekday,77,26,103,2479.47,1,5,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,101,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004007,2025-01-19,2025-01-25,2025,21,KOL-LOC-002,Jadavpur,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,500 g,Weekday,98,33,131,296.38,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,129,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004008,2025-01-19,2025-01-25,2025,21,KOL-LOC-002,Jadavpur,3,TEA-002,Tata Tea Premium,Tea & Coffee,Tata Tea,500 g,Weekday,84,28,112,306.51,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,105,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004009,2025-01-19,2025-01-25,2025,21,KOL-LOC-002,Jadavpur,4,TEA-004,Brooke Bond Taj Mahal,Tea & Coffee,Brooke Bond,1 kg,Weekday,68,22,90,587.67,1,5,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,81,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004010,2025-01-19,2025-01-25,2025,21,KOL-LOC-002,Jadavpur,5,TEA-006,Wagh Bakri Premium Tea,Tea & Coffee,Wagh Bakri,1 kg,Weekday,63,21,84,580.46,1,15,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,82,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004011,2025-01-19,2025-01-25,2025,21,KOL-LOC-003,Dhakuria,1,TEA-007,Nescafé Classic,Tea & Coffee,Nescafé,100 g,Weekday,87,29,116,66.9,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,117,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
DEM-0004012,2025-01-19,2025-01-25,2025,21,KOL-LOC-003,Dhakuria,2,TEA-001,Tata Tea Gold,Tea & Coffee,Tata Tea,1 kg,Weekday,48,16,64,559.76,0,0,0,,Winter,20.2,6.4,48.5,Clear/Partly Cloudy,0,2025-01-26,2025-02-01,79,SYNTHETIC_TRAINING,2026-09-14 10:41:01.431,,FINAL_DEMAND_AGENT_TRAINING,2026-09-21T13:22:09.034261+00:00
