sale_id,week_id,week_start_date,week_end_date,location_id,product_id,units_sold,avg_selling_price_rs,revenue_rs
SALE-008907,2024-W44,2024-11-03,2024-11-09,KOL-LOC-022,PRO-034,172,23.34,4014.48
SALE-008908,2024-W44,2024-11-03,2024-11-09,KOL-LOC-022,PRO-037,144,20.46,2946.2400000000002
SALE-008909,2024-W44,2024-11-03,2024-11-09,KOL-LOC-022,PRO-042,121,163.36,19766.56
SALE-008910,2024-W44,2024-11-03,2024-11-09,KOL-LOC-022,PRO-030,134,35.66,4778.44
SALE-008911,2024-W44,2024-11-03,2024-11-09,KOL-LOC-023,PRO-037,161,40.04,6446.44
SALE-008912,2024-W44,2024-11-03,2024-11-09,KOL-LOC-023,PRO-181,191,47.24,9022.84
SALE-008913,2024-W44,2024-11-03,2024-11-09,KOL-LOC-023,PRO-188,155,289.34,44847.7
SALE-008914,2024-W44,2024-11-03,2024-11-09,KOL-LOC-023,PRO-042,178,44.3,7885.4
SALE-008915,2024-W44,2024-11-03,2024-11-09,KOL-LOC-023,PRO-029,127,17.87,2269.4900000000002
SALE-008916,2024-W44,2024-11-03,2024-11-09,KOL-LOC-024,PRO-034,204,22.92,4675.68
SALE-008917,2024-W44,2024-11-03,2024-11-09,KOL-LOC-024,PRO-188,109,293.54,31995.86
SALE-008918,2024-W44,2024-11-03,2024-11-09,KOL-LOC-024,PRO-037,162,39.23,6355.259999999999
SALE-008919,2024-W44,2024-11-03,2024-11-09,KOL-LOC-024,PRO-042,133,157.31,20922.23
SALE-008920,2024-W44,2024-11-03,2024-11-09,KOL-LOC-024,PRO-030,113,18.08,2043.0399999999997
SALE-008921,2024-W44,2024-11-03,2024-11-09,KOL-LOC-025,PRO-042,181,17.5,3167.5
SALE-008922,2024-W44,2024-11-03,2024-11-09,KOL-LOC-025,PRO-036,99,83.45,8261.550000000001
SALE-008923,2024-W44,2024-11-03,2024-11-09,KOL-LOC-025,PRO-181,122,89.37,10903.140000000001
SALE-008924,2024-W44,2024-11-03,2024-11-09,KOL-LOC-025,PRO-189,159,35.16,5590.44
SALE-008925,2024-W44,2024-11-03,2024-11-09,KOL-LOC-025,PRO-030,129,38.43,4957.47
SALE-008926,2024-W44,2024-11-03,2024-11-09,KOL-LOC-026,PRO-188,125,16.33,2041.2499999999998
SALE-008927,2024-W44,2024-11-03,2024-11-09,KOL-LOC-026,PRO-050,117,237.79,27821.43
SALE-008928,2024-W44,2024-11-03,2024-11-09,KOL-LOC-026,PRO-036,138,17.48,2412.2400000000002
SALE-008929,2024-W44,2024-11-03,2024-11-09,KOL-LOC-026,PRO-030,112,18.34,2054.08
SALE-008930,2024-W44,2024-11-03,2024-11-09,KOL-LOC-026,PRO-042,151,18.42,2781.42
SALE-008931,2024-W44,2024-11-03,2024-11-09,KOL-LOC-027,PRO-037,188,54.97,10334.36
SALE-008932,2024-W44,2024-11-03,2024-11-09,KOL-LOC-027,PRO-181,130,11.79,1532.6999999999998
SALE-008933,2024-W44,2024-11-03,2024-11-09,KOL-LOC-027,PRO-034,176,62.37,10977.119999999999
SALE-008934,2024-W44,2024-11-03,2024-11-09,KOL-LOC-027,PRO-188,162,77.96,12629.519999999999
SALE-008935,2024-W44,2024-11-03,2024-11-09,KOL-LOC-027,PRO-189,170,81.65,13880.500000000002
SALE-008936,2024-W44,2024-11-03,2024-11-09,KOL-LOC-028,PRO-042,150,159.91,23986.5
SALE-008937,2024-W44,2024-11-03,2024-11-09,KOL-LOC-028,PRO-181,125,11.83,1478.75
SALE-008938,2024-W44,2024-11-03,2024-11-09,KOL-LOC-028,PRO-034,173,23.53,4070.69
SALE-008939,2024-W44,2024-11-03,2024-11-09,KOL-LOC-028,PRO-024,104,18.06,1878.2399999999998
SALE-008940,2024-W44,2024-11-03,2024-11-09,KOL-LOC-028,PRO-036,138,22.53,3109.1400000000003
SALE-008941,2024-W44,2024-11-03,2024-11-09,KOL-LOC-029,PRO-034,151,43.68,6595.68
SALE-008942,2024-W44,2024-11-03,2024-11-09,KOL-LOC-029,PRO-189,177,35.96,6364.92
SALE-008943,2024-W44,2024-11-03,2024-11-09,KOL-LOC-029,PRO-181,183,20.51,3753.3300000000004
SALE-008944,2024-W44,2024-11-03,2024-11-09,KOL-LOC-029,PRO-036,176,18.18,3199.68
SALE-008945,2024-W44,2024-11-03,2024-11-09,KOL-LOC-029,PRO-030,142,137.48,19522.16
SALE-008946,2024-W44,2024-11-03,2024-11-09,KOL-LOC-030,PRO-181,187,46.99,8787.130000000001
SALE-008947,2024-W44,2024-11-03,2024-11-09,KOL-LOC-030,PRO-034,101,81.69,8250.69
SALE-008948,2024-W44,2024-11-03,2024-11-09,KOL-LOC-030,PRO-030,205,37.1,7605.5
SALE-008949,2024-W44,2024-11-03,2024-11-09,KOL-LOC-030,PRO-050,136,186.08,25306.88
SALE-008950,2024-W44,2024-11-03,2024-11-09,KOL-LOC-030,PRO-036,146,43.17,6302.820000000001
SALE-008951,2024-W44,2024-11-03,2024-11-09,KOL-LOC-031,PRO-181,131,94.22,12342.82
SALE-008952,2024-W44,2024-11-03,2024-11-09,KOL-LOC-031,PRO-188,146,148.41,21667.86
SALE-008953,2024-W44,2024-11-03,2024-11-09,KOL-LOC-031,PRO-042,112,35.86,4016.3199999999997
SALE-008954,2024-W44,2024-11-03,2024-11-09,KOL-LOC-031,PRO-034,192,44.25,8496.0
SALE-008955,2024-W44,2024-11-03,2024-11-09,KOL-LOC-031,PRO-030,120,17.93,2151.6
SALE-008956,2024-W44,2024-11-03,2024-11-09,KOL-LOC-032,PRO-037,218,20.94,4564.92
SALE-008957,2024-W44,2024-11-03,2024-11-09,KOL-LOC-032,PRO-034,195,18.07,3523.65
SALE-008958,2024-W44,2024-11-03,2024-11-09,KOL-LOC-032,PRO-036,179,63.16,11305.64
SALE-008959,2024-W44,2024-11-03,2024-11-09,KOL-LOC-032,PRO-042,139,44.5,6185.5
SALE-008960,2024-W44,2024-11-03,2024-11-09,KOL-LOC-032,PRO-188,103,296.12,30500.36
SALE-008961,2024-W44,2024-11-03,2024-11-09,KOL-LOC-033,PRO-189,183,17.22,3151.2599999999998
SALE-008962,2024-W44,2024-11-03,2024-11-09,KOL-LOC-033,PRO-181,159,11.76,1869.84
SALE-008963,2024-W44,2024-11-03,2024-11-09,KOL-LOC-033,PRO-037,151,39.92,6027.92
SALE-008964,2024-W44,2024-11-03,2024-11-09,KOL-LOC-033,PRO-188,198,145.88,28884.239999999998
SALE-008965,2024-W44,2024-11-03,2024-11-09,KOL-LOC-033,PRO-029,151,18.5,2793.5
SALE-008966,2024-W44,2024-11-03,2024-11-09,KOL-LOC-034,PRO-034,165,85.07,14036.55
SALE-008967,2024-W44,2024-11-03,2024-11-09,KOL-LOC-034,PRO-189,228,84.11,19177.079999999998
SALE-008968,2024-W44,2024-11-03,2024-11-09,KOL-LOC-034,PRO-181,217,47.73,10357.41
SALE-008969,2024-W44,2024-11-03,2024-11-09,KOL-LOC-034,PRO-029,144,18.45,2656.7999999999997
SALE-008970,2024-W44,2024-11-03,2024-11-09,KOL-LOC-034,PRO-036,135,43.14,5823.9
SALE-008971,2024-W44,2024-11-03,2024-11-09,KOL-LOC-035,PRO-037,192,39.1,7507.200000000001
SALE-008972,2024-W44,2024-11-03,2024-11-09,KOL-LOC-035,PRO-034,194,44.4,8613.6
SALE-008973,2024-W44,2024-11-03,2024-11-09,KOL-LOC-035,PRO-042,198,45.29,8967.42
SALE-008974,2024-W44,2024-11-03,2024-11-09,KOL-LOC-035,PRO-188,140,16.1,2254.0
SALE-008975,2024-W44,2024-11-03,2024-11-09,KOL-LOC-035,PRO-029,152,17.55,2667.6
SALE-008976,2024-W44,2024-11-03,2024-11-09,KOL-LOC-036,PRO-034,192,17.7,3398.3999999999996
SALE-008977,2024-W44,2024-11-03,2024-11-09,KOL-LOC-036,PRO-042,118,35.22,4155.96
SALE-008978,2024-W44,2024-11-03,2024-11-09,KOL-LOC-036,PRO-189,100,301.42,30142.0
SALE-008979,2024-W44,2024-11-03,2024-11-09,KOL-LOC-036,PRO-030,120,18.49,2218.7999999999997
SALE-008980,2024-W44,2024-11-03,2024-11-09,KOL-LOC-036,PRO-024,135,137.71,18590.850000000002
SALE-008981,2024-W44,2024-11-03,2024-11-09,KOL-LOC-037,PRO-037,147,56.94,8370.18
SALE-008982,2024-W44,2024-11-03,2024-11-09,KOL-LOC-037,PRO-034,101,83.78,8461.78
SALE-008983,2024-W44,2024-11-03,2024-11-09,KOL-LOC-037,PRO-188,123,16.46,2024.5800000000002
SALE-008984,2024-W44,2024-11-03,2024-11-09,KOL-LOC-037,PRO-042,172,18.32,3151.04
SALE-008985,2024-W44,2024-11-03,2024-11-09,KOL-LOC-037,PRO-029,131,17.99,2356.6899999999996
SALE-008986,2024-W44,2024-11-03,2024-11-09,KOL-LOC-038,PRO-042,113,166.01,18759.129999999997
SALE-008987,2024-W44,2024-11-03,2024-11-09,KOL-LOC-038,PRO-036,151,22.61,3414.11
SALE-008988,2024-W44,2024-11-03,2024-11-09,KOL-LOC-038,PRO-189,165,36.61,6040.65
SALE-008989,2024-W44,2024-11-03,2024-11-09,KOL-LOC-038,PRO-029,99,18.52,1833.48
SALE-008990,2024-W44,2024-11-03,2024-11-09,KOL-LOC-038,PRO-024,98,140.45,13764.099999999999
SALE-008991,2024-W44,2024-11-03,2024-11-09,KOL-LOC-039,PRO-181,127,177.72,22570.44
SALE-008992,2024-W44,2024-11-03,2024-11-09,KOL-LOC-039,PRO-034,116,84.71,9826.359999999999
SALE-008993,2024-W44,2024-11-03,2024-11-09,KOL-LOC-039,PRO-037,107,74.54,7975.780000000001
SALE-008994,2024-W44,2024-11-03,2024-11-09,KOL-LOC-039,PRO-050,120,191.21,22945.2
SALE-008995,2024-W44,2024-11-03,2024-11-09,KOL-LOC-039,PRO-042,157,18.32,2876.2400000000002
SALE-008996,2024-W44,2024-11-03,2024-11-09,KOL-LOC-040,PRO-181,142,91.09,12934.78
SALE-008997,2024-W44,2024-11-03,2024-11-09,KOL-LOC-040,PRO-034,146,23.64,3451.44
SALE-008998,2024-W44,2024-11-03,2024-11-09,KOL-LOC-040,PRO-042,124,44.06,5463.4400000000005
SALE-008999,2024-W44,2024-11-03,2024-11-09,KOL-LOC-040,PRO-189,161,34.95,5626.950000000001
SALE-009000,2024-W44,2024-11-03,2024-11-09,KOL-LOC-040,PRO-030,139,38.5,5351.5
SALE-009001,2024-W45,2024-11-10,2024-11-16,KOL-LOC-001,PRO-036,88,45.06,3965.28
SALE-009002,2024-W45,2024-11-10,2024-11-16,KOL-LOC-001,PRO-034,105,23.04,2419.2
SALE-009003,2024-W45,2024-11-10,2024-11-16,KOL-LOC-001,PRO-037,102,20.81,2122.62
SALE-009004,2024-W45,2024-11-10,2024-11-16,KOL-LOC-001,PRO-009,89,70.22,6249.58
SALE-009005,2024-W45,2024-11-10,2024-11-16,KOL-LOC-001,PRO-031,98,23.44,2297.1200000000003
SALE-009006,2024-W45,2024-11-10,2024-11-16,KOL-LOC-002,PRO-037,117,15.6,1825.2
SALE-009007,2024-W45,2024-11-10,2024-11-16,KOL-LOC-002,PRO-034,114,18.51,2110.1400000000003
SALE-009008,2024-W45,2024-11-10,2024-11-16,KOL-LOC-002,PRO-118,95,139.65,13266.75
SALE-009009,2024-W45,2024-11-10,2024-11-16,KOL-LOC-002,PRO-036,110,60.56,6661.6
SALE-009010,2024-W45,2024-11-10,2024-11-16,KOL-LOC-002,PRO-009,84,167.64,14081.759999999998
SALE-009011,2024-W45,2024-11-10,2024-11-16,KOL-LOC-003,PRO-037,122,20.57,2509.54
SALE-009012,2024-W45,2024-11-10,2024-11-16,KOL-LOC-003,PRO-036,86,22.74,1955.6399999999999
SALE-009013,2024-W45,2024-11-10,2024-11-16,KOL-LOC-003,PRO-034,98,17.72,1736.56
SALE-009014,2024-W45,2024-11-10,2024-11-16,KOL-LOC-003,PRO-188,70,153.25,10727.5
SALE-009015,2024-W45,2024-11-10,2024-11-16,KOL-LOC-003,PRO-038,79,37.78,2984.62
SALE-009016,2024-W45,2024-11-10,2024-11-16,KOL-LOC-004,PRO-034,140,22.33,3126.2
SALE-009017,2024-W45,2024-11-10,2024-11-16,KOL-LOC-004,PRO-118,74,67.62,5003.88
SALE-009018,2024-W45,2024-11-10,2024-11-16,KOL-LOC-004,PRO-031,85,43.0,3655.0
SALE-009019,2024-W45,2024-11-10,2024-11-16,KOL-LOC-004,PRO-037,112,15.98,1789.76
SALE-009020,2024-W45,2024-11-10,2024-11-16,KOL-LOC-004,PRO-036,75,83.16,6237.0
SALE-009021,2024-W45,2024-11-10,2024-11-16,KOL-LOC-005,PRO-037,140,15.96,2234.4
SALE-009022,2024-W45,2024-11-10,2024-11-16,KOL-LOC-005,PRO-034,116,44.08,5113.28
SALE-009023,2024-W45,2024-11-10,2024-11-16,KOL-LOC-005,PRO-036,102,42.8,4365.599999999999
SALE-009024,2024-W45,2024-11-10,2024-11-16,KOL-LOC-005,PRO-005,107,58.31,6239.17
SALE-009025,2024-W45,2024-11-10,2024-11-16,KOL-LOC-005,PRO-038,75,172.77,12957.75
SALE-009026,2024-W45,2024-11-10,2024-11-16,KOL-LOC-006,PRO-037,103,54.51,5614.53
SALE-009027,2024-W45,2024-11-10,2024-11-16,KOL-LOC-006,PRO-034,84,22.62,1900.0800000000002
SALE-009028,2024-W45,2024-11-10,2024-11-16,KOL-LOC-006,PRO-031,98,17.72,1736.56
SALE-009029,2024-W45,2024-11-10,2024-11-16,KOL-LOC-006,PRO-036,86,62.84,5404.240000000001
SALE-009030,2024-W45,2024-11-10,2024-11-16,KOL-LOC-006,PRO-038,72,179.94,12955.68
SALE-009031,2024-W45,2024-11-10,2024-11-16,KOL-LOC-007,PRO-034,107,63.32,6775.24
SALE-009032,2024-W45,2024-11-10,2024-11-16,KOL-LOC-007,PRO-006,93,199.01,18507.93
SALE-009033,2024-W45,2024-11-10,2024-11-16,KOL-LOC-007,PRO-005,89,82.33,7327.37
SALE-009034,2024-W45,2024-11-10,2024-11-16,KOL-LOC-007,PRO-036,91,18.1,1647.1000000000001
SALE-009035,2024-W45,2024-11-10,2024-11-16,KOL-LOC-007,PRO-037,94,16.36,1537.84
SALE-009036,2024-W45,2024-11-10,2024-11-16,KOL-LOC-008,PRO-034,103,17.77,1830.31
SALE-009037,2024-W45,2024-11-10,2024-11-16,KOL-LOC-008,PRO-037,86,39.75,3418.5
SALE-009038,2024-W45,2024-11-10,2024-11-16,KOL-LOC-008,PRO-036,91,63.17,5748.47
SALE-009039,2024-W45,2024-11-10,2024-11-16,KOL-LOC-008,PRO-009,71,170.89,12133.189999999999
SALE-009040,2024-W45,2024-11-10,2024-11-16,KOL-LOC-008,PRO-031,81,17.74,1436.9399999999998
SALE-009041,2024-W45,2024-11-10,2024-11-16,KOL-LOC-009,PRO-034,89,43.41,3863.49
SALE-009042,2024-W45,2024-11-10,2024-11-16,KOL-LOC-009,PRO-036,75,85.27,6395.25
SALE-009043,2024-W45,2024-11-10,2024-11-16,KOL-LOC-009,PRO-037,60,74.5,4470.0
SALE-009044,2024-W45,2024-11-10,2024-11-16,KOL-LOC-009,PRO-009,110,71.45,7859.5
SALE-009045,2024-W45,2024-11-10,2024-11-16,KOL-LOC-009,PRO-118,96,16.52,1585.92
SALE-009046,2024-W45,2024-11-10,2024-11-16,KOL-LOC-010,PRO-034,134,17.68,2369.12
SALE-009047,2024-W45,2024-11-10,2024-11-16,KOL-LOC-010,PRO-037,95,15.53,1475.35
SALE-009048,2024-W45,2024-11-10,2024-11-16,KOL-LOC-010,PRO-181,73,181.65,13260.45
SALE-009049,2024-W45,2024-11-10,2024-11-16,KOL-LOC-010,PRO-029,99,37.5,3712.5
SALE-009050,2024-W45,2024-11-10,2024-11-16,KOL-LOC-010,PRO-036,67,83.31,5581.77
SALE-009051,2024-W45,2024-11-10,2024-11-16,KOL-LOC-011,PRO-036,64,84.46,5405.44
SALE-009052,2024-W45,2024-11-10,2024-11-16,KOL-LOC-011,PRO-034,68,83.29,5663.72
SALE-009053,2024-W45,2024-11-10,2024-11-16,KOL-LOC-011,PRO-037,92,16.12,1483.0400000000002
SALE-009054,2024-W45,2024-11-10,2024-11-16,KOL-LOC-011,PRO-006,63,354.59,22339.17
SALE-009055,2024-W45,2024-11-10,2024-11-16,KOL-LOC-011,PRO-009,82,112.99,9265.18
SALE-009056,2024-W45,2024-11-10,2024-11-16,KOL-LOC-012,PRO-034,84,44.91,3772.4399999999996
SALE-009057,2024-W45,2024-11-10,2024-11-16,KOL-LOC-012,PRO-181,93,47.33,4401.69
SALE-009058,2024-W45,2024-11-10,2024-11-16,KOL-LOC-012,PRO-037,91,16.47,1498.77
SALE-009059,2024-W45,2024-11-10,2024-11-16,KOL-LOC-012,PRO-036,99,62.46,6183.54
SALE-009060,2024-W45,2024-11-10,2024-11-16,KOL-LOC-012,PRO-038,68,92.07,6260.759999999999
SALE-009061,2024-W45,2024-11-10,2024-11-16,KOL-LOC-013,PRO-034,128,22.83,2922.24
SALE-009062,2024-W45,2024-11-10,2024-11-16,KOL-LOC-013,PRO-005,114,132.56,15111.84
SALE-009063,2024-W45,2024-11-10,2024-11-16,KOL-LOC-013,PRO-037,110,15.91,1750.1
SALE-009064,2024-W45,2024-11-10,2024-11-16,KOL-LOC-013,PRO-042,69,84.29,5816.01
SALE-009065,2024-W45,2024-11-10,2024-11-16,KOL-LOC-013,PRO-036,74,44.14,3266.36
SALE-009066,2024-W45,2024-11-10,2024-11-16,KOL-LOC-014,PRO-037,140,15.87,2221.7999999999997
SALE-009067,2024-W45,2024-11-10,2024-11-16,KOL-LOC-014,PRO-189,64,312.21,19981.44
SALE-009068,2024-W45,2024-11-10,2024-11-16,KOL-LOC-014,PRO-034,103,22.45,2312.35
SALE-009069,2024-W45,2024-11-10,2024-11-16,KOL-LOC-014,PRO-181,81,21.36,1730.1599999999999
SALE-009070,2024-W45,2024-11-10,2024-11-16,KOL-LOC-014,PRO-036,101,22.83,2305.83
SALE-009071,2024-W45,2024-11-10,2024-11-16,KOL-LOC-015,PRO-034,77,44.84,3452.6800000000003
SALE-009072,2024-W45,2024-11-10,2024-11-16,KOL-LOC-015,PRO-037,61,72.83,4442.63
SALE-009073,2024-W45,2024-11-10,2024-11-16,KOL-LOC-015,PRO-031,54,82.77,4469.58
SALE-009074,2024-W45,2024-11-10,2024-11-16,KOL-LOC-015,PRO-036,97,23.58,2287.2599999999998
SALE-009075,2024-W45,2024-11-10,2024-11-16,KOL-LOC-015,PRO-188,66,15.95,1052.7
SALE-009076,2024-W45,2024-11-10,2024-11-16,KOL-LOC-016,PRO-037,127,20.5,2603.5
SALE-009077,2024-W45,2024-11-10,2024-11-16,KOL-LOC-016,PRO-034,131,23.26,3047.0600000000004
SALE-009078,2024-W45,2024-11-10,2024-11-16,KOL-LOC-016,PRO-031,95,22.99,2184.0499999999997
SALE-009079,2024-W45,2024-11-10,2024-11-16,KOL-LOC-016,PRO-188,95,33.17,3151.15
SALE-009080,2024-W45,2024-11-10,2024-11-16,KOL-LOC-016,PRO-036,107,22.97,2457.79
SALE-009081,2024-W45,2024-11-10,2024-11-16,KOL-LOC-017,PRO-034,109,60.33,6575.97
SALE-009082,2024-W45,2024-11-10,2024-11-16,KOL-LOC-017,PRO-007,74,171.16,12665.84
SALE-009083,2024-W45,2024-11-10,2024-11-16,KOL-LOC-017,PRO-037,58,73.0,4234.0
SALE-009084,2024-W45,2024-11-10,2024-11-16,KOL-LOC-017,PRO-181,61,179.22,10932.42
SALE-009085,2024-W45,2024-11-10,2024-11-16,KOL-LOC-017,PRO-036,54,80.8,4363.2
SALE-009086,2024-W45,2024-11-10,2024-11-16,KOL-LOC-018,PRO-034,106,42.78,4534.68
SALE-009087,2024-W45,2024-11-10,2024-11-16,KOL-LOC-018,PRO-036,109,23.2,2528.7999999999997
SALE-009088,2024-W45,2024-11-10,2024-11-16,KOL-LOC-018,PRO-189,112,85.58,9584.96
SALE-009089,2024-W45,2024-11-10,2024-11-16,KOL-LOC-018,PRO-037,97,21.19,2055.4300000000003
SALE-009090,2024-W45,2024-11-10,2024-11-16,KOL-LOC-018,PRO-031,66,84.31,5564.46
SALE-009091,2024-W45,2024-11-10,2024-11-16,KOL-LOC-019,PRO-005,141,60.15,8481.15
SALE-009092,2024-W45,2024-11-10,2024-11-16,KOL-LOC-019,PRO-042,69,81.89,5650.41
SALE-009093,2024-W45,2024-11-10,2024-11-16,KOL-LOC-019,PRO-037,76,77.16,5864.16
SALE-009094,2024-W45,2024-11-10,2024-11-16,KOL-LOC-019,PRO-034,124,61.25,7595.0
SALE-009095,2024-W45,2024-11-10,2024-11-16,KOL-LOC-019,PRO-036,102,44.99,4588.9800000000005
SALE-009096,2024-W45,2024-11-10,2024-11-16,KOL-LOC-020,PRO-037,114,21.42,2441.88
SALE-009097,2024-W45,2024-11-10,2024-11-16,KOL-LOC-020,PRO-042,85,160.63,13653.55
SALE-009098,2024-W45,2024-11-10,2024-11-16,KOL-LOC-020,PRO-038,66,180.29,11899.14
SALE-009099,2024-W45,2024-11-10,2024-11-16,KOL-LOC-020,PRO-031,44,84.41,3714.04
SALE-009100,2024-W45,2024-11-10,2024-11-16,KOL-LOC-020,PRO-033,85,17.91,1522.35
SALE-009101,2024-W45,2024-11-10,2024-11-16,KOL-LOC-021,PRO-037,85,38.59,3280.15
SALE-009102,2024-W45,2024-11-10,2024-11-16,KOL-LOC-021,PRO-181,72,181.63,13077.36
SALE-009103,2024-W45,2024-11-10,2024-11-16,KOL-LOC-021,PRO-036,80,43.42,3473.6000000000004
SALE-009104,2024-W45,2024-11-10,2024-11-16,KOL-LOC-021,PRO-009,106,50.67,5371.02
SALE-009105,2024-W45,2024-11-10,2024-11-16,KOL-LOC-021,PRO-034,58,82.1,4761.799999999999
SALE-009106,2024-W45,2024-11-10,2024-11-16,KOL-LOC-022,PRO-034,92,23.34,2147.28
SALE-009107,2024-W45,2024-11-10,2024-11-16,KOL-LOC-022,PRO-037,68,77.1,5242.799999999999
SALE-009108,2024-W45,2024-11-10,2024-11-16,KOL-LOC-022,PRO-005,56,350.43,19624.08
SALE-009109,2024-W45,2024-11-10,2024-11-16,KOL-LOC-022,PRO-036,104,22.66,2356.64
SALE-009110,2024-W45,2024-11-10,2024-11-16,KOL-LOC-022,PRO-038,73,93.49,6824.7699999999995
SALE-009111,2024-W45,2024-11-10,2024-11-16,KOL-LOC-023,PRO-037,61,76.26,4651.860000000001
SALE-009112,2024-W45,2024-11-10,2024-11-16,KOL-LOC-023,PRO-036,87,18.43,1603.41
SALE-009113,2024-W45,2024-11-10,2024-11-16,KOL-LOC-023,PRO-034,89,43.72,3891.08
SALE-009114,2024-W45,2024-11-10,2024-11-16,KOL-LOC-023,PRO-031,88,18.25,1606.0
SALE-009115,2024-W45,2024-11-10,2024-11-16,KOL-LOC-023,PRO-024,76,37.87,2878.12
SALE-009116,2024-W45,2024-11-10,2024-11-16,KOL-LOC-024,PRO-037,102,55.86,5697.72
SALE-009117,2024-W45,2024-11-10,2024-11-16,KOL-LOC-024,PRO-036,93,60.97,5670.21
SALE-009118,2024-W45,2024-11-10,2024-11-16,KOL-LOC-024,PRO-034,98,63.54,6226.92
SALE-009119,2024-W45,2024-11-10,2024-11-16,KOL-LOC-024,PRO-031,79,17.53,1384.8700000000001
SALE-009120,2024-W45,2024-11-10,2024-11-16,KOL-LOC-024,PRO-038,64,180.35,11542.4
SALE-009121,2024-W45,2024-11-10,2024-11-16,KOL-LOC-025,PRO-037,98,40.16,3935.68
SALE-009122,2024-W45,2024-11-10,2024-11-16,KOL-LOC-025,PRO-034,75,81.2,6090.0
SALE-009123,2024-W45,2024-11-10,2024-11-16,KOL-LOC-025,PRO-036,77,43.97,3385.69
SALE-009124,2024-W45,2024-11-10,2024-11-16,KOL-LOC-025,PRO-005,60,356.88,21412.8
SALE-009125,2024-W45,2024-11-10,2024-11-16,KOL-LOC-025,PRO-031,99,18.36,1817.6399999999999
SALE-009126,2024-W45,2024-11-10,2024-11-16,KOL-LOC-026,PRO-042,64,82.9,5305.6
SALE-009127,2024-W45,2024-11-10,2024-11-16,KOL-LOC-026,PRO-034,74,43.46,3216.04
SALE-009128,2024-W45,2024-11-10,2024-11-16,KOL-LOC-026,PRO-037,92,16.13,1483.9599999999998
SALE-009129,2024-W45,2024-11-10,2024-11-16,KOL-LOC-026,PRO-031,96,44.29,4251.84
SALE-009130,2024-W45,2024-11-10,2024-11-16,KOL-LOC-026,PRO-181,97,21.41,2076.77
SALE-009131,2024-W45,2024-11-10,2024-11-16,KOL-LOC-027,PRO-009,109,112.03,12211.27
SALE-009132,2024-W45,2024-11-10,2024-11-16,KOL-LOC-027,PRO-034,88,43.9,3863.2
SALE-009133,2024-W45,2024-11-10,2024-11-16,KOL-LOC-027,PRO-189,89,35.94,3198.66
SALE-009134,2024-W45,2024-11-10,2024-11-16,KOL-LOC-027,PRO-037,81,56.34,4563.54
SALE-009135,2024-W45,2024-11-10,2024-11-16,KOL-LOC-027,PRO-181,78,90.0,7020.0
SALE-009136,2024-W45,2024-11-10,2024-11-16,KOL-LOC-028,PRO-034,111,17.57,1950.27
SALE-009137,2024-W45,2024-11-10,2024-11-16,KOL-LOC-028,PRO-036,91,45.11,4105.01
SALE-009138,2024-W45,2024-11-10,2024-11-16,KOL-LOC-028,PRO-037,110,20.62,2268.2000000000003
SALE-009139,2024-W45,2024-11-10,2024-11-16,KOL-LOC-028,PRO-181,78,92.62,7224.360000000001
SALE-009140,2024-W45,2024-11-10,2024-11-16,KOL-LOC-028,PRO-038,43,173.59,7464.37
SALE-009141,2024-W45,2024-11-10,2024-11-16,KOL-LOC-029,PRO-034,125,22.46,2807.5
SALE-009142,2024-W45,2024-11-10,2024-11-16,KOL-LOC-029,PRO-037,110,54.71,6018.1
SALE-009143,2024-W45,2024-11-10,2024-11-16,KOL-LOC-029,PRO-007,86,170.08,14626.880000000001
SALE-009144,2024-W45,2024-11-10,2024-11-16,KOL-LOC-029,PRO-036,84,23.41,1966.44
SALE-009145,2024-W45,2024-11-10,2024-11-16,KOL-LOC-029,PRO-038,108,37.49,4048.92
SALE-009146,2024-W45,2024-11-10,2024-11-16,KOL-LOC-030,PRO-037,82,39.26,3219.3199999999997
SALE-009147,2024-W45,2024-11-10,2024-11-16,KOL-LOC-030,PRO-034,102,62.44,6368.88
SALE-009148,2024-W45,2024-11-10,2024-11-16,KOL-LOC-030,PRO-036,92,22.92,2108.6400000000003
SALE-009149,2024-W45,2024-11-10,2024-11-16,KOL-LOC-030,PRO-031,59,81.85,4829.15
SALE-009150,2024-W45,2024-11-10,2024-11-16,KOL-LOC-030,PRO-038,93,37.07,3447.51
SALE-009151,2024-W45,2024-11-10,2024-11-16,KOL-LOC-031,PRO-189,72,313.82,22595.04
SALE-009152,2024-W45,2024-11-10,2024-11-16,KOL-LOC-031,PRO-037,59,75.74,4468.66
SALE-009153,2024-W45,2024-11-10,2024-11-16,KOL-LOC-031,PRO-036,89,42.81,3810.09
SALE-009154,2024-W45,2024-11-10,2024-11-16,KOL-LOC-031,PRO-031,75,45.14,3385.5
SALE-009155,2024-W45,2024-11-10,2024-11-16,KOL-LOC-031,PRO-034,79,44.45,3511.55
SALE-009156,2024-W45,2024-11-10,2024-11-16,KOL-LOC-032,PRO-034,122,63.42,7737.24
SALE-009157,2024-W45,2024-11-10,2024-11-16,KOL-LOC-032,PRO-009,117,171.22,20032.74
SALE-009158,2024-W45,2024-11-10,2024-11-16,KOL-LOC-032,PRO-037,70,75.65,5295.5
SALE-009159,2024-W45,2024-11-10,2024-11-16,KOL-LOC-032,PRO-181,66,12.22,806.5200000000001
