inventory_id,warehouse_id,product_id,shelf_id,available_stock,safety_stock
INV-358,WH-002,PRO-158,WH-KOL-002-Z04-R01-S02,43,6
INV-359,WH-002,PRO-159,WH-KOL-002-Z04-R01-S02,40,6
INV-360,WH-002,PRO-160,WH-KOL-002-Z04-R01-S02,30,4
INV-361,WH-002,PRO-161,WH-KOL-002-Z04-R01-S03,41,6
INV-362,WH-002,PRO-162,WH-KOL-002-Z04-R01-S03,33,5
INV-363,WH-002,PRO-163,WH-KOL-002-Z04-R01-S03,35,5
INV-364,WH-002,PRO-164,WH-KOL-002-Z04-R01-S03,37,6
INV-365,WH-002,PRO-165,WH-KOL-002-Z04-R01-S03,31,5
INV-366,WH-002,PRO-166,WH-KOL-002-Z04-R01-S04,43,6
INV-367,WH-002,PRO-167,WH-KOL-002-Z04-R01-S04,33,5
INV-368,WH-002,PRO-168,WH-KOL-002-Z04-R01-S04,39,6
INV-369,WH-002,PRO-169,WH-KOL-002-Z04-R01-S04,47,7
INV-370,WH-002,PRO-170,WH-KOL-002-Z04-R01-S04,41,6
INV-371,WH-002,PRO-171,WH-KOL-002-Z04-R01-S05,34,5
INV-372,WH-002,PRO-172,WH-KOL-002-Z04-R01-S05,29,4
INV-373,WH-002,PRO-173,WH-KOL-002-Z04-R01-S05,39,6
INV-374,WH-002,PRO-174,WH-KOL-002-Z04-R01-S05,35,5
INV-375,WH-002,PRO-175,WH-KOL-002-Z04-R01-S05,35,5
INV-376,WH-002,PRO-176,WH-KOL-002-Z04-R02-S01,37,6
INV-377,WH-002,PRO-177,WH-KOL-002-Z04-R02-S01,31,5
INV-378,WH-002,PRO-178,WH-KOL-002-Z04-R02-S01,38,6
INV-379,WH-002,PRO-179,WH-KOL-002-Z04-R02-S01,44,7
INV-380,WH-002,PRO-180,WH-KOL-002-Z04-R02-S01,50,8
INV-381,WH-002,PRO-181,WH-KOL-002-Z04-R02-S02,81,12
INV-382,WH-002,PRO-182,WH-KOL-002-Z04-R02-S02,41,6
INV-383,WH-002,PRO-183,WH-KOL-002-Z04-R02-S02,37,6
INV-384,WH-002,PRO-184,WH-KOL-002-Z04-R02-S02,57,9
INV-385,WH-002,PRO-185,WH-KOL-002-Z04-R02-S02,48,7
INV-386,WH-002,PRO-186,WH-KOL-002-Z04-R02-S03,44,7
INV-387,WH-002,PRO-187,WH-KOL-002-Z04-R02-S03,40,6
INV-388,WH-002,PRO-188,WH-KOL-002-Z04-R02-S03,73,11
INV-389,WH-002,PRO-189,WH-KOL-002-Z04-R02-S03,91,14
INV-390,WH-002,PRO-190,WH-KOL-002-Z04-R02-S03,68,10
INV-391,WH-002,PRO-191,WH-KOL-002-Z04-R02-S04,42,6
INV-392,WH-002,PRO-192,WH-KOL-002-Z04-R02-S04,43,6
INV-393,WH-002,PRO-193,WH-KOL-002-Z04-R02-S04,45,7
INV-394,WH-002,PRO-194,WH-KOL-002-Z04-R02-S04,38,6
INV-395,WH-002,PRO-195,WH-KOL-002-Z04-R02-S04,41,6
INV-396,WH-002,PRO-196,WH-KOL-002-Z04-R02-S05,35,5
INV-397,WH-002,PRO-197,WH-KOL-002-Z04-R02-S05,44,7
INV-398,WH-002,PRO-198,WH-KOL-002-Z04-R02-S05,41,6
INV-399,WH-002,PRO-199,WH-KOL-002-Z04-R02-S05,41,6
INV-400,WH-002,PRO-200,WH-KOL-002-Z04-R02-S05,38,6
INV-401,WH-003,PRO-001,WH-KOL-003-Z01-R01-S01,59,9
INV-402,WH-003,PRO-002,WH-KOL-003-Z01-R01-S01,85,13
INV-403,WH-003,PRO-003,WH-KOL-003-Z01-R01-S01,61,9
INV-404,WH-003,PRO-004,WH-KOL-003-Z01-R01-S01,49,7
INV-405,WH-003,PRO-005,WH-KOL-003-Z01-R01-S01,62,9
INV-406,WH-003,PRO-006,WH-KOL-003-Z01-R01-S02,74,11
INV-407,WH-003,PRO-007,WH-KOL-003-Z01-R01-S02,67,10
INV-408,WH-003,PRO-008,WH-KOL-003-Z01-R01-S02,50,8
INV-409,WH-003,PRO-009,WH-KOL-003-Z01-R01-S02,71,11
INV-410,WH-003,PRO-010,WH-KOL-003-Z01-R01-S02,61,9
INV-411,WH-003,PRO-011,WH-KOL-003-Z01-R01-S03,51,8
INV-412,WH-003,PRO-012,WH-KOL-003-Z01-R01-S03,34,5
INV-413,WH-003,PRO-013,WH-KOL-003-Z01-R01-S03,46,7
INV-414,WH-003,PRO-014,WH-KOL-003-Z01-R01-S03,45,7
INV-415,WH-003,PRO-015,WH-KOL-003-Z01-R01-S03,45,7
INV-416,WH-003,PRO-016,WH-KOL-003-Z01-R01-S04,41,6
INV-417,WH-003,PRO-017,WH-KOL-003-Z01-R01-S04,35,5
INV-418,WH-003,PRO-018,WH-KOL-003-Z01-R01-S04,32,5
INV-419,WH-003,PRO-019,WH-KOL-003-Z01-R01-S04,33,5
INV-420,WH-003,PRO-020,WH-KOL-003-Z01-R01-S04,43,6
INV-421,WH-003,PRO-021,WH-KOL-003-Z01-R01-S05,91,14
INV-422,WH-003,PRO-022,WH-KOL-003-Z01-R01-S05,73,11
INV-423,WH-003,PRO-023,WH-KOL-003-Z01-R01-S05,54,8
INV-424,WH-003,PRO-024,WH-KOL-003-Z01-R01-S05,80,12
INV-425,WH-003,PRO-025,WH-KOL-003-Z01-R01-S05,58,9
INV-426,WH-003,PRO-026,WH-KOL-003-Z01-R02-S01,63,9
INV-427,WH-003,PRO-027,WH-KOL-003-Z01-R02-S01,35,5
INV-428,WH-003,PRO-028,WH-KOL-003-Z01-R02-S01,84,13
INV-429,WH-003,PRO-029,WH-KOL-003-Z01-R02-S01,72,11
INV-430,WH-003,PRO-030,WH-KOL-003-Z01-R02-S01,87,13
INV-431,WH-003,PRO-031,WH-KOL-003-Z01-R02-S02,85,13
INV-432,WH-003,PRO-032,WH-KOL-003-Z01-R02-S02,85,13
INV-433,WH-003,PRO-033,WH-KOL-003-Z01-R02-S02,76,11
INV-434,WH-003,PRO-034,WH-KOL-003-Z01-R02-S02,82,12
INV-435,WH-003,PRO-035,WH-KOL-003-Z01-R02-S02,77,12
INV-436,WH-003,PRO-036,WH-KOL-003-Z01-R02-S03,98,15
INV-437,WH-003,PRO-037,WH-KOL-003-Z01-R02-S03,95,14
INV-438,WH-003,PRO-038,WH-KOL-003-Z01-R02-S03,73,11
INV-439,WH-003,PRO-039,WH-KOL-003-Z01-R02-S03,44,7
INV-440,WH-003,PRO-040,WH-KOL-003-Z01-R02-S03,73,11
INV-441,WH-003,PRO-041,WH-KOL-003-Z01-R02-S04,41,6
INV-442,WH-003,PRO-042,WH-KOL-003-Z01-R02-S04,94,14
INV-443,WH-003,PRO-043,WH-KOL-003-Z01-R02-S04,39,6
INV-444,WH-003,PRO-044,WH-KOL-003-Z01-R02-S04,57,9
INV-445,WH-003,PRO-045,WH-KOL-003-Z01-R02-S04,110,16
INV-446,WH-003,PRO-046,WH-KOL-003-Z01-R02-S05,39,6
INV-447,WH-003,PRO-047,WH-KOL-003-Z01-R02-S05,50,8
INV-448,WH-003,PRO-048,WH-KOL-003-Z01-R02-S05,42,6
INV-449,WH-003,PRO-049,WH-KOL-003-Z01-R02-S05,44,7
INV-450,WH-003,PRO-050,WH-KOL-003-Z01-R02-S05,90,14
INV-451,WH-003,PRO-051,WH-KOL-003-Z02-R01-S01,36,5
INV-452,WH-003,PRO-052,WH-KOL-003-Z02-R01-S01,39,6
INV-453,WH-003,PRO-053,WH-KOL-003-Z02-R01-S01,55,8
INV-454,WH-003,PRO-054,WH-KOL-003-Z02-R01-S01,73,11
INV-455,WH-003,PRO-055,WH-KOL-003-Z02-R01-S01,49,7
INV-456,WH-003,PRO-056,WH-KOL-003-Z02-R01-S02,49,7
INV-457,WH-003,PRO-057,WH-KOL-003-Z02-R01-S02,32,5
INV-458,WH-003,PRO-058,WH-KOL-003-Z02-R01-S02,47,7
INV-459,WH-003,PRO-059,WH-KOL-003-Z02-R01-S02,47,7
INV-460,WH-003,PRO-060,WH-KOL-003-Z02-R01-S02,45,7
INV-461,WH-003,PRO-061,WH-KOL-003-Z02-R01-S03,39,6
INV-462,WH-003,PRO-062,WH-KOL-003-Z02-R01-S03,42,6
INV-463,WH-003,PRO-063,WH-KOL-003-Z02-R01-S03,47,7
INV-464,WH-003,PRO-064,WH-KOL-003-Z02-R01-S03,44,7
INV-465,WH-003,PRO-065,WH-KOL-003-Z02-R01-S03,55,8
INV-466,WH-003,PRO-066,WH-KOL-003-Z02-R01-S04,55,8
INV-467,WH-003,PRO-067,WH-KOL-003-Z02-R01-S04,50,8
INV-468,WH-003,PRO-068,WH-KOL-003-Z02-R01-S04,32,5
INV-469,WH-003,PRO-069,WH-KOL-003-Z02-R01-S04,47,7
INV-470,WH-003,PRO-070,WH-KOL-003-Z02-R01-S04,47,7
INV-471,WH-003,PRO-071,WH-KOL-003-Z02-R01-S05,42,6
INV-472,WH-003,PRO-072,WH-KOL-003-Z02-R01-S05,39,6
INV-473,WH-003,PRO-073,WH-KOL-003-Z02-R01-S05,47,7
INV-474,WH-003,PRO-074,WH-KOL-003-Z02-R01-S05,40,6
INV-475,WH-003,PRO-075,WH-KOL-003-Z02-R01-S05,32,5
INV-476,WH-003,PRO-076,WH-KOL-003-Z02-R02-S01,38,6
INV-477,WH-003,PRO-077,WH-KOL-003-Z02-R02-S01,44,7
INV-478,WH-003,PRO-078,WH-KOL-003-Z02-R02-S01,45,7
INV-479,WH-003,PRO-079,WH-KOL-003-Z02-R02-S01,48,7
INV-480,WH-003,PRO-080,WH-KOL-003-Z02-R02-S01,48,7
INV-481,WH-003,PRO-081,WH-KOL-003-Z02-R02-S02,40,6
INV-482,WH-003,PRO-082,WH-KOL-003-Z02-R02-S02,45,7
INV-483,WH-003,PRO-083,WH-KOL-003-Z02-R02-S02,46,7
INV-484,WH-003,PRO-084,WH-KOL-003-Z02-R02-S02,49,7
INV-485,WH-003,PRO-085,WH-KOL-003-Z02-R02-S02,34,5
INV-486,WH-003,PRO-086,WH-KOL-003-Z02-R02-S03,40,6
INV-487,WH-003,PRO-087,WH-KOL-003-Z02-R02-S03,47,7
INV-488,WH-003,PRO-088,WH-KOL-003-Z02-R02-S03,44,7
INV-489,WH-003,PRO-089,WH-KOL-003-Z02-R02-S03,48,7
INV-490,WH-003,PRO-090,WH-KOL-003-Z02-R02-S03,43,6
INV-491,WH-003,PRO-091,WH-KOL-003-Z02-R02-S04,39,6
INV-492,WH-003,PRO-092,WH-KOL-003-Z02-R02-S04,53,8
INV-493,WH-003,PRO-093,WH-KOL-003-Z02-R02-S04,34,5
INV-494,WH-003,PRO-094,WH-KOL-003-Z02-R02-S04,38,6
INV-495,WH-003,PRO-095,WH-KOL-003-Z02-R02-S04,34,5
INV-496,WH-003,PRO-096,WH-KOL-003-Z02-R02-S05,51,8
INV-497,WH-003,PRO-097,WH-KOL-003-Z02-R02-S05,39,6
INV-498,WH-003,PRO-098,WH-KOL-003-Z02-R02-S05,35,5
INV-499,WH-003,PRO-099,WH-KOL-003-Z02-R02-S05,52,8
INV-500,WH-003,PRO-100,WH-KOL-003-Z02-R02-S05,45,7
INV-501,WH-003,PRO-101,WH-KOL-003-Z03-R01-S01,46,7
INV-502,WH-003,PRO-102,WH-KOL-003-Z03-R01-S01,33,5
INV-503,WH-003,PRO-103,WH-KOL-003-Z03-R01-S01,42,6
INV-504,WH-003,PRO-104,WH-KOL-003-Z03-R01-S01,48,7
INV-505,WH-003,PRO-105,WH-KOL-003-Z03-R01-S01,38,6
INV-506,WH-003,PRO-106,WH-KOL-003-Z03-R01-S02,42,6
INV-507,WH-003,PRO-107,WH-KOL-003-Z03-R01-S02,84,13
INV-508,WH-003,PRO-108,WH-KOL-003-Z03-R01-S02,33,5
INV-509,WH-003,PRO-109,WH-KOL-003-Z03-R01-S02,41,6
INV-510,WH-003,PRO-110,WH-KOL-003-Z03-R01-S02,49,7
INV-511,WH-003,PRO-111,WH-KOL-003-Z03-R01-S03,42,6
INV-512,WH-003,PRO-112,WH-KOL-003-Z03-R01-S03,54,8
INV-513,WH-003,PRO-113,WH-KOL-003-Z03-R01-S03,66,10
INV-514,WH-003,PRO-114,WH-KOL-003-Z03-R01-S03,39,6
INV-515,WH-003,PRO-115,WH-KOL-003-Z03-R01-S03,43,6
INV-516,WH-003,PRO-116,WH-KOL-003-Z03-R01-S04,50,8
INV-517,WH-003,PRO-117,WH-KOL-003-Z03-R01-S04,52,8
INV-518,WH-003,PRO-118,WH-KOL-003-Z03-R01-S04,82,12
INV-519,WH-003,PRO-119,WH-KOL-003-Z03-R01-S04,42,6
INV-520,WH-003,PRO-120,WH-KOL-003-Z03-R01-S04,85,13
INV-521,WH-003,PRO-121,WH-KOL-003-Z03-R01-S05,52,8
INV-522,WH-003,PRO-122,WH-KOL-003-Z03-R01-S05,36,5
INV-523,WH-003,PRO-123,WH-KOL-003-Z03-R01-S05,32,5
INV-524,WH-003,PRO-124,WH-KOL-003-Z03-R01-S05,49,7
INV-525,WH-003,PRO-125,WH-KOL-003-Z03-R01-S05,85,13
INV-526,WH-003,PRO-126,WH-KOL-003-Z03-R02-S01,47,7
INV-527,WH-003,PRO-127,WH-KOL-003-Z03-R02-S01,48,7
INV-528,WH-003,PRO-128,WH-KOL-003-Z03-R02-S01,61,9
INV-529,WH-003,PRO-129,WH-KOL-003-Z03-R02-S01,36,5
INV-530,WH-003,PRO-130,WH-KOL-003-Z03-R02-S01,54,8
INV-531,WH-003,PRO-131,WH-KOL-003-Z03-R02-S02,62,9
INV-532,WH-003,PRO-132,WH-KOL-003-Z03-R02-S02,68,10
INV-533,WH-003,PRO-133,WH-KOL-003-Z03-R02-S02,62,9
INV-534,WH-003,PRO-134,WH-KOL-003-Z03-R02-S02,60,9
INV-535,WH-003,PRO-135,WH-KOL-003-Z03-R02-S02,80,12
INV-536,WH-003,PRO-136,WH-KOL-003-Z03-R02-S03,57,9
INV-537,WH-003,PRO-137,WH-KOL-003-Z03-R02-S03,91,14
INV-538,WH-003,PRO-138,WH-KOL-003-Z03-R02-S03,63,9
INV-539,WH-003,PRO-139,WH-KOL-003-Z03-R02-S03,90,14
INV-540,WH-003,PRO-140,WH-KOL-003-Z03-R02-S03,52,8
INV-541,WH-003,PRO-141,WH-KOL-003-Z03-R02-S04,36,5
INV-542,WH-003,PRO-142,WH-KOL-003-Z03-R02-S04,36,5
INV-543,WH-003,PRO-143,WH-KOL-003-Z03-R02-S04,45,7
INV-544,WH-003,PRO-144,WH-KOL-003-Z03-R02-S04,44,7
INV-545,WH-003,PRO-145,WH-KOL-003-Z03-R02-S04,38,6
INV-546,WH-003,PRO-146,WH-KOL-003-Z03-R02-S05,48,7
INV-547,WH-003,PRO-147,WH-KOL-003-Z03-R02-S05,39,6
INV-548,WH-003,PRO-148,WH-KOL-003-Z03-R02-S05,42,6
INV-549,WH-003,PRO-149,WH-KOL-003-Z03-R02-S05,37,6
INV-550,WH-003,PRO-150,WH-KOL-003-Z03-R02-S05,43,6
INV-551,WH-003,PRO-151,WH-KOL-003-Z04-R01-S01,46,7
INV-552,WH-003,PRO-152,WH-KOL-003-Z04-R01-S01,40,6
INV-553,WH-003,PRO-153,WH-KOL-003-Z04-R01-S01,35,5
INV-554,WH-003,PRO-154,WH-KOL-003-Z04-R01-S01,47,7
INV-555,WH-003,PRO-155,WH-KOL-003-Z04-R01-S01,33,5
INV-556,WH-003,PRO-156,WH-KOL-003-Z04-R01-S02,46,7
INV-557,WH-003,PRO-157,WH-KOL-003-Z04-R01-S02,40,6
INV-558,WH-003,PRO-158,WH-KOL-003-Z04-R01-S02,36,5
INV-559,WH-003,PRO-159,WH-KOL-003-Z04-R01-S02,37,6
INV-560,WH-003,PRO-160,WH-KOL-003-Z04-R01-S02,52,8
INV-561,WH-003,PRO-161,WH-KOL-003-Z04-R01-S03,50,8
INV-562,WH-003,PRO-162,WH-KOL-003-Z04-R01-S03,33,5
INV-563,WH-003,PRO-163,WH-KOL-003-Z04-R01-S03,55,8
INV-564,WH-003,PRO-164,WH-KOL-003-Z04-R01-S03,48,7
INV-565,WH-003,PRO-165,WH-KOL-003-Z04-R01-S03,36,5
INV-566,WH-003,PRO-166,WH-KOL-003-Z04-R01-S04,50,8
INV-567,WH-003,PRO-167,WH-KOL-003-Z04-R01-S04,50,8
INV-568,WH-003,PRO-168,WH-KOL-003-Z04-R01-S04,42,6
INV-569,WH-003,PRO-169,WH-KOL-003-Z04-R01-S04,52,8
INV-570,WH-003,PRO-170,WH-KOL-003-Z04-R01-S04,45,7
INV-571,WH-003,PRO-171,WH-KOL-003-Z04-R01-S05,50,8
INV-572,WH-003,PRO-172,WH-KOL-003-Z04-R01-S05,50,8
INV-573,WH-003,PRO-173,WH-KOL-003-Z04-R01-S05,34,5
INV-574,WH-003,PRO-174,WH-KOL-003-Z04-R01-S05,39,6
INV-575,WH-003,PRO-175,WH-KOL-003-Z04-R01-S05,43,6
INV-576,WH-003,PRO-176,WH-KOL-003-Z04-R02-S01,43,6
INV-577,WH-003,PRO-177,WH-KOL-003-Z04-R02-S01,50,8
INV-578,WH-003,PRO-178,WH-KOL-003-Z04-R02-S01,51,8
INV-579,WH-003,PRO-179,WH-KOL-003-Z04-R02-S01,48,7
INV-580,WH-003,PRO-180,WH-KOL-003-Z04-R02-S01,32,5
INV-581,WH-003,PRO-181,WH-KOL-003-Z04-R02-S02,102,15
INV-582,WH-003,PRO-182,WH-KOL-003-Z04-R02-S02,40,6
INV-583,WH-003,PRO-183,WH-KOL-003-Z04-R02-S02,35,5
INV-584,WH-003,PRO-184,WH-KOL-003-Z04-R02-S02,82,12
INV-585,WH-003,PRO-185,WH-KOL-003-Z04-R02-S02,53,8
INV-586,WH-003,PRO-186,WH-KOL-003-Z04-R02-S03,73,11
INV-587,WH-003,PRO-187,WH-KOL-003-Z04-R02-S03,43,6
INV-588,WH-003,PRO-188,WH-KOL-003-Z04-R02-S03,95,14
INV-589,WH-003,PRO-189,WH-KOL-003-Z04-R02-S03,98,15
INV-590,WH-003,PRO-190,WH-KOL-003-Z04-R02-S03,78,12
INV-591,WH-003,PRO-191,WH-KOL-003-Z04-R02-S04,37,6
INV-592,WH-003,PRO-192,WH-KOL-003-Z04-R02-S04,45,7
INV-593,WH-003,PRO-193,WH-KOL-003-Z04-R02-S04,34,5
INV-594,WH-003,PRO-194,WH-KOL-003-Z04-R02-S04,52,8
INV-595,WH-003,PRO-195,WH-KOL-003-Z04-R02-S04,44,7
INV-596,WH-003,PRO-196,WH-KOL-003-Z04-R02-S05,40,6
INV-597,WH-003,PRO-197,WH-KOL-003-Z04-R02-S05,48,7
INV-598,WH-003,PRO-198,WH-KOL-003-Z04-R02-S05,35,5
INV-599,WH-003,PRO-199,WH-KOL-003-Z04-R02-S05,35,5
INV-600,WH-003,PRO-200,WH-KOL-003-Z04-R02-S05,41,6
INV-601,WH-004,PRO-001,WH-KOL-004-Z01-R01-S01,78,12
INV-602,WH-004,PRO-002,WH-KOL-004-Z01-R01-S01,57,9
INV-603,WH-004,PRO-003,WH-KOL-004-Z01-R01-S01,81,12
INV-604,WH-004,PRO-004,WH-KOL-004-Z01-R01-S01,57,9
INV-605,WH-004,PRO-005,WH-KOL-004-Z01-R01-S01,51,8
INV-606,WH-004,PRO-006,WH-KOL-004-Z01-R01-S02,69,10
INV-607,WH-004,PRO-007,WH-KOL-004-Z01-R01-S02,65,10
INV-608,WH-004,PRO-008,WH-KOL-004-Z01-R01-S02,78,12
INV-609,WH-004,PRO-009,WH-KOL-004-Z01-R01-S02,59,9
INV-610,WH-004,PRO-010,WH-KOL-004-Z01-R01-S02,70,10
INV-611,WH-004,PRO-011,WH-KOL-004-Z01-R01-S03,37,6
INV-612,WH-004,PRO-012,WH-KOL-004-Z01-R01-S03,49,7
INV-613,WH-004,PRO-013,WH-KOL-004-Z01-R01-S03,47,7
INV-614,WH-004,PRO-014,WH-KOL-004-Z01-R01-S03,45,7
INV-615,WH-004,PRO-015,WH-KOL-004-Z01-R01-S03,45,7
INV-616,WH-004,PRO-016,WH-KOL-004-Z01-R01-S04,49,7
INV-617,WH-004,PRO-017,WH-KOL-004-Z01-R01-S04,45,7
INV-618,WH-004,PRO-018,WH-KOL-004-Z01-R01-S04,44,7
INV-619,WH-004,PRO-019,WH-KOL-004-Z01-R01-S04,35,5
INV-620,WH-004,PRO-020,WH-KOL-004-Z01-R01-S04,44,7
INV-621,WH-004,PRO-021,WH-KOL-004-Z01-R01-S05,55,8
INV-622,WH-004,PRO-022,WH-KOL-004-Z01-R01-S05,62,9
INV-623,WH-004,PRO-023,WH-KOL-004-Z01-R01-S05,46,7
INV-624,WH-004,PRO-024,WH-KOL-004-Z01-R01-S05,82,12
INV-625,WH-004,PRO-025,WH-KOL-004-Z01-R01-S05,43,6
INV-626,WH-004,PRO-026,WH-KOL-004-Z01-R02-S01,76,11
INV-627,WH-004,PRO-027,WH-KOL-004-Z01-R02-S01,36,5
INV-628,WH-004,PRO-028,WH-KOL-004-Z01-R02-S01,79,12
INV-629,WH-004,PRO-029,WH-KOL-004-Z01-R02-S01,93,14
INV-630,WH-004,PRO-030,WH-KOL-004-Z01-R02-S01,79,12
INV-631,WH-004,PRO-031,WH-KOL-004-Z01-R02-S02,83,12
INV-632,WH-004,PRO-032,WH-KOL-004-Z01-R02-S02,78,12
INV-633,WH-004,PRO-033,WH-KOL-004-Z01-R02-S02,62,9
INV-634,WH-004,PRO-034,WH-KOL-004-Z01-R02-S02,96,14
INV-635,WH-004,PRO-035,WH-KOL-004-Z01-R02-S02,96,14
INV-636,WH-004,PRO-036,WH-KOL-004-Z01-R02-S03,90,14
INV-637,WH-004,PRO-037,WH-KOL-004-Z01-R02-S03,65,10
INV-638,WH-004,PRO-038,WH-KOL-004-Z01-R02-S03,98,15
INV-639,WH-004,PRO-039,WH-KOL-004-Z01-R02-S03,49,7
INV-640,WH-004,PRO-040,WH-KOL-004-Z01-R02-S03,85,13
INV-641,WH-004,PRO-041,WH-KOL-004-Z01-R02-S04,55,8
INV-642,WH-004,PRO-042,WH-KOL-004-Z01-R02-S04,90,14
INV-643,WH-004,PRO-043,WH-KOL-004-Z01-R02-S04,59,9
INV-644,WH-004,PRO-044,WH-KOL-004-Z01-R02-S04,46,7
INV-645,WH-004,PRO-045,WH-KOL-004-Z01-R02-S04,103,15
INV-646,WH-004,PRO-046,WH-KOL-004-Z01-R02-S05,39,6
INV-647,WH-004,PRO-047,WH-KOL-004-Z01-R02-S05,42,6
INV-648,WH-004,PRO-048,WH-KOL-004-Z01-R02-S05,56,8
INV-649,WH-004,PRO-049,WH-KOL-004-Z01-R02-S05,46,7
INV-650,WH-004,PRO-050,WH-KOL-004-Z01-R02-S05,71,11
INV-651,WH-004,PRO-051,WH-KOL-004-Z02-R01-S01,32,5
INV-652,WH-004,PRO-052,WH-KOL-004-Z02-R01-S01,41,6
INV-653,WH-004,PRO-053,WH-KOL-004-Z02-R01-S01,67,10
INV-654,WH-004,PRO-054,WH-KOL-004-Z02-R01-S01,95,14
INV-655,WH-004,PRO-055,WH-KOL-004-Z02-R01-S01,46,7
INV-656,WH-004,PRO-056,WH-KOL-004-Z02-R01-S02,43,6
INV-657,WH-004,PRO-057,WH-KOL-004-Z02-R01-S02,40,6
INV-658,WH-004,PRO-058,WH-KOL-004-Z02-R01-S02,53,8
INV-659,WH-004,PRO-059,WH-KOL-004-Z02-R01-S02,43,6
INV-660,WH-004,PRO-060,WH-KOL-004-Z02-R01-S02,51,8
INV-661,WH-004,PRO-061,WH-KOL-004-Z02-R01-S03,49,7
INV-662,WH-004,PRO-062,WH-KOL-004-Z02-R01-S03,38,6
INV-663,WH-004,PRO-063,WH-KOL-004-Z02-R01-S03,36,5
INV-664,WH-004,PRO-064,WH-KOL-004-Z02-R01-S03,49,7
INV-665,WH-004,PRO-065,WH-KOL-004-Z02-R01-S03,41,6
INV-666,WH-004,PRO-066,WH-KOL-004-Z02-R01-S04,44,7
INV-667,WH-004,PRO-067,WH-KOL-004-Z02-R01-S04,40,6
INV-668,WH-004,PRO-068,WH-KOL-004-Z02-R01-S04,45,7
INV-669,WH-004,PRO-069,WH-KOL-004-Z02-R01-S04,37,6
INV-670,WH-004,PRO-070,WH-KOL-004-Z02-R01-S04,48,7
INV-671,WH-004,PRO-071,WH-KOL-004-Z02-R01-S05,41,6
INV-672,WH-004,PRO-072,WH-KOL-004-Z02-R01-S05,36,5
INV-673,WH-004,PRO-073,WH-KOL-004-Z02-R01-S05,34,5
INV-674,WH-004,PRO-074,WH-KOL-004-Z02-R01-S05,33,5
INV-675,WH-004,PRO-075,WH-KOL-004-Z02-R01-S05,42,6
INV-676,WH-004,PRO-076,WH-KOL-004-Z02-R02-S01,43,6
INV-677,WH-004,PRO-077,WH-KOL-004-Z02-R02-S01,47,7
INV-678,WH-004,PRO-078,WH-KOL-004-Z02-R02-S01,32,5
INV-679,WH-004,PRO-079,WH-KOL-004-Z02-R02-S01,34,5
INV-680,WH-004,PRO-080,WH-KOL-004-Z02-R02-S01,41,6
INV-681,WH-004,PRO-081,WH-KOL-004-Z02-R02-S02,45,7
INV-682,WH-004,PRO-082,WH-KOL-004-Z02-R02-S02,51,8
INV-683,WH-004,PRO-083,WH-KOL-004-Z02-R02-S02,44,7
INV-684,WH-004,PRO-084,WH-KOL-004-Z02-R02-S02,44,7
INV-685,WH-004,PRO-085,WH-KOL-004-Z02-R02-S02,47,7
INV-686,WH-004,PRO-086,WH-KOL-004-Z02-R02-S03,42,6
INV-687,WH-004,PRO-087,WH-KOL-004-Z02-R02-S03,34,5
INV-688,WH-004,PRO-088,WH-KOL-004-Z02-R02-S03,34,5
INV-689,WH-004,PRO-089,WH-KOL-004-Z02-R02-S03,47,7
INV-690,WH-004,PRO-090,WH-KOL-004-Z02-R02-S03,33,5
INV-691,WH-004,PRO-091,WH-KOL-004-Z02-R02-S04,34,5
INV-692,WH-004,PRO-092,WH-KOL-004-Z02-R02-S04,31,5
INV-693,WH-004,PRO-093,WH-KOL-004-Z02-R02-S04,51,8
INV-694,WH-004,PRO-094,WH-KOL-004-Z02-R02-S04,33,5
INV-695,WH-004,PRO-095,WH-KOL-004-Z02-R02-S04,40,6
INV-696,WH-004,PRO-096,WH-KOL-004-Z02-R02-S05,32,5
INV-697,WH-004,PRO-097,WH-KOL-004-Z02-R02-S05,34,5
INV-698,WH-004,PRO-098,WH-KOL-004-Z02-R02-S05,34,5
INV-699,WH-004,PRO-099,WH-KOL-004-Z02-R02-S05,53,8
INV-700,WH-004,PRO-100,WH-KOL-004-Z02-R02-S05,40,6
INV-701,WH-004,PRO-101,WH-KOL-004-Z03-R01-S01,32,5
INV-702,WH-004,PRO-102,WH-KOL-004-Z03-R01-S01,44,7
INV-703,WH-004,PRO-103,WH-KOL-004-Z03-R01-S01,43,6
INV-704,WH-004,PRO-104,WH-KOL-004-Z03-R01-S01,42,6
INV-705,WH-004,PRO-105,WH-KOL-004-Z03-R01-S01,31,5
INV-706,WH-004,PRO-106,WH-KOL-004-Z03-R01-S02,41,6
INV-707,WH-004,PRO-107,WH-KOL-004-Z03-R01-S02,63,9
INV-708,WH-004,PRO-108,WH-KOL-004-Z03-R01-S02,41,6
INV-709,WH-004,PRO-109,WH-KOL-004-Z03-R01-S02,45,7
INV-710,WH-004,PRO-110,WH-KOL-004-Z03-R01-S02,47,7
INV-711,WH-004,PRO-111,WH-KOL-004-Z03-R01-S03,38,6
INV-712,WH-004,PRO-112,WH-KOL-004-Z03-R01-S03,35,5
INV-713,WH-004,PRO-113,WH-KOL-004-Z03-R01-S03,60,9
INV-714,WH-004,PRO-114,WH-KOL-004-Z03-R01-S03,34,5
INV-715,WH-004,PRO-115,WH-KOL-004-Z03-R01-S03,49,7
