product_id,category_code,category_name,product_name,brand,quality_level,unit_type,canonical_source,source_file,standardized_at
ORL-008,ORL,Oral Care,Meswak Toothpaste,Dabur,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-009,ORL,Oral Care,Colgate Kids,Colgate,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
ORL-010,ORL,Oral Care,Oral-B Toothbrush Pack,Oral-B,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-001,CLN,Home Cleaning,Surf Excel Matic,Surf Excel,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-002,CLN,Home Cleaning,Ariel Matic,Ariel,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-003,CLN,Home Cleaning,Tide Plus,Tide,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-004,CLN,Home Cleaning,Vim Dishwash Liquid,Vim,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-005,CLN,Home Cleaning,Vim Dishwash Bar,Vim,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-006,CLN,Home Cleaning,Lizol Floor Cleaner,Lizol,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-007,CLN,Home Cleaning,Harpic Toilet Cleaner,Harpic,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-008,CLN,Home Cleaning,Colin Glass Cleaner,Colin,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-009,CLN,Home Cleaning,Domex Toilet Cleaner,Domex,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
CLN-010,CLN,Home Cleaning,Dettol Disinfectant Liquid,Dettol,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-001,HOU,Household Essentials,Presto Garbage Bags,Presto,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-002,HOU,Household Essentials,Origami Tissue Roll Pack,Origami,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-003,HOU,Household Essentials,Freshwrap Aluminium Foil,Freshwrap,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-004,HOU,Household Essentials,Freshwrap Cling Film,Freshwrap,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-005,HOU,Household Essentials,Tupperware Storage Container,Tupperware,Premium,piece,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-006,HOU,Household Essentials,Milton Water Bottle,Milton,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-007,HOU,Household Essentials,Cello Storage Container Set,Cello,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-008,HOU,Household Essentials,Scotch-Brite Scrub Pad Pack,Scotch-Brite,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-009,HOU,Household Essentials,Gala Floor Wiper,Gala,Standard,piece,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
HOU-010,HOU,Household Essentials,Pigeon Kitchen Storage Set,Pigeon,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-001,INS,Instant & Packaged Foods,Maggi 2-Minute Noodles,Nestlé,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-002,INS,Instant & Packaged Foods,Yippee Magic Masala Noodles,Sunfeast,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-003,INS,Instant & Packaged Foods,MTR Ready-to-Eat Poha,MTR,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-004,INS,Instant & Packaged Foods,MTR Ready-to-Eat Upma,MTR,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-005,INS,Instant & Packaged Foods,MTR Ready-to-Eat Rajma,MTR,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-006,INS,Instant & Packaged Foods,Tata Sampann Poha,Tata Sampann,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-007,INS,Instant & Packaged Foods,Saffola Masala Oats,Saffola,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-008,INS,Instant & Packaged Foods,Kellogg's Corn Flakes,Kellogg's,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-009,INS,Instant & Packaged Foods,Quaker Oats,Quaker,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
INS-010,INS,Instant & Packaged Foods,Ching's Schezwan Noodles,Ching's Secret,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-001,BAB,Baby Care & Family Care,Pampers Baby Dry Small,Pampers,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-002,BAB,Baby Care & Family Care,Pampers Baby Dry Medium,Pampers,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-003,BAB,Baby Care & Family Care,Huggies Wonder Pants Small,Huggies,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-004,BAB,Baby Care & Family Care,Huggies Wonder Pants Medium,Huggies,Premium,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-005,BAB,Baby Care & Family Care,Johnson's Baby Shampoo,Johnson's Baby,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-006,BAB,Baby Care & Family Care,Johnson's Baby Lotion,Johnson's Baby,Standard,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-007,BAB,Baby Care & Family Care,Himalaya Baby Wipes,Himalaya,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-008,BAB,Baby Care & Family Care,Mamaearth Baby Lotion,Mamaearth,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-009,BAB,Baby Care & Family Care,Sebamed Baby Wash,Sebamed,Premium,ml,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
BAB-010,BAB,Baby Care & Family Care,Johnson's Baby Powder,Johnson's Baby,Standard,g,products.csv,products.csv (reconciled against Final product list.xlsx),2026-09-21T14:25:30.977573+00:00
