warehouse_id,product_id,product_name,category_name,brand,unit_size,shelf_id,bin_id,zone_id,rack_id,shelf_level,slot_no,slot_capacity_units,opening_stock_units,received_units,current_stock_units,reserved_stock_units,available_stock_units,damaged_units,cost_price_rs,selling_price_rs,stock_value_rs,potential_sales_value_rs,margin_per_unit_rs,avg_weekly_demand_units,weeks_of_cover,target_stock_units,shortage_units,reorder_flag,stock_status,snapshot_date,inventory_risk,weeks_of_cover_calc,reorder_flag_calc,stock_cost_value_rs,available_sales_value_rs,source_file,standardized_at
WH-KOL-004,PCR-007,Nivea Body Lotion,Personal Care,Nivea,50 ml,WH-KOL-004-Z03-R02-S05,WH-KOL-004-Z03-R02-S05-B02,Z03,R02,S05,2,200,74,60,50,3,47,0,196.0,225.4,,,29.4,6.9,,13.8,0.0,,Healthy,2026-08-31,NORMAL,6.81,0,9800.0,10593.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,PCR-008,Vaseline Body Lotion,Personal Care,Vaseline,50 ml,WH-KOL-004-Z03-R02-S05,WH-KOL-004-Z03-R02-S05-B03,Z03,R02,S05,3,200,67,32,51,5,46,0,196.0,225.4,,,29.4,6.3,,12.6,0.0,,Healthy,2026-08-31,NORMAL,7.3,0,9996.0,10368.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,PCR-009,Himalaya Face Wash,Personal Care,Himalaya,50 ml,WH-KOL-004-Z03-R02-S05,WH-KOL-004-Z03-R02-S05-B04,Z03,R02,S05,4,200,52,13,40,3,37,0,271.4,312.2,,,40.8,6.8,,13.6,0.0,,Healthy,2026-08-31,NORMAL,5.44,0,10856.0,11551.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,PCR-010,Mamaearth Face Wash,Personal Care,Mamaearth,50 ml,WH-KOL-004-Z03-R02-S05,WH-KOL-004-Z03-R02-S05-B05,Z03,R02,S05,5,200,58,10,46,2,44,0,393.4,452.4,,,59.0,4.8,,9.6,0.0,,Healthy,2026-08-31,NORMAL,9.17,0,18096.4,19905.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-001,Colgate Strong Teeth,Oral Care,Colgate,50 g,WH-KOL-004-Z04-R01-S01,WH-KOL-004-Z04-R01-S01-B01,Z04,R01,S01,1,200,75,48,50,4,46,0,282.6,324.8,,,42.2,4.7,,9.4,0.0,,Healthy,2026-08-31,NORMAL,9.79,0,14130.0,14940.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-002,Colgate MaxFresh,Oral Care,Colgate,50 g,WH-KOL-004-Z04-R01-S01,WH-KOL-004-Z04-R01-S01-B02,Z04,R01,S01,2,200,64,23,52,4,48,0,282.6,324.8,,,42.2,4.5,,9.0,0.0,,Healthy,2026-08-31,NORMAL,10.67,0,14695.2,15590.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-003,Colgate Visible White,Oral Care,Colgate,50 g,WH-KOL-004-Z04-R01-S01,WH-KOL-004-Z04-R01-S01-B03,Z04,R01,S01,3,200,64,5,36,2,34,0,282.6,324.8,,,42.2,4.7,,9.4,0.0,,Healthy,2026-08-31,NORMAL,7.23,0,10173.6,11043.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-004,Closeup Ever Fresh,Oral Care,Closeup,50 g,WH-KOL-004-Z04-R01-S01,WH-KOL-004-Z04-R01-S01-B04,Z04,R01,S01,4,200,47,59,38,4,34,0,282.6,324.8,,,42.2,5.2,,10.4,0.0,,Healthy,2026-08-31,NORMAL,6.54,0,10738.8,11043.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-005,Pepsodent Germicheck,Oral Care,Pepsodent,50 g,WH-KOL-004-Z04-R01-S01,WH-KOL-004-Z04-R01-S01-B05,Z04,R01,S01,5,200,53,26,48,5,43,0,282.6,324.8,,,42.2,5.3,,10.6,0.0,,Healthy,2026-08-31,NORMAL,8.11,0,13564.8,13966.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-006,Sensodyne Fresh Mint,Oral Care,Sensodyne,50 g,WH-KOL-004-Z04-R01-S02,WH-KOL-004-Z04-R01-S02-B01,Z04,R01,S02,1,200,65,0,50,3,47,0,1051.6,1209.4,,,157.8,6.8,,13.6,0.0,,Healthy,2026-08-31,NORMAL,6.91,0,52580.0,56841.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-007,Dabur Red Paste,Oral Care,Dabur,50 g,WH-KOL-004-Z04-R01-S02,WH-KOL-004-Z04-R01-S02-B02,Z04,R01,S02,2,200,43,11,35,3,32,0,282.6,324.8,,,42.2,5.0,,10.0,0.0,,Healthy,2026-08-31,NORMAL,6.4,0,9891.0,10393.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-008,Meswak Toothpaste,Oral Care,Dabur,50 g,WH-KOL-004-Z04-R01-S02,WH-KOL-004-Z04-R01-S02-B03,Z04,R01,S02,3,200,52,43,49,2,47,0,282.6,324.8,,,42.2,5.5,,11.0,0.0,,Healthy,2026-08-31,NORMAL,8.55,0,13847.4,15265.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-009,Colgate Kids,Oral Care,Colgate,50 g,WH-KOL-004-Z04-R01-S02,WH-KOL-004-Z04-R01-S02-B04,Z04,R01,S02,4,200,62,10,54,3,51,0,396.0,455.4,,,59.4,4.2,,8.4,0.0,,Healthy,2026-08-31,NORMAL,12.14,0,21384.0,23225.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,ORL-010,Oral-B Toothbrush Pack,Oral Care,Oral-B,50 g,WH-KOL-004-Z04-R01-S02,WH-KOL-004-Z04-R01-S02-B05,Z04,R01,S02,5,200,56,38,36,1,35,0,169.8,195.4,,,25.6,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,5.38,0,6112.8,6839.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-001,Surf Excel Matic,Home Cleaning,Surf Excel,500 g,WH-KOL-004-Z04-R01-S03,WH-KOL-004-Z04-R01-S03-B01,Z04,R01,S03,1,200,43,23,40,1,39,0,869.4,999.8,,,130.4,6.4,,12.8,0.0,,Healthy,2026-08-31,NORMAL,6.09,0,34776.0,38992.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-002,Ariel Matic,Home Cleaning,Ariel,500 g,WH-KOL-004-Z04-R01-S03,WH-KOL-004-Z04-R01-S03-B02,Z04,R01,S03,2,200,63,49,40,3,37,0,869.4,999.8,,,130.4,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,8.41,0,34776.0,36992.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-003,Tide Plus,Home Cleaning,Tide,500 g,WH-KOL-004-Z04-R01-S03,WH-KOL-004-Z04-R01-S03-B03,Z04,R01,S03,3,200,40,42,38,3,35,0,644.0,740.6,,,96.6,5.9,,11.8,0.0,,Healthy,2026-08-31,NORMAL,5.93,0,24472.0,25921.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-004,Vim Dishwash Liquid,Home Cleaning,Vim,50 ml,WH-KOL-004-Z04-R01-S03,WH-KOL-004-Z04-R01-S03-B04,Z04,R01,S03,4,200,67,38,48,4,44,0,60.8,70.0,,,9.2,4.3,,8.6,0.0,,Healthy,2026-08-31,NORMAL,10.23,0,2918.4,3080.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-005,Vim Dishwash Bar,Home Cleaning,Vim,50 g,WH-KOL-004-Z04-R01-S03,WH-KOL-004-Z04-R01-S03-B05,Z04,R01,S03,5,200,51,51,51,3,48,0,75.4,86.8,,,11.4,5.8,,11.6,0.0,,Healthy,2026-08-31,NORMAL,8.28,0,3845.4,4166.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-006,Lizol Floor Cleaner,Home Cleaning,Lizol,50 g,WH-KOL-004-Z04-R01-S04,WH-KOL-004-Z04-R01-S04-B01,Z04,R01,S04,1,200,48,39,42,2,40,0,75.4,86.8,,,11.4,6.8,,13.6,0.0,,Healthy,2026-08-31,NORMAL,5.88,0,3166.8,3472.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-007,Harpic Toilet Cleaner,Home Cleaning,Harpic,50 ml,WH-KOL-004-Z04-R01-S04,WH-KOL-004-Z04-R01-S04-B02,Z04,R01,S04,2,200,73,44,51,5,46,0,56.8,65.4,,,8.6,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,7.08,0,2896.8,3008.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-008,Colin Glass Cleaner,Home Cleaning,Colin,50 ml,WH-KOL-004-Z04-R01-S04,WH-KOL-004-Z04-R01-S04-B03,Z04,R01,S04,3,200,51,54,35,2,33,0,56.8,65.4,,,8.6,5.4,,10.8,0.0,,Healthy,2026-08-31,NORMAL,6.11,0,1988.0,2158.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-009,Domex Toilet Cleaner,Home Cleaning,Domex,50 ml,WH-KOL-004-Z04-R01-S04,WH-KOL-004-Z04-R01-S04-B04,Z04,R01,S04,4,200,59,9,44,3,41,0,56.8,65.4,,,8.6,5.1,,10.2,0.0,,Healthy,2026-08-31,NORMAL,8.04,0,2499.2,2681.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,CLN-010,Dettol Disinfectant Liquid,Home Cleaning,Dettol,50 ml,WH-KOL-004-Z04-R01-S04,WH-KOL-004-Z04-R01-S04-B05,Z04,R01,S04,5,200,49,17,42,2,40,0,56.8,65.4,,,8.6,6.7,,13.4,0.0,,Healthy,2026-08-31,NORMAL,5.97,0,2385.6,2616.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-001,Presto Garbage Bags,Household Essentials,Presto,50 g,WH-KOL-004-Z04-R01-S05,WH-KOL-004-Z04-R01-S05-B01,Z04,R01,S05,1,200,54,51,53,5,48,0,100.8,115.8,,,15.0,4.4,,8.8,0.0,,Healthy,2026-08-31,NORMAL,10.91,0,5342.4,5558.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-002,Origami Tissue Roll Pack,Household Essentials,Origami,50 g,WH-KOL-004-Z04-R01-S05,WH-KOL-004-Z04-R01-S05-B02,Z04,R01,S05,2,200,50,34,36,3,33,0,100.8,115.8,,,15.0,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,5.08,0,3628.8,3821.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-003,Freshwrap Aluminium Foil,Household Essentials,Freshwrap,50 g,WH-KOL-004-Z04-R01-S05,WH-KOL-004-Z04-R01-S05-B03,Z04,R01,S05,3,200,82,40,53,3,50,0,100.8,115.8,,,15.0,6.5,,13.0,0.0,,Healthy,2026-08-31,NORMAL,7.69,0,5342.4,5790.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-004,Freshwrap Cling Film,Household Essentials,Freshwrap,50 g,WH-KOL-004-Z04-R01-S05,WH-KOL-004-Z04-R01-S05-B04,Z04,R01,S05,4,200,78,23,48,2,46,0,100.8,115.8,,,15.0,5.6,,11.2,0.0,,Healthy,2026-08-31,NORMAL,8.21,0,4838.4,5326.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-005,Tupperware Storage Container,Household Essentials,Tupperware,1 piece,WH-KOL-004-Z04-R01-S05,WH-KOL-004-Z04-R01-S05-B05,Z04,R01,S05,5,200,44,0,43,3,40,0,294.2,338.4,,,44.2,4.5,,9.0,0.0,,Healthy,2026-08-31,NORMAL,8.89,0,12650.6,13536.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-006,Milton Water Bottle,Household Essentials,Milton,50 g,WH-KOL-004-Z04-R02-S01,WH-KOL-004-Z04-R02-S01-B01,Z04,R02,S01,1,200,73,56,43,4,39,0,100.8,115.8,,,15.0,4.3,,8.6,0.0,,Healthy,2026-08-31,NORMAL,9.07,0,4334.4,4516.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-007,Cello Storage Container Set,Household Essentials,Cello,50 g,WH-KOL-004-Z04-R02-S01,WH-KOL-004-Z04-R02-S01-B02,Z04,R02,S01,2,200,38,31,38,2,36,0,100.8,115.8,,,15.0,5.6,,11.2,0.0,,Healthy,2026-08-31,NORMAL,6.43,0,3830.4,4168.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-008,Scotch-Brite Scrub Pad Pack,Household Essentials,Scotch-Brite,50 g,WH-KOL-004-Z04-R02-S01,WH-KOL-004-Z04-R02-S01-B03,Z04,R02,S01,3,200,67,49,55,2,53,0,100.8,115.8,,,15.0,5.0,,10.0,0.0,,Healthy,2026-08-31,NORMAL,10.6,0,5544.0,6137.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-009,Gala Floor Wiper,Household Essentials,Gala,1 piece,WH-KOL-004-Z04-R02-S01,WH-KOL-004-Z04-R02-S01-B04,Z04,R02,S01,4,200,58,16,44,2,42,0,294.2,338.4,,,44.2,6.2,,12.4,0.0,,Healthy,2026-08-31,NORMAL,6.77,0,12944.8,14212.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,HOU-010,Pigeon Kitchen Storage Set,Household Essentials,Pigeon,50 g,WH-KOL-004-Z04-R02-S01,WH-KOL-004-Z04-R02-S01-B05,Z04,R02,S01,5,200,46,30,44,3,41,0,100.8,115.8,,,15.0,4.6,,9.2,0.0,,Healthy,2026-08-31,NORMAL,8.91,0,4435.2,4747.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-001,Maggi 2-Minute Noodles,Instant & Packaged Foods,Nestlé,50 g,WH-KOL-004-Z04-R02-S02,WH-KOL-004-Z04-R02-S02-B01,Z04,R02,S02,1,200,100,15,98,7,91,0,60.8,70.0,,,9.2,71.0,,142.0,51.0,,Healthy,2026-08-31,NORMAL,1.28,1,5958.4,6370.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-002,Yippee Magic Masala Noodles,Instant & Packaged Foods,Sunfeast,50 g,WH-KOL-004-Z04-R02-S02,WH-KOL-004-Z04-R02-S02-B02,Z04,R02,S02,2,200,72,30,42,4,38,0,60.8,70.0,,,9.2,26.3,,52.6,14.6,,Healthy,2026-08-31,NORMAL,1.44,1,2553.6,2660.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-003,MTR Ready-to-Eat Poha,Instant & Packaged Foods,MTR,50 g,WH-KOL-004-Z04-R02-S02,WH-KOL-004-Z04-R02-S02-B03,Z04,R02,S02,3,200,67,25,41,1,40,0,98.2,113.0,,,14.8,20.6,,41.2,1.2,,Healthy,2026-08-31,NORMAL,1.94,1,4026.2,4520.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-004,MTR Ready-to-Eat Upma,Instant & Packaged Foods,MTR,50 g,WH-KOL-004-Z04-R02-S02,WH-KOL-004-Z04-R02-S02-B04,Z04,R02,S02,4,200,77,2,68,6,62,0,98.2,113.0,,,14.8,52.1,,104.2,42.2,,Healthy,2026-08-31,NORMAL,1.19,1,6677.6,7006.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-005,MTR Ready-to-Eat Rajma,Instant & Packaged Foods,MTR,50 g,WH-KOL-004-Z04-R02-S02,WH-KOL-004-Z04-R02-S02-B05,Z04,R02,S02,5,200,61,0,49,4,45,0,98.2,113.0,,,14.8,16.0,,32.0,0.0,,Healthy,2026-08-31,NORMAL,2.81,0,4811.8,5085.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-006,Tata Sampann Poha,Instant & Packaged Foods,Tata Sampann,50 g,WH-KOL-004-Z04-R02-S03,WH-KOL-004-Z04-R02-S03-B01,Z04,R02,S03,1,200,104,20,76,6,70,0,66.4,76.4,,,10.0,38.4,,76.8,6.8,,Healthy,2026-08-31,NORMAL,1.82,1,5046.4,5348.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-007,Saffola Masala Oats,Instant & Packaged Foods,Saffola,50 g,WH-KOL-004-Z04-R02-S03,WH-KOL-004-Z04-R02-S03-B02,Z04,R02,S03,2,200,77,12,55,2,53,0,71.0,81.6,,,10.6,23.4,,46.8,0.0,,Healthy,2026-08-31,NORMAL,2.26,0,3905.0,4324.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-008,Kellogg's Corn Flakes,Instant & Packaged Foods,Kellogg's,50 g,WH-KOL-004-Z04-R02-S03,WH-KOL-004-Z04-R02-S03-B03,Z04,R02,S03,3,200,104,8,94,7,87,0,98.2,113.0,,,14.8,67.1,,134.2,47.2,,Healthy,2026-08-31,NORMAL,1.3,1,9230.8,9831.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-009,Quaker Oats,Instant & Packaged Foods,Quaker,50 g,WH-KOL-004-Z04-R02-S03,WH-KOL-004-Z04-R02-S03-B04,Z04,R02,S03,4,200,101,9,86,3,83,0,105.6,121.4,,,15.8,50.4,,100.8,17.8,,Healthy,2026-08-31,NORMAL,1.65,1,9081.6,10076.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,INS-010,Ching's Schezwan Noodles,Instant & Packaged Foods,Ching's Secret,50 g,WH-KOL-004-Z04-R02-S03,WH-KOL-004-Z04-R02-S03-B05,Z04,R02,S03,5,200,77,49,72,3,69,0,60.8,70.0,,,9.2,40.1,,80.2,11.2,,Healthy,2026-08-31,NORMAL,1.72,1,4377.6,4830.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-001,Pampers Baby Dry Small,Baby Care & Family Care,Pampers,50 g,WH-KOL-004-Z04-R02-S04,WH-KOL-004-Z04-R02-S04-B01,Z04,R02,S04,1,200,73,27,46,4,42,0,358.2,412.0,,,53.8,5.9,,11.8,0.0,,Healthy,2026-08-31,NORMAL,7.12,0,16477.2,17304.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-002,Pampers Baby Dry Medium,Baby Care & Family Care,Pampers,50 g,WH-KOL-004-Z04-R02-S04,WH-KOL-004-Z04-R02-S04-B02,Z04,R02,S04,2,200,50,39,43,2,41,0,358.2,412.0,,,53.8,6.7,,13.4,0.0,,Healthy,2026-08-31,NORMAL,6.12,0,15402.6,16892.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-003,Huggies Wonder Pants Small,Baby Care & Family Care,Huggies,50 g,WH-KOL-004-Z04-R02-S04,WH-KOL-004-Z04-R02-S04-B03,Z04,R02,S04,3,200,70,4,51,5,46,0,358.2,412.0,,,53.8,6.6,,13.2,0.0,,Healthy,2026-08-31,NORMAL,6.97,0,18268.2,18952.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-004,Huggies Wonder Pants Medium,Baby Care & Family Care,Huggies,50 g,WH-KOL-004-Z04-R02-S04,WH-KOL-004-Z04-R02-S04-B04,Z04,R02,S04,4,200,52,18,43,2,41,0,358.2,412.0,,,53.8,6.3,,12.6,0.0,,Healthy,2026-08-31,NORMAL,6.51,0,15402.6,16892.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-005,Johnson's Baby Shampoo,Baby Care & Family Care,Johnson's Baby,50 ml,WH-KOL-004-Z04-R02-S04,WH-KOL-004-Z04-R02-S04-B05,Z04,R02,S04,5,200,71,24,55,3,52,0,414.8,477.0,,,62.2,6.7,,13.4,0.0,,Healthy,2026-08-31,NORMAL,7.76,0,22814.0,24804.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-006,Johnson's Baby Lotion,Baby Care & Family Care,Johnson's Baby,50 ml,WH-KOL-004-Z04-R02-S05,WH-KOL-004-Z04-R02-S05-B01,Z04,R02,S05,1,200,50,54,46,3,43,0,414.8,477.0,,,62.2,4.9,,9.8,0.0,,Healthy,2026-08-31,NORMAL,8.78,0,19080.8,20511.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-007,Himalaya Baby Wipes,Baby Care & Family Care,Himalaya,50 g,WH-KOL-004-Z04-R02-S05,WH-KOL-004-Z04-R02-S05-B02,Z04,R02,S05,2,200,73,56,50,4,46,0,301.6,346.8,,,45.2,5.9,,11.8,0.0,,Healthy,2026-08-31,NORMAL,7.8,0,15080.0,15952.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-008,Mamaearth Baby Lotion,Baby Care & Family Care,Mamaearth,50 ml,WH-KOL-004-Z04-R02-S05,WH-KOL-004-Z04-R02-S05-B03,Z04,R02,S05,3,200,59,22,55,2,53,0,601.4,691.6,,,90.2,5.6,,11.2,0.0,,Healthy,2026-08-31,NORMAL,9.46,0,33077.0,36654.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-009,Sebamed Baby Wash,Baby Care & Family Care,Sebamed,50 ml,WH-KOL-004-Z04-R02-S05,WH-KOL-004-Z04-R02-S05-B04,Z04,R02,S05,4,200,34,15,34,3,31,0,787.8,906.0,,,118.2,4.3,,8.6,0.0,,Healthy,2026-08-31,NORMAL,7.21,0,26785.2,28086.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,BAB-010,Johnson's Baby Powder,Baby Care & Family Care,Johnson's Baby,50 g,WH-KOL-004-Z04-R02-S05,WH-KOL-004-Z04-R02-S05-B05,Z04,R02,S05,5,200,76,25,55,2,53,0,301.6,346.8,,,45.2,4.3,,8.6,0.0,,Healthy,2026-08-31,NORMAL,12.33,0,16588.0,18380.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-001,Amul Vanilla Ice Cream,Ice Cream & Frozen Desserts,Amul,80 ml,WH-KOL-005-Z01-R01-S01,WH-KOL-005-Z01-R01-S01-B01,Z01,R01,S01,1,200,78,36,57,5,52,0,101.6,116.8,,,15.2,67.3,,134.6,82.6,,Healthy,2026-08-31,NORMAL,0.77,1,5791.2,6073.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-002,Amul Chocolate Ice Cream,Ice Cream & Frozen Desserts,Amul,80 ml,WH-KOL-005-Z01-R01-S01,WH-KOL-005-Z01-R01-S01-B02,Z01,R01,S01,2,200,96,25,83,5,78,0,101.6,116.8,,,15.2,100.6,,201.2,123.2,,Healthy,2026-08-31,NORMAL,0.78,1,8432.8,9110.4,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-003,Kwality Wall's Cornetto,Ice Cream & Frozen Desserts,Kwality Wall's,80 ml,WH-KOL-005-Z01-R01-S01,WH-KOL-005-Z01-R01-S01-B03,Z01,R01,S01,3,200,77,24,67,4,63,0,135.4,155.6,,,20.2,107.8,,215.6,152.6,,Healthy,2026-08-31,NORMAL,0.58,1,9071.8,9802.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-004,Kwality Wall's Magnum Classic,Ice Cream & Frozen Desserts,Kwality Wall's,80 ml,WH-KOL-005-Z01-R01-S01,WH-KOL-005-Z01-R01-S01-B04,Z01,R01,S01,4,200,78,47,64,6,58,0,220.0,253.2,,,33.2,72.6,,145.2,87.2,,Healthy,2026-08-31,NORMAL,0.8,1,14080.0,14685.6,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,80 ml,WH-KOL-005-Z01-R01-S01,WH-KOL-005-Z01-R01-S01-B05,Z01,R01,S01,5,200,92,52,70,4,66,0,143.8,165.2,,,21.4,76.1,,152.2,86.2,,Healthy,2026-08-31,NORMAL,0.87,1,10066.0,10903.2,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,80 ml,WH-KOL-005-Z01-R01-S02,WH-KOL-005-Z01-R01-S02-B01,Z01,R01,S02,1,200,86,47,76,7,69,0,143.8,165.2,,,21.4,94.7,,189.4,120.4,,Healthy,2026-08-31,NORMAL,0.73,1,10928.8,11398.8,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,80 ml,WH-KOL-005-Z01-R01-S02,WH-KOL-005-Z01-R01-S02-B02,Z01,R01,S02,2,200,113,42,89,7,82,0,126.8,146.0,,,19.2,74.4,,148.8,66.8,,Healthy,2026-08-31,NORMAL,1.1,1,11285.2,11972.0,inventory_stock.xlsx/Inventory_Position+Inventory_Control,2026-09-21T14:25:30.977573+00:00
