supplier_product_key,supplier_id,supplier_type_id,supplier_type_name,product_id,product_name,category_code,category_name,unit_type,supplier_cost_price_rs,unmapped_col_10_quarantine,supplied_unit_size,supply_status,source_file,standardized_at
SUP-KOL-005-05_ORL-009,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",ORL-009,Colgate Kids,ORL,Oral Care,g,58,57.07,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_ORL-010,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",ORL-010,Oral-B Toothbrush Pack,ORL,Oral Care,g,25,24.6,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-001,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-001,Surf Excel Matic,CLN,Home Cleaning,g,135,132.84,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-002,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-002,Ariel Matic,CLN,Home Cleaning,g,135,132.84,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-003,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-003,Tide Plus,CLN,Home Cleaning,g,100,98.4,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-004,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-004,Vim Dishwash Liquid,CLN,Home Cleaning,ml,10,9.84,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-005,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-005,Vim Dishwash Bar,CLN,Home Cleaning,g,11,10.82,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-006,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-006,Lizol Floor Cleaner,CLN,Home Cleaning,g,11,10.82,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-007,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-007,Harpic Toilet Cleaner,CLN,Home Cleaning,ml,10,9.84,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-008,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-008,Colin Glass Cleaner,CLN,Home Cleaning,ml,10,9.84,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-009,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-009,Domex Toilet Cleaner,CLN,Home Cleaning,ml,10,9.84,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_CLN-010,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",CLN-010,Dettol Disinfectant Liquid,CLN,Home Cleaning,ml,10,9.84,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-001,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-001,Presto Garbage Bags,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-002,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-002,Origami Tissue Roll Pack,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-003,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-003,Freshwrap Aluminium Foil,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-004,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-004,Freshwrap Cling Film,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-005,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-005,Tupperware Storage Container,HOU,Household Essentials,piece,90,88.56,1 piece,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-006,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-006,Milton Water Bottle,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-007,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-007,Cello Storage Container Set,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-008,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-008,Scotch-Brite Scrub Pad Pack,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-009,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-009,Gala Floor Wiper,HOU,Household Essentials,piece,90,88.56,1 piece,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_HOU-010,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",HOU-010,Pigeon Kitchen Storage Set,HOU,Household Essentials,g,48,47.23,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-001,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-001,Pampers Baby Dry Small,BAB,Baby Care & Family Care,g,52,51.17,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-002,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-002,Pampers Baby Dry Medium,BAB,Baby Care & Family Care,g,52,51.17,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-003,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-003,Huggies Wonder Pants Small,BAB,Baby Care & Family Care,g,52,51.17,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-004,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-004,Huggies Wonder Pants Medium,BAB,Baby Care & Family Care,g,52,51.17,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-005,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-005,Johnson's Baby Shampoo,BAB,Baby Care & Family Care,ml,61,60.02,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-006,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-006,Johnson's Baby Lotion,BAB,Baby Care & Family Care,ml,61,60.02,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-007,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-007,Himalaya Baby Wipes,BAB,Baby Care & Family Care,g,44,43.3,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-008,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-008,Mamaearth Baby Lotion,BAB,Baby Care & Family Care,ml,88,86.59,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-009,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-009,Sebamed Baby Wash,BAB,Baby Care & Family Care,ml,115,113.16,50 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-005-05_BAB-010,SUP-KOL-005-05,SUP-T05,"Home, Personal & Family",BAB-010,Johnson's Baby Powder,BAB,Baby Care & Family Care,g,44,43.3,50 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-001,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-001,Amul Vanilla Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,36,35.71,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-002,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-002,Amul Chocolate Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,36,35.71,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-003,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-003,Kwality Wall's Cornetto,ICE,Ice Cream & Frozen Desserts,ml,48,47.62,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-004,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-004,Kwality Wall's Magnum Classic,ICE,Ice Cream & Frozen Desserts,ml,78,77.38,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-005,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-005,Havmor Butterscotch Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,51,50.59,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-006,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-006,Havmor Mango Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,51,50.59,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-007,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-007,Vadilal Kesar Pista Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,45,44.64,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-008,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-008,Naturals Tender Coconut Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,66,65.47,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-009,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-009,Mother Dairy Strawberry Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,44,43.65,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_ICE-010,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,ICE-010,Amul Rajbhog Ice Cream,ICE,Ice Cream & Frozen Desserts,ml,36,35.71,80 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-001,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-001,Amul Full Cream Milk,DAI,Dairy & Milk Products,ml,85,84.32,200 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-002,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-002,Amul Taaza Toned Milk,DAI,Dairy & Milk Products,ml,16,15.87,200 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-003,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-003,Mother Dairy Toned Milk,DAI,Dairy & Milk Products,ml,16,15.87,200 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-004,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-004,Amul Masti Dahi,DAI,Dairy & Milk Products,g,11,10.91,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-005,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-005,Mother Dairy Curd,DAI,Dairy & Milk Products,g,10,9.92,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-006,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-006,Amul Butter,DAI,Dairy & Milk Products,g,65,64.48,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-007,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-007,Amul Paneer,DAI,Dairy & Milk Products,g,47,46.62,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-008,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-008,Amul Cheese Slices,DAI,Dairy & Milk Products,g,58,57.54,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-009,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-009,Epigamia Greek Yogurt,DAI,Dairy & Milk Products,g,107,106.14,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_DAI-010,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,DAI-010,Amul Fresh Cream,DAI,Dairy & Milk Products,ml,85,84.32,200 ml,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-001,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-001,Apple,FRT,Fresh Fruits,g,55,54.56,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-002,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-002,Banana,FRT,Fresh Fruits,dozen,35,34.72,1 dozen,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-003,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-003,Mango,FRT,Fresh Fruits,g,40,39.68,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-004,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-004,Orange,FRT,Fresh Fruits,g,24,23.81,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-005,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-005,Guava,FRT,Fresh Fruits,g,21,20.83,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-006,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-006,Papaya,FRT,Fresh Fruits,g,16,15.87,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-007,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-007,Pomegranate,FRT,Fresh Fruits,g,55,54.56,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-008,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-008,Watermelon,FRT,Fresh Fruits,piece,55,54.56,1 piece,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-009,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-009,Grapes,FRT,Fresh Fruits,g,45,44.64,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_FRT-010,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,FRT-010,Pineapple,FRT,Fresh Fruits,piece,65,64.48,1 piece,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-001,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-001,Potato,VEG,Fresh Vegetables,g,10,9.92,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-002,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-002,Tomato,VEG,Fresh Vegetables,g,12,11.9,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-003,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-003,Onion,VEG,Fresh Vegetables,g,13,12.9,250 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-004,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-004,Green Peas,VEG,Fresh Vegetables,g,14,13.89,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-005,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-005,Cauliflower,VEG,Fresh Vegetables,piece,50,49.6,1 piece,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-006,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-006,Spinach,VEG,Fresh Vegetables,g,10,9.92,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-007,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-007,Carrot,VEG,Fresh Vegetables,g,10,9.92,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-008,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-008,Cucumber,VEG,Fresh Vegetables,g,10,9.92,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-009,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-009,Green Chilli,VEG,Fresh Vegetables,g,14,13.89,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-01_VEG-010,SUP-KOL-006-01,SUP-T01,Fresh Produce & Chilled,VEG-010,Brinjal,VEG,Fresh Vegetables,g,10,9.92,100 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-001,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-001,India Gate Basmati Rice,STP,Rice & Staples,g,40,40.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-002,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-002,Daawat Basmati Rice,STP,Rice & Staples,g,40,40.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-003,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-003,Fortune Rozana Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-004,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-004,Gobindobhog Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-005,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-005,India Gate Dubar Rice,STP,Rice & Staples,g,40,40.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-006,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-006,Daawat Sona Masuri Rice,STP,Rice & Staples,g,40,40.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-007,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-007,Lal Qilla Basmati Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-008,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-008,Fortune Everyday Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-009,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-009,Kohinoor Basmati Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_STP-010,SUP-KOL-006-02,SUP-T02,Staples & Cooking,STP-010,Miniket Rice,STP,Rice & Staples,g,36,36.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-001,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-001,Aashirvaad Whole Wheat Atta,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-002,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-002,Fortune Chakki Fresh Atta,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-003,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-003,Pillsbury Chakki Fresh Atta,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-004,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-004,Annapurna Atta,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-005,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-005,Aashirvaad Multigrain Atta,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-006,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-006,Tata Sampann Besan,FLO,"Flour, Atta & Baking Essentials",g,37,37.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-007,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-007,Fortune Maida,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-008,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-008,Rajdhani Besan,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-009,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-009,Pillsbury Maida,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_FLO-010,SUP-KOL-006-02,SUP-T02,Staples & Cooking,FLO-010,Baking Soda,FLO,"Flour, Atta & Baking Essentials",g,34,34.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-001,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-001,Tata Sampann Toor Dal,DAL,Pulses & Dal,g,96,96.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-002,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-002,Tata Sampann Moong Dal,DAL,Pulses & Dal,g,96,96.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-003,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-003,Tata Sampann Masoor Dal,DAL,Pulses & Dal,g,96,96.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-004,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-004,Fortune Chana Dal,DAL,Pulses & Dal,g,88,88.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-005,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-005,Fortune Urad Dal,DAL,Pulses & Dal,g,88,88.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
SUP-KOL-006-02_DAL-006,SUP-KOL-006-02,SUP-T02,Staples & Cooking,DAL-006,India Gate Moong Dal,DAL,Pulses & Dal,g,98,98.0,500 g,Available,supplier_inventory.xlsx/Supplier_Product_Catalog,2026-09-21T14:25:30.977573+00:00
