warehouse_id,shelf_id,zone_id,rack_id,shelf_level,shelf_capacity_units,product_slots,used_units,free_units,space_utilization_pct,source_file,standardized_at
WH-KOL-004,WH-KOL-004-Z04-R01-S03,Z04,R01,S03,1000,5,217,783,21.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R01-S04,Z04,R01,S04,1000,5,214,786,21.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R01-S05,Z04,R01,S05,1000,5,233,767,23.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R02-S01,Z04,R02,S01,1000,5,224,776,22.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R02-S02,Z04,R02,S02,1000,5,298,702,29.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R02-S03,Z04,R02,S03,1000,5,383,617,38.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R02-S04,Z04,R02,S04,1000,5,238,762,23.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-004,WH-KOL-004-Z04-R02-S05,Z04,R02,S05,1000,5,240,760,24.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R01-S01,Z01,R01,S01,1000,5,341,659,34.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R01-S02,Z01,R01,S02,1000,5,397,603,39.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R01-S03,Z01,R01,S03,1000,5,268,732,26.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R01-S04,Z01,R01,S04,1000,5,247,753,24.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R01-S05,Z01,R01,S05,1000,5,349,651,34.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R02-S01,Z01,R02,S01,1000,5,415,585,41.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R02-S02,Z01,R02,S02,1000,5,493,507,49.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R02-S03,Z01,R02,S03,1000,5,369,631,36.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R02-S04,Z01,R02,S04,1000,5,380,620,38.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z01-R02-S05,Z01,R02,S05,1000,5,331,669,33.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R01-S01,Z02,R01,S01,1000,5,319,681,31.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R01-S02,Z02,R01,S02,1000,5,268,732,26.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R01-S03,Z02,R01,S03,1000,5,243,757,24.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R01-S04,Z02,R01,S04,1000,5,243,757,24.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R01-S05,Z02,R01,S05,1000,5,251,749,25.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R02-S01,Z02,R02,S01,1000,5,272,728,27.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R02-S02,Z02,R02,S02,1000,5,245,755,24.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R02-S03,Z02,R02,S03,1000,5,254,746,25.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R02-S04,Z02,R02,S04,1000,5,262,738,26.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z02-R02-S05,Z02,R02,S05,1000,5,257,743,25.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R01-S01,Z03,R01,S01,1000,5,213,787,21.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R01-S02,Z03,R01,S02,1000,5,265,735,26.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R01-S03,Z03,R01,S03,1000,5,282,718,28.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R01-S04,Z03,R01,S04,1000,5,271,729,27.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R01-S05,Z03,R01,S05,1000,5,271,729,27.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R02-S01,Z03,R02,S01,1000,5,253,747,25.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R02-S02,Z03,R02,S02,1000,5,418,582,41.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R02-S03,Z03,R02,S03,1000,5,442,558,44.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R02-S04,Z03,R02,S04,1000,5,211,789,21.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z03-R02-S05,Z03,R02,S05,1000,5,247,753,24.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R01-S01,Z04,R01,S01,1000,5,257,743,25.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R01-S02,Z04,R01,S02,1000,5,247,753,24.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R01-S03,Z04,R01,S03,1000,5,239,761,23.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R01-S04,Z04,R01,S04,1000,5,232,768,23.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R01-S05,Z04,R01,S05,1000,5,283,717,28.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R02-S01,Z04,R02,S01,1000,5,260,740,26.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R02-S02,Z04,R02,S02,1000,5,386,614,38.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R02-S03,Z04,R02,S03,1000,5,432,568,43.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R02-S04,Z04,R02,S04,1000,5,253,747,25.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-005,WH-KOL-005-Z04-R02-S05,Z04,R02,S05,1000,5,238,762,23.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R01-S01,Z01,R01,S01,1000,5,443,557,44.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R01-S02,Z01,R01,S02,1000,5,418,582,41.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R01-S03,Z01,R01,S03,1000,5,337,663,33.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R01-S04,Z01,R01,S04,1000,5,253,747,25.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R01-S05,Z01,R01,S05,1000,5,435,565,43.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R02-S01,Z01,R02,S01,1000,5,507,493,50.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R02-S02,Z01,R02,S02,1000,5,555,445,55.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R02-S03,Z01,R02,S03,1000,5,458,542,45.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R02-S04,Z01,R02,S04,1000,5,463,537,46.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z01-R02-S05,Z01,R02,S05,1000,5,356,644,35.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R01-S01,Z02,R01,S01,1000,5,351,649,35.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R01-S02,Z02,R01,S02,1000,5,288,712,28.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R01-S03,Z02,R01,S03,1000,5,269,731,26.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R01-S04,Z02,R01,S04,1000,5,257,743,25.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R01-S05,Z02,R01,S05,1000,5,298,702,29.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R02-S01,Z02,R02,S01,1000,5,285,715,28.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R02-S02,Z02,R02,S02,1000,5,288,712,28.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R02-S03,Z02,R02,S03,1000,5,307,693,30.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R02-S04,Z02,R02,S04,1000,5,286,714,28.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z02-R02-S05,Z02,R02,S05,1000,5,284,716,28.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R01-S01,Z03,R01,S01,1000,5,304,696,30.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R01-S02,Z03,R01,S02,1000,5,350,650,35.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R01-S03,Z03,R01,S03,1000,5,341,659,34.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R01-S04,Z03,R01,S04,1000,5,387,613,38.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R01-S05,Z03,R01,S05,1000,5,282,718,28.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R02-S01,Z03,R02,S01,1000,5,296,704,29.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R02-S02,Z03,R02,S02,1000,5,540,460,54.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R02-S03,Z03,R02,S03,1000,5,447,553,44.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R02-S04,Z03,R02,S04,1000,5,278,722,27.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z03-R02-S05,Z03,R02,S05,1000,5,299,701,29.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R01-S01,Z04,R01,S01,1000,5,268,732,26.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R01-S02,Z04,R01,S02,1000,5,259,741,25.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R01-S03,Z04,R01,S03,1000,5,273,727,27.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R01-S04,Z04,R01,S04,1000,5,319,681,31.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R01-S05,Z04,R01,S05,1000,5,303,697,30.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R02-S01,Z04,R02,S01,1000,5,294,706,29.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R02-S02,Z04,R02,S02,1000,5,443,557,44.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R02-S03,Z04,R02,S03,1000,5,516,484,51.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R02-S04,Z04,R02,S04,1000,5,324,676,32.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-006,WH-KOL-006-Z04-R02-S05,Z04,R02,S05,1000,5,275,725,27.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R01-S01,Z01,R01,S01,1000,5,358,642,35.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R01-S02,Z01,R01,S02,1000,5,355,645,35.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R01-S03,Z01,R01,S03,1000,5,237,763,23.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R01-S04,Z01,R01,S04,1000,5,228,772,22.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R01-S05,Z01,R01,S05,1000,5,382,618,38.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R02-S01,Z01,R02,S01,1000,5,352,648,35.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R02-S02,Z01,R02,S02,1000,5,460,540,46.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R02-S03,Z01,R02,S03,1000,5,361,639,36.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R02-S04,Z01,R02,S04,1000,5,375,625,37.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z01-R02-S05,Z01,R02,S05,1000,5,264,736,26.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R01-S01,Z02,R01,S01,1000,5,312,688,31.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R01-S02,Z02,R01,S02,1000,5,223,777,22.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R01-S03,Z02,R01,S03,1000,5,243,757,24.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R01-S04,Z02,R01,S04,1000,5,223,777,22.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R01-S05,Z02,R01,S05,1000,5,213,787,21.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R02-S01,Z02,R02,S01,1000,5,207,793,20.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R02-S02,Z02,R02,S02,1000,5,224,776,22.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R02-S03,Z02,R02,S03,1000,5,220,780,22.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R02-S04,Z02,R02,S04,1000,5,230,770,23.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z02-R02-S05,Z02,R02,S05,1000,5,249,751,24.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R01-S01,Z03,R01,S01,1000,5,211,789,21.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R01-S02,Z03,R01,S02,1000,5,267,733,26.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R01-S03,Z03,R01,S03,1000,5,274,726,27.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R01-S04,Z03,R01,S04,1000,5,323,677,32.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R01-S05,Z03,R01,S05,1000,5,265,735,26.5,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R02-S01,Z03,R02,S01,1000,5,253,747,25.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R02-S02,Z03,R02,S02,1000,5,448,552,44.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R02-S03,Z03,R02,S03,1000,5,394,606,39.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R02-S04,Z03,R02,S04,1000,5,233,767,23.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z03-R02-S05,Z03,R02,S05,1000,5,230,770,23.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R01-S01,Z04,R01,S01,1000,5,204,796,20.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R01-S02,Z04,R01,S02,1000,5,217,783,21.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R01-S03,Z04,R01,S03,1000,5,232,768,23.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R01-S04,Z04,R01,S04,1000,5,237,763,23.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R01-S05,Z04,R01,S05,1000,5,203,797,20.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R02-S01,Z04,R02,S01,1000,5,242,758,24.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R02-S02,Z04,R02,S02,1000,5,328,672,32.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R02-S03,Z04,R02,S03,1000,5,383,617,38.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R02-S04,Z04,R02,S04,1000,5,218,782,21.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-007,WH-KOL-007-Z04-R02-S05,Z04,R02,S05,1000,5,228,772,22.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R01-S01,Z01,R01,S01,1000,5,239,761,23.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R01-S02,Z01,R01,S02,1000,5,246,754,24.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R01-S03,Z01,R01,S03,1000,5,152,848,15.2,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R01-S04,Z01,R01,S04,1000,5,143,857,14.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R01-S05,Z01,R01,S05,1000,5,221,779,22.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R02-S01,Z01,R02,S01,1000,5,233,767,23.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R02-S02,Z01,R02,S02,1000,5,286,714,28.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R02-S03,Z01,R02,S03,1000,5,246,754,24.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R02-S04,Z01,R02,S04,1000,5,221,779,22.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z01-R02-S05,Z01,R02,S05,1000,5,221,779,22.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R01-S01,Z02,R01,S01,1000,5,209,791,20.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R01-S02,Z02,R01,S02,1000,5,133,867,13.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R01-S03,Z02,R01,S03,1000,5,141,859,14.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R01-S04,Z02,R01,S04,1000,5,143,857,14.3,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R01-S05,Z02,R01,S05,1000,5,149,851,14.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R02-S01,Z02,R02,S01,1000,5,150,850,15.0,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R02-S02,Z02,R02,S02,1000,5,156,844,15.6,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R02-S03,Z02,R02,S03,1000,5,154,846,15.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R02-S04,Z02,R02,S04,1000,5,151,849,15.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z02-R02-S05,Z02,R02,S05,1000,5,159,841,15.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z03-R01-S01,Z03,R01,S01,1000,5,168,832,16.8,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z03-R01-S02,Z03,R01,S02,1000,5,179,821,17.9,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z03-R01-S03,Z03,R01,S03,1000,5,177,823,17.7,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z03-R01-S04,Z03,R01,S04,1000,5,211,789,21.1,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
WH-KOL-008,WH-KOL-008-Z03-R01-S05,Z03,R01,S05,1000,5,184,816,18.4,inventory_stock.xlsx/Shelf_Master,2026-09-21T14:25:30.977573+00:00
