demand_id,week_start_date,week_end_date,year,week_number,location_id,region_of_kolkata,demand_rank,product_id,product_name,category_name,brand,unit_size,weekday_weekend,weekday_units_sold,weekend_units_sold,units_sold,avg_selling_price_rs,promotion_flag,discount_pct,holiday_flag,festival_event,season,temperature_c,rainfall_mm,humidity_pct,weather_condition,stockout_flag,forecast_target_start,forecast_target_end,next_week_demand_target_units,data_source,recorded_at,region_week_key,region_product_week_key,assortment_size,rank_scope,rank_basis,selling_unit_workbook,selling_unit_sheet,selling_unit_source_row,selling_unit_lookup_hint,reference_layer,anchor_status,source_file,standardized_at
DEM-0000001,2024-01-01,2024-01-07,2024,1,KOL-LOC-001,Lake Gardens,1,DAI-005,Mother Dairy Curd,Dairy & Milk Products,Mother Dairy,500 g,Weekday,111,35,146,52.79,0,0,0,,Winter,18.6,12.9,56.8,Clear/Partly Cloudy,0,2024-01-08,2024-01-14,152,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-001_20240101,KOL-LOC-001_20240101_DAI-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W001_2024-01-01,3,'W001_2024-01-01'!A3,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004061,2024-05-19,2024-05-25,2024,21,KOL-LOC-013,New Alipore,1,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,125 ml,Weekday,157,47,204,70.1,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,196,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-013_20240519,KOL-LOC-013_20240519_ICE-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2403,'W021_2024-05-19'!A2403,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004062,2024-05-19,2024-05-25,2024,21,KOL-LOC-013,New Alipore,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,146,45,191,22.52,1,10,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,189,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-013_20240519,KOL-LOC-013_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2404,'W021_2024-05-19'!A2404,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004063,2024-05-19,2024-05-25,2024,21,KOL-LOC-013,New Alipore,3,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,750 ml,Weekday,135,47,182,54.8,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,185,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-013_20240519,KOL-LOC-013_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2405,'W021_2024-05-19'!A2405,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004064,2024-05-19,2024-05-25,2024,21,KOL-LOC-013,New Alipore,4,ICE-006,Havmor Mango Ice Cream,Ice Cream & Frozen Desserts,Havmor,250 ml,Weekday,129,49,178,134.78,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,190,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-013_20240519,KOL-LOC-013_20240519_ICE-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2406,'W021_2024-05-19'!A2406,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004065,2024-05-19,2024-05-25,2024,21,KOL-LOC-013,New Alipore,5,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,119,40,159,81.49,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,153,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-013_20240519,KOL-LOC-013_20240519_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2407,'W021_2024-05-19'!A2407,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004066,2024-05-19,2024-05-25,2024,21,KOL-LOC-014,Behala,1,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,500 ml,Weekday,132,45,177,198.57,1,10,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,164,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-014_20240519,KOL-LOC-014_20240519_ICE-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2603,'W021_2024-05-19'!A2603,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004067,2024-05-19,2024-05-25,2024,21,KOL-LOC-014,Behala,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,129,41,170,22.72,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,153,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-014_20240519,KOL-LOC-014_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2604,'W021_2024-05-19'!A2604,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004068,2024-05-19,2024-05-25,2024,21,KOL-LOC-014,Behala,3,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,112,37,149,40.21,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,140,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-014_20240519,KOL-LOC-014_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2605,'W021_2024-05-19'!A2605,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004069,2024-05-19,2024-05-25,2024,21,KOL-LOC-014,Behala,4,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,94,37,131,22.78,1,5,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,153,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-014_20240519,KOL-LOC-014_20240519_BEV-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2606,'W021_2024-05-19'!A2606,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004070,2024-05-19,2024-05-25,2024,21,KOL-LOC-014,Behala,5,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,500 ml,Weekday,94,32,126,42.06,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,1,2024-05-26,2024-06-01,118,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-014_20240519,KOL-LOC-014_20240519_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2607,'W021_2024-05-19'!A2607,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004071,2024-05-19,2024-05-25,2024,21,KOL-LOC-015,Chetla,1,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,500 ml,Weekday,126,43,169,169.77,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,185,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-015_20240519,KOL-LOC-015_20240519_ICE-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2803,'W021_2024-05-19'!A2803,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004072,2024-05-19,2024-05-25,2024,21,KOL-LOC-015,Chetla,2,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,1 L,Weekday,119,40,159,356.92,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,163,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-015_20240519,KOL-LOC-015_20240519_ICE-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2804,'W021_2024-05-19'!A2804,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004073,2024-05-19,2024-05-25,2024,21,KOL-LOC-015,Chetla,3,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,500 ml,Weekday,111,39,150,43.57,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,150,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-015_20240519,KOL-LOC-015_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2805,'W021_2024-05-19'!A2805,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004074,2024-05-19,2024-05-25,2024,21,KOL-LOC-015,Chetla,4,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,106,36,142,38.15,1,10,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,1,2024-05-26,2024-06-01,144,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-015_20240519,KOL-LOC-015_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2806,'W021_2024-05-19'!A2806,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004075,2024-05-19,2024-05-25,2024,21,KOL-LOC-015,Chetla,5,ICE-008,Naturals Tender Coconut Ice Cream,Ice Cream & Frozen Desserts,Naturals,500 ml,Weekday,96,32,128,248.74,1,5,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,147,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-015_20240519,KOL-LOC-015_20240519_ICE-008,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,2807,'W021_2024-05-19'!A2807,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004076,2024-05-19,2024-05-25,2024,21,KOL-LOC-016,Alipore,1,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,250 ml,Weekday,132,48,180,114.97,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,200,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-016_20240519,KOL-LOC-016_20240519_ICE-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3003,'W021_2024-05-19'!A3003,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004077,2024-05-19,2024-05-25,2024,21,KOL-LOC-016,Alipore,2,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,200 ml,Weekday,127,45,172,15.57,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,175,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-016_20240519,KOL-LOC-016_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3004,'W021_2024-05-19'!A3004,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004078,2024-05-19,2024-05-25,2024,21,KOL-LOC-016,Alipore,3,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,120,45,165,86.15,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,139,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-016_20240519,KOL-LOC-016_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3005,'W021_2024-05-19'!A3005,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004079,2024-05-19,2024-05-25,2024,21,KOL-LOC-016,Alipore,4,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,125 ml,Weekday,115,38,153,80.45,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,155,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-016_20240519,KOL-LOC-016_20240519_ICE-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3006,'W021_2024-05-19'!A3006,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004080,2024-05-19,2024-05-25,2024,21,KOL-LOC-016,Alipore,5,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,115,36,151,22.16,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,165,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-016_20240519,KOL-LOC-016_20240519_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3007,'W021_2024-05-19'!A3007,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004081,2024-05-19,2024-05-25,2024,21,KOL-LOC-017,Kalighat,1,ICE-007,Vadilal Kesar Pista Ice Cream,Ice Cream & Frozen Desserts,Vadilal,125 ml,Weekday,125,39,164,73.62,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,158,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-017_20240519,KOL-LOC-017_20240519_ICE-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3203,'W021_2024-05-19'!A3203,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004082,2024-05-19,2024-05-25,2024,21,KOL-LOC-017,Kalighat,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,114,42,156,22.68,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,162,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-017_20240519,KOL-LOC-017_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3204,'W021_2024-05-19'!A3204,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004083,2024-05-19,2024-05-25,2024,21,KOL-LOC-017,Kalighat,3,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,109,37,146,61.41,1,5,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,152,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-017_20240519,KOL-LOC-017_20240519_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3205,'W021_2024-05-19'!A3205,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004084,2024-05-19,2024-05-25,2024,21,KOL-LOC-017,Kalighat,4,BEV-001,Coca-Cola,Soft Drinks & Beverages,Coca-Cola,1 L,Weekday,108,34,142,85.48,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,161,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-017_20240519,KOL-LOC-017_20240519_BEV-001,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3206,'W021_2024-05-19'!A3206,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004085,2024-05-19,2024-05-25,2024,21,KOL-LOC-017,Kalighat,5,ICE-010,Amul Rajbhog Ice Cream,Ice Cream & Frozen Desserts,Amul,500 ml,Weekday,96,24,120,132.75,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,122,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-017_20240519,KOL-LOC-017_20240519_ICE-010,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3207,'W021_2024-05-19'!A3207,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004086,2024-05-19,2024-05-25,2024,21,KOL-LOC-018,Bhawanipore,1,ICE-005,Havmor Butterscotch Ice Cream,Ice Cream & Frozen Desserts,Havmor,250 ml,Weekday,140,46,186,136.07,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,203,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-018_20240519,KOL-LOC-018_20240519_ICE-005,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3403,'W021_2024-05-19'!A3403,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004087,2024-05-19,2024-05-25,2024,21,KOL-LOC-018,Bhawanipore,2,BEV-004,Limca,Soft Drinks & Beverages,Coca-Cola,250 ml,Weekday,126,50,176,22.43,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,173,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-018_20240519,KOL-LOC-018_20240519_BEV-004,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3404,'W021_2024-05-19'!A3404,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004088,2024-05-19,2024-05-25,2024,21,KOL-LOC-018,Bhawanipore,3,ICE-009,Mother Dairy Strawberry Ice Cream,Ice Cream & Frozen Desserts,Mother Dairy,500 ml,Weekday,124,49,173,161.4,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,178,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-018_20240519,KOL-LOC-018_20240519_ICE-009,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3405,'W021_2024-05-19'!A3405,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004089,2024-05-19,2024-05-25,2024,21,KOL-LOC-018,Bhawanipore,4,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,119,41,160,37.2,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,151,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-018_20240519,KOL-LOC-018_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3406,'W021_2024-05-19'!A3406,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004090,2024-05-19,2024-05-25,2024,21,KOL-LOC-018,Bhawanipore,5,BEV-006,Maaza Mango,Soft Drinks & Beverages,Coca-Cola,750 ml,Weekday,110,34,144,61.19,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,1,2024-05-26,2024-06-01,150,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-018_20240519,KOL-LOC-018_20240519_BEV-006,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3407,'W021_2024-05-19'!A3407,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
DEM-0004091,2024-05-19,2024-05-25,2024,21,KOL-LOC-019,Park Street,1,BEV-007,Frooti Mango,Soft Drinks & Beverages,Parle Agro,500 ml,Weekday,150,55,205,38.99,0,0,0,,Summer,31.1,9.6,74.7,Clear/Partly Cloudy,0,2024-05-26,2024-06-01,213,SYNTHETIC_TRAINING | SUPPLIED_WEATHER | SUPPLIED_FESTIVAL | RESEARCHED_2026_FESTIVAL,46279.69444444445,KOL-LOC-019_20240519,KOL-LOC-019_20240519_BEV-007,200,region-week over all 200 products,units_sold DESC; sales_value_rs DESC; product_id ASC,Regional_Selling_Unit_40Regions_200Products_139Weeks.xlsx,W021_2024-05-19,3603,'W021_2024-05-19'!A3603,regional_selling_unit_reference,observed_top5_anchor,Demand of last 2 years.xlsx/demand_training_data,2026-09-21T14:25:30.977573+00:00
