demand_id,location_id,product_id,week_start_date,next_week_demand_target_units,forecast_target_start
DEM-0004640,KOL-LOC-008,BEV-006,2024-06-09,144,2024-06-16
DEM-0005239,KOL-LOC-008,BEV-006,2024-06-30,151,2024-07-07
DEM-0009038,KOL-LOC-008,BEV-006,2024-11-10,97,2024-11-17
DEM-0009239,KOL-LOC-008,BEV-006,2024-11-17,85,2024-11-24
DEM-0009439,KOL-LOC-008,BEV-006,2024-11-24,54,2024-12-01
DEM-0022638,KOL-LOC-008,BEV-006,2026-03-01,141,2026-03-08
DEM-0023038,KOL-LOC-008,BEV-006,2026-03-15,176,2026-03-22
DEM-0023238,KOL-LOC-008,BEV-006,2026-03-22,196,2026-03-29
DEM-0023438,KOL-LOC-008,BEV-006,2026-03-29,126,2026-04-05
DEM-0023638,KOL-LOC-008,BEV-006,2026-04-05,96,2026-04-12
DEM-0024038,KOL-LOC-008,BEV-006,2026-04-19,142,2026-04-26
DEM-0024238,KOL-LOC-008,BEV-006,2026-04-26,137,2026-05-03
DEM-0024639,KOL-LOC-008,BEV-006,2026-05-10,111,2026-05-17
DEM-0024838,KOL-LOC-008,BEV-006,2026-05-17,136,2026-05-24
DEM-0025038,KOL-LOC-008,BEV-006,2026-05-24,162,2026-05-31
DEM-0025240,KOL-LOC-008,BEV-006,2026-05-31,146,2026-06-07
DEM-0025439,KOL-LOC-008,BEV-006,2026-06-07,130,2026-06-14
DEM-0025640,KOL-LOC-008,BEV-006,2026-06-14,92,2026-06-21
DEM-0025840,KOL-LOC-008,BEV-006,2026-06-21,69,2026-06-28
DEM-0001837,KOL-LOC-008,BEV-007,1970-01-01,134,1970-01-01
DEM-0012237,KOL-LOC-008,BEV-007,1970-01-01,102,1970-01-01
DEM-0012438,KOL-LOC-008,BEV-007,1970-01-01,100,1970-01-01
DEM-0012637,KOL-LOC-008,BEV-007,1970-01-01,101,1970-01-01
DEM-0012836,KOL-LOC-008,BEV-007,1970-01-01,122,1970-01-01
DEM-0013038,KOL-LOC-008,BEV-007,1970-01-01,245,1970-01-01
DEM-0013238,KOL-LOC-008,BEV-007,1970-01-01,213,1970-01-01
DEM-0013436,KOL-LOC-008,BEV-007,1970-01-01,208,1970-01-01
DEM-0013637,KOL-LOC-008,BEV-007,1970-01-01,160,1970-01-01
DEM-0013837,KOL-LOC-008,BEV-007,1970-01-01,184,1970-01-01
DEM-0014037,KOL-LOC-008,BEV-007,1970-01-01,137,1970-01-01
DEM-0014436,KOL-LOC-008,BEV-007,1970-01-01,152,1970-01-01
DEM-0014638,KOL-LOC-008,BEV-007,1970-01-01,147,1970-01-01
DEM-0014836,KOL-LOC-008,BEV-007,1970-01-01,112,1970-01-01
DEM-0015038,KOL-LOC-008,BEV-007,1970-01-01,119,1970-01-01
DEM-0015239,KOL-LOC-008,BEV-007,1970-01-01,97,1970-01-01
DEM-0015439,KOL-LOC-008,BEV-007,1970-01-01,81,1970-01-01
DEM-0018237,KOL-LOC-008,BEV-007,1970-01-01,272,1970-01-01
DEM-0018439,KOL-LOC-008,BEV-007,1970-01-01,114,1970-01-01
DEM-0019038,KOL-LOC-008,BEV-007,1970-01-01,153,1970-01-01
DEM-0019239,KOL-LOC-008,BEV-007,1970-01-01,60,1970-01-01
DEM-0019836,KOL-LOC-008,BEV-007,1970-01-01,62,1970-01-01
DEM-0002039,KOL-LOC-008,BEV-007,2024-03-10,127,2024-03-17
DEM-0002237,KOL-LOC-008,BEV-007,2024-03-17,144,2024-03-24
DEM-0002436,KOL-LOC-008,BEV-007,2024-03-24,150,2024-03-31
DEM-0002636,KOL-LOC-008,BEV-007,2024-03-31,189,2024-04-07
DEM-0002837,KOL-LOC-008,BEV-007,2024-04-07,169,2024-04-14
DEM-0003237,KOL-LOC-008,BEV-007,2024-04-21,142,2024-04-28
DEM-0003439,KOL-LOC-008,BEV-007,2024-04-28,157,2024-05-05
DEM-0003636,KOL-LOC-008,BEV-007,2024-05-05,180,2024-05-12
DEM-0003840,KOL-LOC-008,BEV-007,2024-05-12,135,2024-05-19
DEM-0004237,KOL-LOC-008,BEV-007,2024-05-26,169,2024-06-02
DEM-0004437,KOL-LOC-008,BEV-007,2024-06-02,167,2024-06-09
DEM-0004638,KOL-LOC-008,BEV-007,2024-06-09,153,2024-06-16
DEM-0004840,KOL-LOC-008,BEV-007,2024-06-16,131,2024-06-23
DEM-0005037,KOL-LOC-008,BEV-007,2024-06-23,122,2024-06-30
DEM-0005237,KOL-LOC-008,BEV-007,2024-06-30,160,2024-07-07
DEM-0005637,KOL-LOC-008,BEV-007,2024-07-14,103,2024-07-21
DEM-0006236,KOL-LOC-008,BEV-007,2024-08-04,109,2024-08-11
DEM-0007836,KOL-LOC-008,BEV-007,2024-09-29,162,2024-10-06
DEM-0008037,KOL-LOC-008,BEV-007,2024-10-06,165,2024-10-13
DEM-0008236,KOL-LOC-008,BEV-007,2024-10-13,233,2024-10-20
DEM-0008836,KOL-LOC-008,BEV-007,2024-11-03,133,2024-11-10
DEM-0009037,KOL-LOC-008,BEV-007,2024-11-10,86,2024-11-17
DEM-0009238,KOL-LOC-008,BEV-007,2024-11-17,67,2024-11-24
DEM-0022636,KOL-LOC-008,BEV-007,2026-03-01,131,2026-03-08
DEM-0022837,KOL-LOC-008,BEV-007,2026-03-08,152,2026-03-15
DEM-0023036,KOL-LOC-008,BEV-007,2026-03-15,184,2026-03-22
DEM-0023236,KOL-LOC-008,BEV-007,2026-03-22,200,2026-03-29
DEM-0023437,KOL-LOC-008,BEV-007,2026-03-29,132,2026-04-05
DEM-0023636,KOL-LOC-008,BEV-007,2026-04-05,161,2026-04-12
DEM-0023837,KOL-LOC-008,BEV-007,2026-04-12,180,2026-04-19
DEM-0024036,KOL-LOC-008,BEV-007,2026-04-19,192,2026-04-26
DEM-0024236,KOL-LOC-008,BEV-007,2026-04-26,129,2026-05-03
DEM-0024437,KOL-LOC-008,BEV-007,2026-05-03,105,2026-05-10
DEM-0024637,KOL-LOC-008,BEV-007,2026-05-10,99,2026-05-17
DEM-0024836,KOL-LOC-008,BEV-007,2026-05-17,133,2026-05-24
DEM-0025039,KOL-LOC-008,BEV-007,2026-05-24,146,2026-05-31
DEM-0025237,KOL-LOC-008,BEV-007,2026-05-31,90,2026-06-07
DEM-0025437,KOL-LOC-008,BEV-007,2026-06-07,130,2026-06-14
DEM-0025637,KOL-LOC-008,BEV-007,2026-06-14,89,2026-06-21
DEM-0025838,KOL-LOC-008,BEV-007,2026-06-21,66,2026-06-28
DEM-0026637,KOL-LOC-008,BEV-007,2026-07-19,109,2026-07-26
DEM-0012240,KOL-LOC-008,BEV-008,1970-01-01,97,1970-01-01
DEM-0012440,KOL-LOC-008,BEV-008,1970-01-01,102,1970-01-01
DEM-0013040,KOL-LOC-008,BEV-008,1970-01-01,173,1970-01-01
DEM-0013440,KOL-LOC-008,BEV-008,1970-01-01,124,1970-01-01
DEM-0013640,KOL-LOC-008,BEV-008,1970-01-01,139,1970-01-01
DEM-0002238,KOL-LOC-008,BEV-008,2024-03-17,122,2024-03-24
DEM-0002639,KOL-LOC-008,BEV-008,2024-03-31,121,2024-04-07
DEM-0003240,KOL-LOC-008,BEV-008,2024-04-21,130,2024-04-28
DEM-0005836,KOL-LOC-008,BEV-008,2024-07-21,128,2024-07-28
DEM-0006436,KOL-LOC-008,BEV-008,2024-08-11,153,2024-08-18
DEM-0022839,KOL-LOC-008,BEV-008,2026-03-08,121,2026-03-15
DEM-0023039,KOL-LOC-008,BEV-008,2026-03-15,174,2026-03-22
DEM-0023639,KOL-LOC-008,BEV-008,2026-04-05,82,2026-04-12
DEM-0023838,KOL-LOC-008,BEV-008,2026-04-12,194,2026-04-19
DEM-0024039,KOL-LOC-008,BEV-008,2026-04-19,103,2026-04-26
DEM-0005440,KOL-LOC-008,BIS-005,2024-07-07,73,2024-07-14
DEM-0026240,KOL-LOC-008,BIS-005,2026-07-05,71,2026-07-12
DEM-0027040,KOL-LOC-008,BIS-005,2026-08-02,62,2026-08-09
DEM-0015640,KOL-LOC-008,BIS-008,1970-01-01,93,1970-01-01
DEM-0016640,KOL-LOC-008,BIS-008,1970-01-01,59,1970-01-01
DEM-0016839,KOL-LOC-008,BIS-008,1970-01-01,66,1970-01-01
DEM-0018040,KOL-LOC-008,BIS-008,1970-01-01,84,1970-01-01
DEM-0001439,KOL-LOC-008,DAI-002,1970-01-01,86,1970-01-01
DEM-0010640,KOL-LOC-008,DAI-002,1970-01-01,59,1970-01-01
DEM-0017640,KOL-LOC-008,DAI-002,1970-01-01,66,1970-01-01
DEM-0017837,KOL-LOC-008,DAI-002,1970-01-01,64,1970-01-01
DEM-0018239,KOL-LOC-008,DAI-002,1970-01-01,191,1970-01-01
DEM-0018640,KOL-LOC-008,DAI-002,1970-01-01,129,1970-01-01
DEM-0018836,KOL-LOC-008,DAI-002,1970-01-01,202,1970-01-01
DEM-0019039,KOL-LOC-008,DAI-002,1970-01-01,101,1970-01-01
DEM-0019436,KOL-LOC-008,DAI-002,1970-01-01,96,1970-01-01
DEM-0000038,KOL-LOC-008,DAI-002,2024-01-01,105,2024-01-08
DEM-0000640,KOL-LOC-008,DAI-002,2024-01-21,89,2024-01-28
DEM-0003039,KOL-LOC-008,DAI-002,2024-04-14,114,2024-04-21
DEM-0006039,KOL-LOC-008,DAI-002,2024-07-28,81,2024-08-04
DEM-0006240,KOL-LOC-008,DAI-002,2024-08-04,70,2024-08-11
DEM-0006439,KOL-LOC-008,DAI-002,2024-08-11,84,2024-08-18
DEM-0007839,KOL-LOC-008,DAI-002,2024-09-29,83,2024-10-06
DEM-0008036,KOL-LOC-008,DAI-002,2024-10-06,217,2024-10-13
DEM-0008240,KOL-LOC-008,DAI-002,2024-10-13,174,2024-10-20
DEM-0008636,KOL-LOC-008,DAI-002,2024-10-27,190,2024-11-03
DEM-0009440,KOL-LOC-008,DAI-002,2024-11-24,65,2024-12-01
DEM-0020040,KOL-LOC-008,DAI-002,2025-11-30,86,2025-12-07
DEM-0021440,KOL-LOC-008,DAI-002,2026-01-18,89,2026-01-25
DEM-0023840,KOL-LOC-008,DAI-002,2026-04-12,79,2026-04-19
DEM-0026640,KOL-LOC-008,DAI-002,2026-07-19,91,2026-07-26
DEM-0027039,KOL-LOC-008,DAI-002,2026-08-02,51,2026-08-09
DEM-0001640,KOL-LOC-008,DAI-010,1970-01-01,74,1970-01-01
DEM-0011640,KOL-LOC-008,DAI-010,1970-01-01,79,1970-01-01
DEM-0005039,KOL-LOC-008,DAI-010,2024-06-23,96,2024-06-30
DEM-0023240,KOL-LOC-008,DAI-010,2026-03-22,127,2026-03-29
DEM-0014438,KOL-LOC-008,ICE-003,1970-01-01,163,1970-01-01
DEM-0004637,KOL-LOC-008,ICE-003,2024-06-09,166,2024-06-16
DEM-0022840,KOL-LOC-008,ICE-003,2026-03-08,69,2026-03-15
DEM-0025638,KOL-LOC-008,ICE-003,2026-06-14,190,2026-06-21
DEM-0012640,KOL-LOC-008,ICE-005,1970-01-01,126,1970-01-01
DEM-0014237,KOL-LOC-008,ICE-005,1970-01-01,147,1970-01-01
DEM-0014636,KOL-LOC-008,ICE-005,1970-01-01,115,1970-01-01
DEM-0015437,KOL-LOC-008,ICE-005,1970-01-01,53,1970-01-01
DEM-0004837,KOL-LOC-008,ICE-005,2024-06-16,170,2024-06-23
DEM-0022637,KOL-LOC-008,ICE-005,2026-03-01,106,2026-03-08
DEM-0024438,KOL-LOC-008,ICE-005,2026-05-03,115,2026-05-10
DEM-0024638,KOL-LOC-008,ICE-005,2026-05-10,108,2026-05-17
DEM-0025036,KOL-LOC-008,ICE-005,2026-05-24,160,2026-05-31
DEM-0025236,KOL-LOC-008,ICE-005,2026-05-31,113,2026-06-07
DEM-0001840,KOL-LOC-008,ICE-006,1970-01-01,119,1970-01-01
DEM-0012838,KOL-LOC-008,ICE-006,1970-01-01,75,1970-01-01
DEM-0013240,KOL-LOC-008,ICE-006,1970-01-01,120,1970-01-01
DEM-0013839,KOL-LOC-008,ICE-006,1970-01-01,144,1970-01-01
DEM-0014039,KOL-LOC-008,ICE-006,1970-01-01,128,1970-01-01
DEM-0014240,KOL-LOC-008,ICE-006,1970-01-01,91,1970-01-01
DEM-0014637,KOL-LOC-008,ICE-006,1970-01-01,169,1970-01-01
DEM-0014840,KOL-LOC-008,ICE-006,1970-01-01,121,1970-01-01
DEM-0002640,KOL-LOC-008,ICE-006,2024-03-31,127,2024-04-07
DEM-0003836,KOL-LOC-008,ICE-006,2024-05-12,192,2024-05-19
DEM-0004839,KOL-LOC-008,ICE-006,2024-06-16,170,2024-06-23
DEM-0025040,KOL-LOC-008,ICE-006,2026-05-24,117,2026-05-31
DEM-0025238,KOL-LOC-008,ICE-006,2026-05-31,183,2026-06-07
DEM-0014040,KOL-LOC-008,ICE-007,1970-01-01,123,1970-01-01
DEM-0014440,KOL-LOC-008,ICE-007,1970-01-01,205,1970-01-01
DEM-0015039,KOL-LOC-008,ICE-007,1970-01-01,146,1970-01-01
DEM-0015238,KOL-LOC-008,ICE-007,1970-01-01,129,1970-01-01
DEM-0000239,KOL-LOC-008,ICE-007,2024-01-07,94,2024-01-14
DEM-0002040,KOL-LOC-008,ICE-007,2024-03-10,96,2024-03-17
DEM-0002439,KOL-LOC-008,ICE-007,2024-03-24,105,2024-03-31
DEM-0003837,KOL-LOC-008,ICE-007,2024-05-12,164,2024-05-19
DEM-0004036,KOL-LOC-008,ICE-007,2024-05-19,168,2024-05-26
DEM-0004436,KOL-LOC-008,ICE-007,2024-06-02,160,2024-06-09
DEM-0004636,KOL-LOC-008,ICE-007,2024-06-09,197,2024-06-16
DEM-0023440,KOL-LOC-008,ICE-007,2026-03-29,103,2026-04-05
DEM-0024240,KOL-LOC-008,ICE-007,2026-04-26,139,2026-05-03
DEM-0024436,KOL-LOC-008,ICE-007,2026-05-03,154,2026-05-10
DEM-0024840,KOL-LOC-008,ICE-007,2026-05-17,124,2026-05-24
DEM-0025239,KOL-LOC-008,ICE-007,2026-05-31,124,2026-06-07
DEM-0025636,KOL-LOC-008,ICE-007,2026-06-14,186,2026-06-21
DEM-0015040,KOL-LOC-008,ICE-008,1970-01-01,121,1970-01-01
DEM-0012639,KOL-LOC-008,ICE-009,1970-01-01,136,1970-01-01
DEM-0012839,KOL-LOC-008,ICE-009,1970-01-01,97,1970-01-01
DEM-0014239,KOL-LOC-008,ICE-009,1970-01-01,130,1970-01-01
DEM-0014837,KOL-LOC-008,ICE-009,1970-01-01,139,1970-01-01
DEM-0015037,KOL-LOC-008,ICE-009,1970-01-01,147,1970-01-01
DEM-0015438,KOL-LOC-008,ICE-009,1970-01-01,88,1970-01-01
DEM-0002037,KOL-LOC-008,ICE-009,2024-03-10,146,2024-03-17
DEM-0002240,KOL-LOC-008,ICE-009,2024-03-17,105,2024-03-24
DEM-0002438,KOL-LOC-008,ICE-009,2024-03-24,122,2024-03-31
DEM-0002840,KOL-LOC-008,ICE-009,2024-04-07,122,2024-04-14
DEM-0004037,KOL-LOC-008,ICE-009,2024-05-19,161,2024-05-26
DEM-0004836,KOL-LOC-008,ICE-009,2024-06-16,208,2024-06-23
DEM-0005236,KOL-LOC-008,ICE-009,2024-06-30,140,2024-07-07
DEM-0009039,KOL-LOC-008,ICE-009,2024-11-10,69,2024-11-17
DEM-0023439,KOL-LOC-008,ICE-009,2026-03-29,75,2026-04-05
DEM-0023640,KOL-LOC-008,ICE-009,2026-04-05,116,2026-04-12
DEM-0024239,KOL-LOC-008,ICE-009,2026-04-26,104,2026-05-03
DEM-0025438,KOL-LOC-008,ICE-009,2026-06-07,163,2026-06-14
DEM-0025836,KOL-LOC-008,ICE-009,2026-06-21,75,2026-06-28
DEM-0001039,KOL-LOC-008,INS-001,1970-01-01,99,1970-01-01
DEM-0001440,KOL-LOC-008,INS-001,1970-01-01,99,1970-01-01
DEM-0010840,KOL-LOC-008,INS-001,1970-01-01,69,1970-01-01
DEM-0015636,KOL-LOC-008,INS-001,1970-01-01,67,1970-01-01
DEM-0015839,KOL-LOC-008,INS-001,1970-01-01,69,1970-01-01
DEM-0016037,KOL-LOC-008,INS-001,1970-01-01,60,1970-01-01
DEM-0016237,KOL-LOC-008,INS-001,1970-01-01,135,1970-01-01
DEM-0016436,KOL-LOC-008,INS-001,1970-01-01,78,1970-01-01
DEM-0016637,KOL-LOC-008,INS-001,1970-01-01,92,1970-01-01
DEM-0017036,KOL-LOC-008,INS-001,1970-01-01,124,1970-01-01
DEM-0017236,KOL-LOC-008,INS-001,1970-01-01,122,1970-01-01
DEM-0017437,KOL-LOC-008,INS-001,1970-01-01,156,1970-01-01
DEM-0017636,KOL-LOC-008,INS-001,1970-01-01,94,1970-01-01
DEM-0017838,KOL-LOC-008,INS-001,1970-01-01,99,1970-01-01
DEM-0018037,KOL-LOC-008,INS-001,1970-01-01,176,1970-01-01
DEM-0018438,KOL-LOC-008,INS-001,1970-01-01,189,1970-01-01
DEM-0018636,KOL-LOC-008,INS-001,1970-01-01,121,1970-01-01
DEM-0018837,KOL-LOC-008,INS-001,1970-01-01,170,1970-01-01
DEM-0019037,KOL-LOC-008,INS-001,1970-01-01,211,1970-01-01
DEM-0019437,KOL-LOC-008,INS-001,1970-01-01,103,1970-01-01
DEM-0019839,KOL-LOC-008,INS-001,1970-01-01,122,1970-01-01
DEM-0000237,KOL-LOC-008,INS-001,2024-01-07,110,2024-01-14
DEM-0000438,KOL-LOC-008,INS-001,2024-01-14,110,2024-01-21
DEM-0003639,KOL-LOC-008,INS-001,2024-05-05,101,2024-05-12
DEM-0005437,KOL-LOC-008,INS-001,2024-07-07,113,2024-07-14
DEM-0005636,KOL-LOC-008,INS-001,2024-07-14,104,2024-07-21
DEM-0005838,KOL-LOC-008,INS-001,2024-07-21,102,2024-07-28
DEM-0006036,KOL-LOC-008,INS-001,2024-07-28,105,2024-08-04
DEM-0006437,KOL-LOC-008,INS-001,2024-08-11,96,2024-08-18
DEM-0006636,KOL-LOC-008,INS-001,2024-08-18,99,2024-08-25
DEM-0007036,KOL-LOC-008,INS-001,2024-09-01,67,2024-09-08
DEM-0007237,KOL-LOC-008,INS-001,2024-09-08,65,2024-09-15
DEM-0007437,KOL-LOC-008,INS-001,2024-09-15,95,2024-09-22
DEM-0007639,KOL-LOC-008,INS-001,2024-09-22,84,2024-09-29
DEM-0007840,KOL-LOC-008,INS-001,2024-09-29,86,2024-10-06
DEM-0008238,KOL-LOC-008,INS-001,2024-10-13,178,2024-10-20
DEM-0008637,KOL-LOC-008,INS-001,2024-10-27,138,2024-11-03
DEM-0008838,KOL-LOC-008,INS-001,2024-11-03,103,2024-11-10
DEM-0009240,KOL-LOC-008,INS-001,2024-11-17,80,2024-11-24
DEM-0009436,KOL-LOC-008,INS-001,2024-11-24,73,2024-12-01
DEM-0020039,KOL-LOC-008,INS-001,2025-11-30,81,2025-12-07
DEM-0020438,KOL-LOC-008,INS-001,2025-12-14,90,2025-12-21
DEM-0026036,KOL-LOC-008,INS-001,2026-06-28,107,2026-07-05
DEM-0026237,KOL-LOC-008,INS-001,2026-07-05,79,2026-07-12
DEM-0026437,KOL-LOC-008,INS-001,2026-07-12,94,2026-07-19
DEM-0026836,KOL-LOC-008,INS-001,2026-07-26,97,2026-08-02
DEM-0027236,KOL-LOC-008,INS-001,2026-08-09,74,2026-08-16
DEM-0027437,KOL-LOC-008,INS-001,2026-08-16,99,2026-08-23
DEM-0027637,KOL-LOC-008,INS-001,2026-08-23,87,2026-08-30
DEM-0015638,KOL-LOC-008,INS-004,1970-01-01,74,1970-01-01
DEM-0016038,KOL-LOC-008,INS-004,1970-01-01,96,1970-01-01
DEM-0016439,KOL-LOC-008,INS-004,1970-01-01,108,1970-01-01
DEM-0016838,KOL-LOC-008,INS-004,1970-01-01,111,1970-01-01
DEM-0017039,KOL-LOC-008,INS-004,1970-01-01,108,1970-01-01
DEM-0017240,KOL-LOC-008,INS-004,1970-01-01,103,1970-01-01
DEM-0018036,KOL-LOC-008,INS-004,1970-01-01,98,1970-01-01
DEM-0019040,KOL-LOC-008,INS-004,1970-01-01,149,1970-01-01
DEM-0004440,KOL-LOC-008,INS-004,2024-06-02,101,2024-06-09
DEM-0005840,KOL-LOC-008,INS-004,2024-07-21,73,2024-07-28
DEM-0006639,KOL-LOC-008,INS-004,2024-08-18,90,2024-08-25
DEM-0007240,KOL-LOC-008,INS-004,2024-09-08,89,2024-09-15
DEM-0007640,KOL-LOC-008,INS-004,2024-09-22,111,2024-09-29
DEM-0027440,KOL-LOC-008,INS-004,2026-08-16,63,2026-08-23
DEM-0001239,KOL-LOC-008,INS-008,1970-01-01,86,1970-01-01
DEM-0010040,KOL-LOC-008,INS-008,1970-01-01,90,1970-01-01
DEM-0010237,KOL-LOC-008,INS-008,1970-01-01,94,1970-01-01
DEM-0010436,KOL-LOC-008,INS-008,1970-01-01,105,1970-01-01
DEM-0015637,KOL-LOC-008,INS-008,1970-01-01,86,1970-01-01
DEM-0015840,KOL-LOC-008,INS-008,1970-01-01,95,1970-01-01
DEM-0016036,KOL-LOC-008,INS-008,1970-01-01,107,1970-01-01
DEM-0016238,KOL-LOC-008,INS-008,1970-01-01,65,1970-01-01
DEM-0016437,KOL-LOC-008,INS-008,1970-01-01,117,1970-01-01
DEM-0016638,KOL-LOC-008,INS-008,1970-01-01,69,1970-01-01
DEM-0016836,KOL-LOC-008,INS-008,1970-01-01,68,1970-01-01
DEM-0017040,KOL-LOC-008,INS-008,1970-01-01,99,1970-01-01
DEM-0017239,KOL-LOC-008,INS-008,1970-01-01,88,1970-01-01
DEM-0017438,KOL-LOC-008,INS-008,1970-01-01,100,1970-01-01
DEM-0017638,KOL-LOC-008,INS-008,1970-01-01,82,1970-01-01
DEM-0017840,KOL-LOC-008,INS-008,1970-01-01,91,1970-01-01
DEM-0018440,KOL-LOC-008,INS-008,1970-01-01,122,1970-01-01
DEM-0018637,KOL-LOC-008,INS-008,1970-01-01,105,1970-01-01
DEM-0018838,KOL-LOC-008,INS-008,1970-01-01,120,1970-01-01
DEM-0019438,KOL-LOC-008,INS-008,1970-01-01,91,1970-01-01
DEM-0003640,KOL-LOC-008,INS-008,2024-05-05,87,2024-05-12
DEM-0006237,KOL-LOC-008,INS-008,2024-08-04,102,2024-08-11
DEM-0006638,KOL-LOC-008,INS-008,2024-08-18,86,2024-08-25
DEM-0006837,KOL-LOC-008,INS-008,2024-08-25,116,2024-09-01
DEM-0007039,KOL-LOC-008,INS-008,2024-09-01,112,2024-09-08
DEM-0007238,KOL-LOC-008,INS-008,2024-09-08,103,2024-09-15
DEM-0007637,KOL-LOC-008,INS-008,2024-09-22,70,2024-09-29
DEM-0008237,KOL-LOC-008,INS-008,2024-10-13,207,2024-10-20
DEM-0008436,KOL-LOC-008,INS-008,2024-10-20,142,2024-10-27
DEM-0008638,KOL-LOC-008,INS-008,2024-10-27,173,2024-11-03
DEM-0008839,KOL-LOC-008,INS-008,2024-11-03,163,2024-11-10
DEM-0026040,KOL-LOC-008,INS-008,2026-06-28,87,2026-07-05
DEM-0026238,KOL-LOC-008,INS-008,2026-07-05,77,2026-07-12
DEM-0026439,KOL-LOC-008,INS-008,2026-07-12,88,2026-07-19
DEM-0026639,KOL-LOC-008,INS-008,2026-07-19,107,2026-07-26
DEM-0027036,KOL-LOC-008,INS-008,2026-08-02,103,2026-08-09
DEM-0027239,KOL-LOC-008,INS-008,2026-08-09,86,2026-08-16
DEM-0027436,KOL-LOC-008,INS-008,2026-08-16,69,2026-08-23
DEM-0027639,KOL-LOC-008,INS-008,2026-08-23,63,2026-08-30
DEM-0001240,KOL-LOC-008,INS-009,1970-01-01,95,1970-01-01
DEM-0015639,KOL-LOC-008,INS-009,1970-01-01,93,1970-01-01
DEM-0015836,KOL-LOC-008,INS-009,1970-01-01,99,1970-01-01
DEM-0016040,KOL-LOC-008,INS-009,1970-01-01,81,1970-01-01
DEM-0016236,KOL-LOC-008,INS-009,1970-01-01,95,1970-01-01
DEM-0016438,KOL-LOC-008,INS-009,1970-01-01,71,1970-01-01
DEM-0016636,KOL-LOC-008,INS-009,1970-01-01,118,1970-01-01
DEM-0016837,KOL-LOC-008,INS-009,1970-01-01,85,1970-01-01
DEM-0017037,KOL-LOC-008,INS-009,1970-01-01,93,1970-01-01
DEM-0017237,KOL-LOC-008,INS-009,1970-01-01,163,1970-01-01
DEM-0017436,KOL-LOC-008,INS-009,1970-01-01,123,1970-01-01
DEM-0017637,KOL-LOC-008,INS-009,1970-01-01,47,1970-01-01
DEM-0018038,KOL-LOC-008,INS-009,1970-01-01,137,1970-01-01
DEM-0018236,KOL-LOC-008,INS-009,1970-01-01,317,1970-01-01
DEM-0019036,KOL-LOC-008,INS-009,1970-01-01,158,1970-01-01
DEM-0019237,KOL-LOC-008,INS-009,1970-01-01,83,1970-01-01
DEM-0019637,KOL-LOC-008,INS-009,1970-01-01,76,1970-01-01
DEM-0019837,KOL-LOC-008,INS-009,1970-01-01,97,1970-01-01
DEM-0000040,KOL-LOC-008,INS-009,2024-01-01,83,2024-01-08
DEM-0000440,KOL-LOC-008,INS-009,2024-01-14,78,2024-01-21
DEM-0000639,KOL-LOC-008,INS-009,2024-01-21,92,2024-01-28
DEM-0000838,KOL-LOC-008,INS-009,2024-01-28,91,2024-02-04
DEM-0004240,KOL-LOC-008,INS-009,2024-05-26,86,2024-06-02
DEM-0005438,KOL-LOC-008,INS-009,2024-07-07,103,2024-07-14
DEM-0005639,KOL-LOC-008,INS-009,2024-07-14,80,2024-07-21
DEM-0005839,KOL-LOC-008,INS-009,2024-07-21,101,2024-07-28
DEM-0006037,KOL-LOC-008,INS-009,2024-07-28,97,2024-08-04
DEM-0006438,KOL-LOC-008,INS-009,2024-08-11,79,2024-08-18
DEM-0006637,KOL-LOC-008,INS-009,2024-08-18,103,2024-08-25
DEM-0006838,KOL-LOC-008,INS-009,2024-08-25,105,2024-09-01
DEM-0007236,KOL-LOC-008,INS-009,2024-09-08,108,2024-09-15
DEM-0007436,KOL-LOC-008,INS-009,2024-09-15,123,2024-09-22
DEM-0007636,KOL-LOC-008,INS-009,2024-09-22,93,2024-09-29
DEM-0007838,KOL-LOC-008,INS-009,2024-09-29,136,2024-10-06
DEM-0008040,KOL-LOC-008,INS-009,2024-10-06,234,2024-10-13
DEM-0008239,KOL-LOC-008,INS-009,2024-10-13,150,2024-10-20
DEM-0008438,KOL-LOC-008,INS-009,2024-10-20,79,2024-10-27
DEM-0008640,KOL-LOC-008,INS-009,2024-10-27,170,2024-11-03
DEM-0009438,KOL-LOC-008,INS-009,2024-11-24,85,2024-12-01
DEM-0026039,KOL-LOC-008,INS-009,2026-06-28,81,2026-07-05
DEM-0026236,KOL-LOC-008,INS-009,2026-07-05,109,2026-07-12
DEM-0026436,KOL-LOC-008,INS-009,2026-07-12,68,2026-07-19
DEM-0026638,KOL-LOC-008,INS-009,2026-07-19,63,2026-07-26
DEM-0026837,KOL-LOC-008,INS-009,2026-07-26,80,2026-08-02
DEM-0027037,KOL-LOC-008,INS-009,2026-08-02,91,2026-08-09
DEM-0027240,KOL-LOC-008,INS-009,2026-08-09,89,2026-08-16
DEM-0027438,KOL-LOC-008,INS-009,2026-08-16,71,2026-08-23
DEM-0027636,KOL-LOC-008,INS-009,2026-08-23,59,2026-08-30
DEM-0006239,KOL-LOC-008,SNK-001,2024-08-04,85,2024-08-11
DEM-0016240,KOL-LOC-008,SNK-004,1970-01-01,79,1970-01-01
DEM-0016440,KOL-LOC-008,SNK-004,1970-01-01,111,1970-01-01
DEM-0016639,KOL-LOC-008,SNK-004,1970-01-01,72,1970-01-01
DEM-0016840,KOL-LOC-008,SNK-004,1970-01-01,95,1970-01-01
