warehouse_id,product_id,available_stock_units,avg_weekly_demand_units,weeks_of_cover_calc,reorder_flag_calc,stock_status,inventory_risk,shortage_units,capacity_utilization_pct,risk_source,pipeline_timestamp
WH-KOL-003,INS-009,98,49.7,1.97,1,Healthy,NORMAL,1.4,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,INS-010,78,53.9,1.45,1,Healthy,NORMAL,29.8,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-001,37,4.6,8.04,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-002,45,5.9,7.63,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-003,34,5.6,6.07,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-004,52,5.0,10.4,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-005,44,4.2,10.48,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-006,40,5.6,7.14,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-007,48,5.8,8.28,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-008,35,5.3,6.6,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-009,35,5.5,6.36,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-003,BAB-010,41,6.2,6.61,0,Healthy,NORMAL,0.0,61.71,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-001,78,92.7,0.84,1,Healthy,NORMAL,107.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-002,57,119.4,0.48,1,Healthy,NORMAL,181.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-003,81,101.8,0.8,1,Healthy,NORMAL,122.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-004,57,71.7,0.79,1,Healthy,NORMAL,86.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-005,51,73.3,0.7,1,Healthy,NORMAL,95.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-006,69,65.4,1.06,1,Healthy,NORMAL,61.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-007,65,90.8,0.72,1,Healthy,NORMAL,116.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-008,78,60.5,1.29,1,Healthy,NORMAL,43.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-009,59,105.1,0.56,1,Healthy,NORMAL,151.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ICE-010,70,56.4,1.24,1,Healthy,NORMAL,42.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-001,37,6.2,5.97,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-002,49,5.0,9.8,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-003,47,5.7,8.25,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-004,45,6.1,7.38,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-005,45,4.2,10.71,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-006,49,5.2,9.42,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-007,45,4.8,9.38,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-008,44,4.5,9.78,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-009,35,4.4,7.95,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CHO-010,44,4.9,8.98,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-001,55,36.5,1.51,1,Healthy,NORMAL,18.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-002,62,47.5,1.31,1,Healthy,NORMAL,33.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-003,46,21.3,2.16,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-004,82,47.5,1.73,1,Healthy,NORMAL,13.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-005,43,17.9,2.4,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-006,76,46.7,1.63,1,Healthy,NORMAL,17.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-007,36,20.0,1.8,1,Healthy,NORMAL,4.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-008,79,38.6,2.05,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-009,93,64.9,1.43,1,Healthy,NORMAL,36.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,SNK-010,79,58.7,1.35,1,Healthy,NORMAL,38.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-001,83,95.8,0.87,1,Healthy,NORMAL,108.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-002,78,74.2,1.05,1,Healthy,NORMAL,70.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-003,62,104.5,0.59,1,Healthy,NORMAL,147.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-004,96,95.0,1.01,1,Healthy,NORMAL,94.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-005,96,107.7,0.89,1,Healthy,NORMAL,119.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-006,90,66.9,1.35,1,Healthy,NORMAL,43.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-007,65,85.4,0.76,1,Healthy,NORMAL,105.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-008,98,64.2,1.53,1,Healthy,NORMAL,30.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-009,49,25.4,1.93,1,Healthy,NORMAL,1.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BEV-010,85,74.5,1.14,1,Healthy,NORMAL,64.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-001,55,20.9,2.63,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-002,90,55.2,1.63,1,Healthy,NORMAL,20.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-003,59,24.0,2.46,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-004,46,21.4,2.15,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-005,103,70.3,1.47,1,Healthy,NORMAL,37.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-006,39,25.5,1.53,1,Healthy,NORMAL,12.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-007,42,19.7,2.13,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-008,56,26.0,2.15,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-009,46,23.2,1.98,1,Healthy,NORMAL,0.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAI-010,71,72.6,0.98,1,Healthy,NORMAL,74.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-001,32,22.0,1.45,1,Healthy,NORMAL,12.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-002,41,23.7,1.73,1,Healthy,NORMAL,6.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-003,67,56.7,1.18,1,Healthy,NORMAL,46.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-004,95,89.5,1.06,1,Healthy,NORMAL,84.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-005,46,21.1,2.18,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-006,43,25.0,1.72,1,Healthy,NORMAL,7.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-007,40,21.7,1.84,1,Healthy,NORMAL,3.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-008,53,19.1,2.77,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-009,43,22.9,1.88,1,Healthy,NORMAL,2.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BAK-010,51,24.3,2.1,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-001,49,4.2,11.67,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-002,38,6.1,6.23,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-003,36,6.2,5.81,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-004,49,5.1,9.61,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-005,41,6.1,6.72,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-006,44,6.6,6.67,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-007,40,6.6,6.06,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-008,45,5.2,8.65,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-009,37,5.8,6.38,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,STP-010,48,4.7,10.21,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-001,41,6.3,6.51,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-002,36,5.9,6.1,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-003,34,4.9,6.94,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-004,33,4.8,6.88,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-005,42,6.1,6.89,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-006,43,6.3,6.83,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-007,47,5.5,8.55,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-008,32,6.2,5.16,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-009,34,5.0,6.8,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FLO-010,41,6.2,6.61,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-001,45,5.1,8.82,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-002,51,4.2,12.14,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-003,44,4.5,9.78,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-004,44,5.1,8.63,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-005,47,4.7,10.0,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-006,42,4.5,9.33,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-007,34,6.2,5.48,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-008,34,4.2,8.1,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-009,47,4.7,10.0,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,DAL-010,33,6.3,5.24,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-001,34,6.3,5.4,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-002,31,5.6,5.54,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-003,51,6.0,8.5,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-004,33,6.1,5.41,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-005,40,6.1,6.56,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-006,32,4.3,7.44,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-007,34,6.6,5.15,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-008,34,6.7,5.07,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-009,53,4.1,12.93,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,OIL-010,40,5.4,7.41,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-001,32,26.0,1.23,1,Healthy,NORMAL,20.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-002,44,17.4,2.53,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-003,43,19.8,2.17,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-004,42,19.7,2.13,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-005,31,18.9,1.64,1,Healthy,NORMAL,6.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-006,41,17.1,2.4,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-007,63,71.5,0.88,1,Healthy,NORMAL,80.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-008,41,24.1,1.7,1,Healthy,NORMAL,7.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-009,45,21.6,2.08,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,FRT-010,47,19.9,2.36,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-001,38,22.1,1.72,1,Healthy,NORMAL,6.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-002,35,18.3,1.91,1,Healthy,NORMAL,1.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-003,60,63.5,0.94,1,Healthy,NORMAL,67.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-004,34,17.7,1.92,1,Healthy,NORMAL,1.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-005,49,19.7,2.49,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-006,40,19.5,2.05,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-007,42,21.8,1.93,1,Healthy,NORMAL,1.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-008,60,63.7,0.94,1,Healthy,NORMAL,67.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-009,42,17.6,2.39,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,VEG-010,56,40.8,1.37,1,Healthy,NORMAL,25.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-001,43,14.2,3.03,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-002,37,20.3,1.82,1,Healthy,NORMAL,3.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-003,47,17.5,2.69,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-004,45,18.5,2.43,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-005,69,53.3,1.29,1,Healthy,NORMAL,37.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-006,35,19.7,1.78,1,Healthy,NORMAL,4.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-007,48,16.9,2.84,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-008,75,38.9,1.93,1,Healthy,NORMAL,2.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-009,32,16.5,1.94,1,Healthy,NORMAL,1.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,BIS-010,39,16.6,2.35,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-001,94,55.2,1.7,1,Healthy,NORMAL,16.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-002,81,50.2,1.61,1,Healthy,NORMAL,19.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-003,75,53.6,1.4,1,Healthy,NORMAL,32.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-004,87,58.9,1.48,1,Healthy,NORMAL,30.8,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-005,83,45.7,1.82,1,Healthy,NORMAL,8.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-006,86,60.7,1.42,1,Healthy,NORMAL,35.4,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-007,77,51.1,1.51,1,Healthy,NORMAL,25.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-008,54,58.3,0.93,1,Healthy,NORMAL,62.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-009,60,79.6,0.75,1,Healthy,NORMAL,99.2,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,TEA-010,63,56.3,1.12,1,Healthy,NORMAL,49.6,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-001,37,6.2,5.97,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-002,34,5.7,5.96,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-003,50,5.4,9.26,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-004,44,6.5,6.77,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-005,45,6.3,7.14,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-006,43,6.6,6.52,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-007,47,6.9,6.81,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-008,46,6.3,7.3,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-009,37,6.8,5.44,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,PCR-010,44,4.8,9.17,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-001,46,4.7,9.79,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-002,48,4.5,10.67,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-003,34,4.7,7.23,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-004,34,5.2,6.54,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-005,43,5.3,8.11,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-006,47,6.8,6.91,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-007,32,5.0,6.4,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-008,47,5.5,8.55,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-009,51,4.2,12.14,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,ORL-010,35,6.5,5.38,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-001,39,6.4,6.09,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-002,37,4.4,8.41,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-003,35,5.9,5.93,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-004,44,4.3,10.23,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-005,48,5.8,8.28,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-006,40,6.8,5.88,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-007,46,6.5,7.08,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-008,33,5.4,6.11,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-009,41,5.1,8.04,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,CLN-010,40,6.7,5.97,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-001,48,4.4,10.91,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-002,33,6.5,5.08,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-003,50,6.5,7.69,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-004,46,5.6,8.21,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-005,40,4.5,8.89,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-006,39,4.3,9.07,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-007,36,5.6,6.43,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
WH-KOL-004,HOU-008,53,5.0,10.6,0,Healthy,NORMAL,0.0,60.38,INVENTORY,2026-09-21T14:26:38.170968+00:00
