product_variant_id,product_id,variant_index,unit_size_raw,unit_size_value,unit_size_unit,normalized_quantity_value,normalized_quantity_unit,cost_price_rs,selling_price_rs,source_file,source_record,pipeline_timestamp
BEV-004-1L,BEV-004,5,1 L,1.0,l,1000.0,ml,72,83,products.csv,"product_id=BEV-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-005-200ML,BEV-005,1,200 ml,200.0,ml,200.0,ml,16,18,products.csv,"product_id=BEV-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-005-250ML,BEV-005,2,250 ml,250.0,ml,250.0,ml,20,23,products.csv,"product_id=BEV-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-005-500ML,BEV-005,3,500 ml,500.0,ml,500.0,ml,38,44,products.csv,"product_id=BEV-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-005-750ML,BEV-005,4,750 ml,750.0,ml,750.0,ml,54,62,products.csv,"product_id=BEV-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-005-1L,BEV-005,5,1 L,1.0,l,1000.0,ml,72,83,products.csv,"product_id=BEV-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-006-200ML,BEV-006,1,200 ml,200.0,ml,200.0,ml,16,18,products.csv,"product_id=BEV-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-006-250ML,BEV-006,2,250 ml,250.0,ml,250.0,ml,20,23,products.csv,"product_id=BEV-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-006-500ML,BEV-006,3,500 ml,500.0,ml,500.0,ml,38,44,products.csv,"product_id=BEV-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-006-750ML,BEV-006,4,750 ml,750.0,ml,750.0,ml,54,62,products.csv,"product_id=BEV-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-006-1L,BEV-006,5,1 L,1.0,l,1000.0,ml,72,83,products.csv,"product_id=BEV-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-007-200ML,BEV-007,1,200 ml,200.0,ml,200.0,ml,14,16,products.csv,"product_id=BEV-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-007-250ML,BEV-007,2,250 ml,250.0,ml,250.0,ml,18,21,products.csv,"product_id=BEV-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-007-500ML,BEV-007,3,500 ml,500.0,ml,500.0,ml,34,39,products.csv,"product_id=BEV-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-007-750ML,BEV-007,4,750 ml,750.0,ml,750.0,ml,49,56,products.csv,"product_id=BEV-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-007-1L,BEV-007,5,1 L,1.0,l,1000.0,ml,65,75,products.csv,"product_id=BEV-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-008-200ML,BEV-008,1,200 ml,200.0,ml,200.0,ml,33,38,products.csv,"product_id=BEV-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-008-250ML,BEV-008,2,250 ml,250.0,ml,250.0,ml,42,48,products.csv,"product_id=BEV-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-008-500ML,BEV-008,3,500 ml,500.0,ml,500.0,ml,80,92,products.csv,"product_id=BEV-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-008-750ML,BEV-008,4,750 ml,750.0,ml,750.0,ml,115,132,products.csv,"product_id=BEV-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-008-1L,BEV-008,5,1 L,1.0,l,1000.0,ml,154,177,products.csv,"product_id=BEV-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-009-200ML,BEV-009,1,200 ml,200.0,ml,200.0,ml,284,327,products.csv,"product_id=BEV-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-009-250ML,BEV-009,2,250 ml,250.0,ml,250.0,ml,355,408,products.csv,"product_id=BEV-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-009-500ML,BEV-009,3,500 ml,500.0,ml,500.0,ml,682,784,products.csv,"product_id=BEV-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-009-750ML,BEV-009,4,750 ml,750.0,ml,750.0,ml,982,1129,products.csv,"product_id=BEV-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-009-1L,BEV-009,5,1 L,1.0,l,1000.0,ml,1309,1505,products.csv,"product_id=BEV-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
BEV-010-200ML,BEV-010,1,200 ml,200.0,ml,200.0,ml,14,16,products.csv,"product_id=BEV-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
BEV-010-250ML,BEV-010,2,250 ml,250.0,ml,250.0,ml,18,21,products.csv,"product_id=BEV-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
BEV-010-500ML,BEV-010,3,500 ml,500.0,ml,500.0,ml,34,39,products.csv,"product_id=BEV-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
BEV-010-750ML,BEV-010,4,750 ml,750.0,ml,750.0,ml,49,56,products.csv,"product_id=BEV-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
BEV-010-1L,BEV-010,5,1 L,1.0,l,1000.0,ml,65,75,products.csv,"product_id=BEV-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-001-200ML,DAI-001,1,200 ml,200.0,ml,200.0,ml,85,98,products.csv,"product_id=DAI-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-001-400ML,DAI-001,2,400 ml,400.0,ml,400.0,ml,163,187,products.csv,"product_id=DAI-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-001-500ML,DAI-001,3,500 ml,500.0,ml,500.0,ml,204,235,products.csv,"product_id=DAI-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-001-1L,DAI-001,4,1 L,1.0,l,1000.0,ml,392,451,products.csv,"product_id=DAI-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-001-2L,DAI-001,5,2 L,2.0,l,2000.0,ml,751,864,products.csv,"product_id=DAI-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-002-200ML,DAI-002,1,200 ml,200.0,ml,200.0,ml,16,18,products.csv,"product_id=DAI-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-002-400ML,DAI-002,2,400 ml,400.0,ml,400.0,ml,31,36,products.csv,"product_id=DAI-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-002-500ML,DAI-002,3,500 ml,500.0,ml,500.0,ml,38,44,products.csv,"product_id=DAI-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-002-1L,DAI-002,4,1 L,1.0,l,1000.0,ml,73,84,products.csv,"product_id=DAI-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-002-2L,DAI-002,5,2 L,2.0,l,2000.0,ml,141,162,products.csv,"product_id=DAI-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-003-200ML,DAI-003,1,200 ml,200.0,ml,200.0,ml,16,18,products.csv,"product_id=DAI-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-003-400ML,DAI-003,2,400 ml,400.0,ml,400.0,ml,30,35,products.csv,"product_id=DAI-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-003-500ML,DAI-003,3,500 ml,500.0,ml,500.0,ml,38,44,products.csv,"product_id=DAI-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-003-1L,DAI-003,4,1 L,1.0,l,1000.0,ml,72,83,products.csv,"product_id=DAI-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-003-2L,DAI-003,5,2 L,2.0,l,2000.0,ml,138,159,products.csv,"product_id=DAI-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-004-100G,DAI-004,1,100 g,100.0,g,100.0,g,11,13,products.csv,"product_id=DAI-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-004-200G,DAI-004,2,200 g,200.0,g,200.0,g,20,23,products.csv,"product_id=DAI-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-004-500G,DAI-004,3,500 g,500.0,g,500.0,g,48,55,products.csv,"product_id=DAI-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-004-1KG,DAI-004,4,1 kg,1.0,kg,1000.0,g,93,107,products.csv,"product_id=DAI-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-004-2KG,DAI-004,5,2 kg,2.0,kg,2000.0,g,178,205,products.csv,"product_id=DAI-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-005-100G,DAI-005,1,100 g,100.0,g,100.0,g,10,12,products.csv,"product_id=DAI-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-005-200G,DAI-005,2,200 g,200.0,g,200.0,g,20,23,products.csv,"product_id=DAI-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-005-500G,DAI-005,3,500 g,500.0,g,500.0,g,48,55,products.csv,"product_id=DAI-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-005-1KG,DAI-005,4,1 kg,1.0,kg,1000.0,g,91,105,products.csv,"product_id=DAI-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-005-2KG,DAI-005,5,2 kg,2.0,kg,2000.0,g,175,201,products.csv,"product_id=DAI-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-006-100G,DAI-006,1,100 g,100.0,g,100.0,g,65,75,products.csv,"product_id=DAI-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-006-200G,DAI-006,2,200 g,200.0,g,200.0,g,123,141,products.csv,"product_id=DAI-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-006-500G,DAI-006,3,500 g,500.0,g,500.0,g,296,340,products.csv,"product_id=DAI-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-006-1KG,DAI-006,4,1 kg,1.0,kg,1000.0,g,568,653,products.csv,"product_id=DAI-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-006-2KG,DAI-006,5,2 kg,2.0,kg,2000.0,g,1089,1252,products.csv,"product_id=DAI-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-007-100G,DAI-007,1,100 g,100.0,g,100.0,g,47,54,products.csv,"product_id=DAI-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-007-200G,DAI-007,2,200 g,200.0,g,200.0,g,89,102,products.csv,"product_id=DAI-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-007-500G,DAI-007,3,500 g,500.0,g,500.0,g,214,246,products.csv,"product_id=DAI-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-007-1KG,DAI-007,4,1 kg,1.0,kg,1000.0,g,411,473,products.csv,"product_id=DAI-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-007-2KG,DAI-007,5,2 kg,2.0,kg,2000.0,g,788,906,products.csv,"product_id=DAI-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-008-100G,DAI-008,1,100 g,100.0,g,100.0,g,58,67,products.csv,"product_id=DAI-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-008-200G,DAI-008,2,200 g,200.0,g,200.0,g,110,126,products.csv,"product_id=DAI-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-008-500G,DAI-008,3,500 g,500.0,g,500.0,g,265,305,products.csv,"product_id=DAI-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-008-1KG,DAI-008,4,1 kg,1.0,kg,1000.0,g,509,585,products.csv,"product_id=DAI-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-008-2KG,DAI-008,5,2 kg,2.0,kg,2000.0,g,976,1122,products.csv,"product_id=DAI-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-009-100G,DAI-009,1,100 g,100.0,g,100.0,g,107,123,products.csv,"product_id=DAI-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-009-200G,DAI-009,2,200 g,200.0,g,200.0,g,203,233,products.csv,"product_id=DAI-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-009-500G,DAI-009,3,500 g,500.0,g,500.0,g,488,561,products.csv,"product_id=DAI-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-009-1KG,DAI-009,4,1 kg,1.0,kg,1000.0,g,936,1076,products.csv,"product_id=DAI-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-009-2KG,DAI-009,5,2 kg,2.0,kg,2000.0,g,1794,2063,products.csv,"product_id=DAI-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
DAI-010-200ML,DAI-010,1,200 ml,200.0,ml,200.0,ml,85,98,products.csv,"product_id=DAI-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
DAI-010-400ML,DAI-010,2,400 ml,400.0,ml,400.0,ml,163,187,products.csv,"product_id=DAI-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
DAI-010-500ML,DAI-010,3,500 ml,500.0,ml,500.0,ml,204,235,products.csv,"product_id=DAI-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
DAI-010-1L,DAI-010,4,1 L,1.0,l,1000.0,ml,392,451,products.csv,"product_id=DAI-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
DAI-010-2L,DAI-010,5,2 L,2.0,l,2000.0,ml,751,864,products.csv,"product_id=DAI-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-001-200G,BAK-001,1,200 g,200.0,g,200.0,g,21,24,products.csv,"product_id=BAK-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-001-250G,BAK-001,2,250 g,250.0,g,250.0,g,26,30,products.csv,"product_id=BAK-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-001-400G,BAK-001,3,400 g,400.0,g,400.0,g,40,46,products.csv,"product_id=BAK-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-001-500G,BAK-001,4,500 g,500.0,g,500.0,g,50,57,products.csv,"product_id=BAK-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-001-800G,BAK-001,5,800 g,800.0,g,800.0,g,77,89,products.csv,"product_id=BAK-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-002-200G,BAK-002,1,200 g,200.0,g,200.0,g,21,24,products.csv,"product_id=BAK-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-002-250G,BAK-002,2,250 g,250.0,g,250.0,g,26,30,products.csv,"product_id=BAK-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-002-400G,BAK-002,3,400 g,400.0,g,400.0,g,40,46,products.csv,"product_id=BAK-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-002-500G,BAK-002,4,500 g,500.0,g,500.0,g,50,57,products.csv,"product_id=BAK-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-002-800G,BAK-002,5,800 g,800.0,g,800.0,g,77,89,products.csv,"product_id=BAK-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-003-200G,BAK-003,1,200 g,200.0,g,200.0,g,21,24,products.csv,"product_id=BAK-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-003-250G,BAK-003,2,250 g,250.0,g,250.0,g,26,30,products.csv,"product_id=BAK-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-003-400G,BAK-003,3,400 g,400.0,g,400.0,g,40,46,products.csv,"product_id=BAK-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-003-500G,BAK-003,4,500 g,500.0,g,500.0,g,50,57,products.csv,"product_id=BAK-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-003-800G,BAK-003,5,800 g,800.0,g,800.0,g,77,89,products.csv,"product_id=BAK-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-004-200G,BAK-004,1,200 g,200.0,g,200.0,g,21,24,products.csv,"product_id=BAK-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-004-250G,BAK-004,2,250 g,250.0,g,250.0,g,26,30,products.csv,"product_id=BAK-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-004-400G,BAK-004,3,400 g,400.0,g,400.0,g,40,46,products.csv,"product_id=BAK-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-004-500G,BAK-004,4,500 g,500.0,g,500.0,g,50,57,products.csv,"product_id=BAK-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-004-800G,BAK-004,5,800 g,800.0,g,800.0,g,77,89,products.csv,"product_id=BAK-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-005-200G,BAK-005,1,200 g,200.0,g,200.0,g,79,91,products.csv,"product_id=BAK-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-005-250G,BAK-005,2,250 g,250.0,g,250.0,g,99,114,products.csv,"product_id=BAK-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-005-400G,BAK-005,3,400 g,400.0,g,400.0,g,152,175,products.csv,"product_id=BAK-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-005-500G,BAK-005,4,500 g,500.0,g,500.0,g,190,218,products.csv,"product_id=BAK-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-005-800G,BAK-005,5,800 g,800.0,g,800.0,g,292,336,products.csv,"product_id=BAK-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-006-200G,BAK-006,1,200 g,200.0,g,200.0,g,79,91,products.csv,"product_id=BAK-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-006-250G,BAK-006,2,250 g,250.0,g,250.0,g,99,114,products.csv,"product_id=BAK-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-006-400G,BAK-006,3,400 g,400.0,g,400.0,g,152,175,products.csv,"product_id=BAK-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-006-500G,BAK-006,4,500 g,500.0,g,500.0,g,190,218,products.csv,"product_id=BAK-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-006-800G,BAK-006,5,800 g,800.0,g,800.0,g,292,336,products.csv,"product_id=BAK-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-007-200G,BAK-007,1,200 g,200.0,g,200.0,g,42,48,products.csv,"product_id=BAK-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-007-250G,BAK-007,2,250 g,250.0,g,250.0,g,52,60,products.csv,"product_id=BAK-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-007-400G,BAK-007,3,400 g,400.0,g,400.0,g,80,92,products.csv,"product_id=BAK-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-007-500G,BAK-007,4,500 g,500.0,g,500.0,g,100,115,products.csv,"product_id=BAK-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-007-800G,BAK-007,5,800 g,800.0,g,800.0,g,154,177,products.csv,"product_id=BAK-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-008-200G,BAK-008,1,200 g,200.0,g,200.0,g,21,24,products.csv,"product_id=BAK-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-008-250G,BAK-008,2,250 g,250.0,g,250.0,g,26,30,products.csv,"product_id=BAK-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-008-400G,BAK-008,3,400 g,400.0,g,400.0,g,40,46,products.csv,"product_id=BAK-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-008-500G,BAK-008,4,500 g,500.0,g,500.0,g,50,57,products.csv,"product_id=BAK-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-008-800G,BAK-008,5,800 g,800.0,g,800.0,g,77,89,products.csv,"product_id=BAK-008, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-009-200G,BAK-009,1,200 g,200.0,g,200.0,g,46,53,products.csv,"product_id=BAK-009, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-009-250G,BAK-009,2,250 g,250.0,g,250.0,g,57,66,products.csv,"product_id=BAK-009, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-009-400G,BAK-009,3,400 g,400.0,g,400.0,g,88,101,products.csv,"product_id=BAK-009, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-009-500G,BAK-009,4,500 g,500.0,g,500.0,g,110,126,products.csv,"product_id=BAK-009, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-009-800G,BAK-009,5,800 g,800.0,g,800.0,g,169,194,products.csv,"product_id=BAK-009, unit_size_5",2026-09-21T13:22:09.034261+00:00
BAK-010-200G,BAK-010,1,200 g,200.0,g,200.0,g,206,237,products.csv,"product_id=BAK-010, unit_size_1",2026-09-21T13:22:09.034261+00:00
BAK-010-250G,BAK-010,2,250 g,250.0,g,250.0,g,257,296,products.csv,"product_id=BAK-010, unit_size_2",2026-09-21T13:22:09.034261+00:00
BAK-010-400G,BAK-010,3,400 g,400.0,g,400.0,g,395,454,products.csv,"product_id=BAK-010, unit_size_3",2026-09-21T13:22:09.034261+00:00
BAK-010-500G,BAK-010,4,500 g,500.0,g,500.0,g,494,568,products.csv,"product_id=BAK-010, unit_size_4",2026-09-21T13:22:09.034261+00:00
BAK-010-800G,BAK-010,5,800 g,800.0,g,800.0,g,759,873,products.csv,"product_id=BAK-010, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-001-500G,STP-001,1,500 g,500.0,g,500.0,g,40,46,products.csv,"product_id=STP-001, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-001-1KG,STP-001,2,1 kg,1.0,kg,1000.0,g,77,89,products.csv,"product_id=STP-001, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-001-2KG,STP-001,3,2 kg,2.0,kg,2000.0,g,148,170,products.csv,"product_id=STP-001, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-001-5KG,STP-001,4,5 kg,5.0,kg,5000.0,g,355,408,products.csv,"product_id=STP-001, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-001-10KG,STP-001,5,10 kg,10.0,kg,10000.0,g,677,779,products.csv,"product_id=STP-001, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-002-500G,STP-002,1,500 g,500.0,g,500.0,g,40,46,products.csv,"product_id=STP-002, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-002-1KG,STP-002,2,1 kg,1.0,kg,1000.0,g,76,87,products.csv,"product_id=STP-002, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-002-2KG,STP-002,3,2 kg,2.0,kg,2000.0,g,146,168,products.csv,"product_id=STP-002, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-002-5KG,STP-002,4,5 kg,5.0,kg,5000.0,g,348,400,products.csv,"product_id=STP-002, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-002-10KG,STP-002,5,10 kg,10.0,kg,10000.0,g,665,765,products.csv,"product_id=STP-002, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-003-500G,STP-003,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-003, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-003-1KG,STP-003,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-003, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-003-2KG,STP-003,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-003, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-003-5KG,STP-003,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-003, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-003-10KG,STP-003,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-003, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-004-500G,STP-004,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-004, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-004-1KG,STP-004,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-004, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-004-2KG,STP-004,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-004, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-004-5KG,STP-004,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-004, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-004-10KG,STP-004,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-004, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-005-500G,STP-005,1,500 g,500.0,g,500.0,g,40,46,products.csv,"product_id=STP-005, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-005-1KG,STP-005,2,1 kg,1.0,kg,1000.0,g,77,89,products.csv,"product_id=STP-005, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-005-2KG,STP-005,3,2 kg,2.0,kg,2000.0,g,148,170,products.csv,"product_id=STP-005, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-005-5KG,STP-005,4,5 kg,5.0,kg,5000.0,g,355,408,products.csv,"product_id=STP-005, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-005-10KG,STP-005,5,10 kg,10.0,kg,10000.0,g,677,779,products.csv,"product_id=STP-005, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-006-500G,STP-006,1,500 g,500.0,g,500.0,g,40,46,products.csv,"product_id=STP-006, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-006-1KG,STP-006,2,1 kg,1.0,kg,1000.0,g,76,87,products.csv,"product_id=STP-006, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-006-2KG,STP-006,3,2 kg,2.0,kg,2000.0,g,146,168,products.csv,"product_id=STP-006, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-006-5KG,STP-006,4,5 kg,5.0,kg,5000.0,g,348,400,products.csv,"product_id=STP-006, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-006-10KG,STP-006,5,10 kg,10.0,kg,10000.0,g,665,765,products.csv,"product_id=STP-006, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-007-500G,STP-007,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-007, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-007-1KG,STP-007,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-007, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-007-2KG,STP-007,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-007, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-007-5KG,STP-007,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-007, unit_size_4",2026-09-21T13:22:09.034261+00:00
STP-007-10KG,STP-007,5,10 kg,10.0,kg,10000.0,g,605,696,products.csv,"product_id=STP-007, unit_size_5",2026-09-21T13:22:09.034261+00:00
STP-008-500G,STP-008,1,500 g,500.0,g,500.0,g,36,41,products.csv,"product_id=STP-008, unit_size_1",2026-09-21T13:22:09.034261+00:00
STP-008-1KG,STP-008,2,1 kg,1.0,kg,1000.0,g,69,79,products.csv,"product_id=STP-008, unit_size_2",2026-09-21T13:22:09.034261+00:00
STP-008-2KG,STP-008,3,2 kg,2.0,kg,2000.0,g,132,152,products.csv,"product_id=STP-008, unit_size_3",2026-09-21T13:22:09.034261+00:00
STP-008-5KG,STP-008,4,5 kg,5.0,kg,5000.0,g,317,365,products.csv,"product_id=STP-008, unit_size_4",2026-09-21T13:22:09.034261+00:00
